BINARY is BFO_0000050 ObjectProperty
BINARY SubClassOf TO_0002648 TO_0000931
BINARY is TO_0002649 Class
BINARY SubClassOf TO_0002649 TO_0000482
BINARY is TO_0002654 Class
BINARY SubClassOf TO_0002654 TO_0000599
BINARY is TO_0002655 Class
BINARY SubClassOf TO_0002655 TO_0000162
BINARY is TO_0002656 Class
BINARY SubClassOf TO_0002656 TO_0000162
BINARY is TO_0002657 Class
BINARY SubClassOf TO_0002657 TO_0000482
BINARY is TO_0002658 Class
BINARY SubClassOf TO_0002658 TO_0000283
BINARY is TO_0002660 Class
BINARY SubClassOf TO_0002660 TO_0000476
BINARY is TO_0002666 Class
BINARY SubClassOf TO_0002666 TO_0001024
BINARY is TO_0002667 Class
BINARY SubClassOf TO_0002667 TO_0000476
BINARY is TO_0002668 Class
BINARY SubClassOf TO_0002668 TO_0000476
BINARY is TO_0002672 Class
BINARY SubClassOf TO_0002672 TO_0000476
BINARY is TO_0002673 Class
BINARY SubClassOf TO_0002673 TO_0000281
BINARY is TO_0002674 Class
BINARY SubClassOf TO_0002674 TO_0002673
BINARY is TO_0002675 Class
BINARY SubClassOf TO_0002675 TO_0000476
BINARY is TO_0002676 Class
BINARY SubClassOf TO_0002676 TO_0000476
BINARY is TO_0002682 Class
BINARY SubClassOf TO_0002682 TO_0002683
BINARY is TO_0002683 Class
BINARY SubClassOf TO_0002683 TO_0000839
BINARY is TO_0002684 Class
BINARY SubClassOf TO_0002684 TO_0002683
BINARY is TO_0002686 Class
BINARY SubClassOf TO_0002686 TO_0000928
BINARY is TO_0002687 Class
BINARY SubClassOf TO_0002687 TO_0002686
BINARY is TO_0002693 Class
BINARY SubClassOf TO_0002693 TO_0000168
BINARY is TO_0002694 Class
BINARY SubClassOf TO_0002694 TO_0002629,
BINARY SubClassOf TO_0002694 TO_0002728
BINARY is TO_0002700 Class
BINARY SubClassOf TO_0002700 TO_0002694
BINARY is TO_0002712 Class
BINARY SubClassOf TO_0002712 TO_0000947
BINARY is TO_0002713 Class
BINARY SubClassOf TO_0002713 TO_0002683
BINARY is TO_0002725 Class
BINARY SubClassOf TO_0002725 TO_0000933
BINARY is TO_0002728 Class
BINARY SubClassOf TO_0002728 TO_0000597
BINARY is TO_0002729 Class
BINARY SubClassOf TO_0002729 TO_0002728
BINARY is TO_0002739 Class
BINARY SubClassOf TO_0002739 TO_0002728
BINARY is TO_0002741 Class
BINARY SubClassOf TO_0002741 TO_0002739
BINARY is TO_0002755 Class
BINARY SubClassOf TO_0002755 TO_0002686
BINARY is TO_0002756 Class
BINARY SubClassOf TO_0002756 TO_0000398
BINARY is TO_0002764 Class
BINARY SubClassOf TO_0002764 TO_0002739
BINARY is TO_0002767 Class
BINARY SubClassOf TO_0002767 TO_0000654
BINARY is TO_0003034 Class
BINARY SubClassOf TO_0003034 TO_0000228
BINARY is TO_0003035 Class
BINARY SubClassOf TO_0003035 TO_0000228
BINARY is TO_0003036 Class
BINARY SubClassOf TO_0003036 TO_0000228
BINARY is TO_0003037 Class
BINARY SubClassOf TO_0003037 TO_0000228
BINARY is TO_0003038 Class
BINARY SubClassOf TO_0003038 TO_0000228
BINARY is TO_0003039 Class
BINARY SubClassOf TO_0003039 TO_0000228
BINARY is TO_0003040 Class
BINARY SubClassOf TO_0003040 TO_0000228
BINARY is TO_0003041 Class
BINARY SubClassOf TO_0003041 TO_0000228
BINARY is TO_0003042 Class
BINARY SubClassOf TO_0003042 TO_0000228
BINARY is TO_0003043 Class
BINARY SubClassOf TO_0003043 TO_0000228
BINARY is TO_0003044 Class
BINARY SubClassOf TO_0003044 TO_0000228
BINARY is TO_0003045 Class
BINARY SubClassOf TO_0003045 TO_0000228
BINARY is TO_0003046 Class
BINARY SubClassOf TO_0003046 TO_0000228
BINARY is TO_0003047 Class
BINARY SubClassOf TO_0003047 TO_0000228
BINARY is TO_0003048 Class
BINARY SubClassOf TO_0003048 TO_0000228
BINARY is TO_0003049 Class
BINARY SubClassOf TO_0003049 TO_0000609
BINARY is TO_0003050 Class
BINARY SubClassOf TO_0003050 TO_0000609
BINARY is TO_0003051 Class
BINARY SubClassOf TO_0003051 TO_0000609
BINARY is TO_0003052 Class
BINARY SubClassOf TO_0003052 TO_0000609
BINARY is TO_0003053 Class
BINARY SubClassOf TO_0003053 TO_0000609
BINARY is TO_0003054 Class
BINARY SubClassOf TO_0003054 TO_0000609
BINARY is TO_0003055 Class
BINARY SubClassOf TO_0003055 TO_0000609
BINARY is TO_0003056 Class
BINARY SubClassOf TO_0003056 TO_0000609
BINARY is TO_0003057 Class
BINARY SubClassOf TO_0003057 TO_0000609
BINARY is TO_0003058 Class
BINARY SubClassOf TO_0003058 TO_0000609
BINARY is TO_0003059 Class
BINARY SubClassOf TO_0003059 TO_0000609
BINARY is TO_0003060 Class
BINARY SubClassOf TO_0003060 TO_0000609
BINARY is TO_0003061 Class
BINARY SubClassOf TO_0003061 TO_0000609
BINARY is TO_0003062 Class
BINARY SubClassOf TO_0003062 TO_0020093
BINARY is TO_0003063 Class
BINARY SubClassOf TO_0003063 TO_0020093
BINARY is TO_0003064 Class
BINARY SubClassOf TO_0003064 TO_0020093
BINARY is TO_0003065 Class
BINARY SubClassOf TO_0003065 TO_0020093
BINARY is TO_0003066 Class
BINARY SubClassOf TO_0003066 TO_0020093
BINARY is TO_0003067 Class
BINARY SubClassOf TO_0003067 TO_0020093
BINARY is TO_0003068 Class
BINARY SubClassOf TO_0003068 TO_0020093
BINARY is TO_0003069 Class
BINARY SubClassOf TO_0003069 TO_0020093
BINARY is TO_0003070 Class
BINARY SubClassOf TO_0003070 TO_0020093
BINARY is TO_0003071 Class
BINARY SubClassOf TO_0003071 TO_0020093
BINARY is TO_0003072 Class
BINARY SubClassOf TO_0003072 TO_0020093
BINARY is TO_0003073 Class
BINARY SubClassOf TO_0003073 TO_0020093
BINARY is TO_0003074 Class
BINARY SubClassOf TO_0003074 TO_0020093
BINARY is TO_0003080 Class
BINARY SubClassOf TO_0003080 TO_0001024
BINARY is TO_0003081 Class
BINARY SubClassOf TO_0003081 TO_0001024
BINARY is TO_0003082 Class
BINARY SubClassOf TO_0003082 TO_0001024
BINARY is TO_0003083 Class
BINARY SubClassOf TO_0003083 TO_0001024
BINARY is TO_0003084 Class
BINARY SubClassOf TO_0003084 TO_0001024
BINARY is TO_0003085 Class
BINARY SubClassOf TO_0003085 TO_0001024
BINARY is TO_0003086 Class
BINARY SubClassOf TO_0003086 TO_0001024
BINARY is TO_0003087 Class
BINARY SubClassOf TO_0003087 TO_0001024
BINARY is TO_0003088 Class
BINARY SubClassOf TO_0003088 TO_0000466
BINARY is TO_0003089 Class
BINARY SubClassOf TO_0003089 TO_0000466
BINARY is TO_0003090 Class
BINARY SubClassOf TO_0003090 TO_0000466
BINARY is TO_0003091 Class
BINARY SubClassOf TO_0003091 TO_0000466
BINARY is TO_0003092 Class
BINARY SubClassOf TO_0003092 TO_0000466
BINARY is TO_0003093 Class
BINARY SubClassOf TO_0003093 TO_0000466
BINARY is TO_0003094 Class
BINARY SubClassOf TO_0003094 TO_0000466
BINARY is TO_0003095 Class
BINARY SubClassOf TO_0003095 TO_0000466
BINARY is TO_0003096 Class
BINARY SubClassOf TO_0003096 TO_0000466
BINARY is TO_0003097 Class
BINARY SubClassOf TO_0003097 TO_0000466
BINARY is TO_0003098 Class
BINARY SubClassOf TO_0003098 TO_0000466
BINARY is TO_0003099 Class
BINARY SubClassOf TO_0003099 TO_0000466
BINARY is TO_0003100 Class
BINARY SubClassOf TO_0003100 TO_0000466
BINARY is TO_0003101 Class
BINARY SubClassOf TO_0003101 TO_0000466
BINARY is TO_0005001 Class
BINARY SubClassOf TO_0005001 TO_0000604
BINARY is TO_0005002 Class
BINARY SubClassOf TO_0005002 TO_0000604
BINARY is TO_0005003 Class
BINARY SubClassOf TO_0005003 TO_0000604
BINARY is TO_0005004 Class
BINARY SubClassOf TO_0005004 TO_0000604
BINARY is TO_0006002 Class
BINARY SubClassOf TO_0006002 TO_0002673
BINARY is TO_0006003 Class
BINARY SubClassOf TO_0006003 TO_0000291,
BINARY SubClassOf TO_0006003 TO_0000489
BINARY is TO_0006006 Class
BINARY SubClassOf TO_0006006 TO_0000291,
BINARY SubClassOf TO_0006006 TO_0000489
BINARY is TO_0006007 Class
BINARY SubClassOf TO_0006007 TO_0000291,
BINARY SubClassOf TO_0006007 TO_0000489
BINARY is TO_0006008 Class
BINARY SubClassOf TO_0006008 TO_0000291
BINARY is TO_0006015 Class
BINARY SubClassOf TO_0006015 TO_0000928
BINARY is TO_0006016 Class
BINARY SubClassOf TO_0006016 TO_0006015
BINARY is TO_0006017 Class
BINARY is TO_0006021 Class
BINARY SubClassOf TO_0006021 TO_0000654
BINARY is TO_0006022 Class
BINARY SubClassOf TO_0006022 TO_0000622
BINARY is TO_0006027 Class
BINARY SubClassOf TO_0006027 TO_0000621
BINARY is TO_0006030 Class
BINARY SubClassOf TO_0006030 TO_0000621,
BINARY SubClassOf TO_0006030 TO_0002638,
BINARY SubClassOf TO_0006030 TO_0006017
BINARY is TO_0006036 Class
BINARY SubClassOf TO_0006036 TO_0000654
BINARY is TO_0006042 Class
BINARY SubClassOf TO_0006042 TO_0000465
BINARY is TO_0006043 Class
BINARY SubClassOf TO_0006043 TO_0000465
BINARY is TO_0006044 Class
BINARY SubClassOf TO_0006044 TO_0000465
BINARY is TO_0006045 Class
BINARY SubClassOf TO_0006045 TO_0001024
BINARY is TO_0006046 Class
BINARY SubClassOf TO_0006046 TO_0000465
BINARY is TO_0006047 Class
BINARY SubClassOf TO_0006047 TO_0000465
BINARY is TO_0006048 Class
BINARY SubClassOf TO_0006048 TO_0020091
BINARY is TO_0006049 Class
BINARY SubClassOf TO_0006049 TO_0020089
BINARY is TO_0006050 Class
BINARY SubClassOf TO_0006050 TO_0001044
BINARY is TO_0006051 Class
BINARY SubClassOf TO_0006051 TO_0000465
BINARY is TO_0006052 Class
BINARY SubClassOf TO_0006052 TO_0020092
BINARY is TO_0006053 Class
BINARY SubClassOf TO_0006053 TO_0020090
BINARY is TO_0006054 Class
BINARY SubClassOf TO_0006054 TO_0000465
BINARY is TO_0006055 Class
BINARY SubClassOf TO_0006055 TO_0000465
BINARY is TO_0006056 Class
BINARY SubClassOf TO_0006056 TO_0000465
BINARY is TO_0006059 Class
BINARY SubClassOf TO_0006059 TO_0000465
BINARY is TO_0006061 Class
BINARY SubClassOf TO_0006061 TO_0000933
BINARY is TO_0006068 Class
BINARY SubClassOf TO_0006068 TO_0000653,
BINARY SubClassOf TO_0006068 TO_0000931
BINARY is TO_0006069 Class
BINARY SubClassOf TO_0006069 TO_0000931,
BINARY SubClassOf TO_0006069 TO_0000933
BINARY is TO_0010001 Class
BINARY SubClassOf TO_0010001 TO_0000250
BINARY is TO_0012004 Class
BINARY SubClassOf TO_0012004 TO_0012006
BINARY is TO_0012005 Class
BINARY SubClassOf TO_0012005 TO_0012006
BINARY is TO_0012006 Class
BINARY SubClassOf TO_0012006 TO_0000283
BINARY is TO_0012007 Class
BINARY SubClassOf TO_0012007 TO_0012004
BINARY is TO_0012008 Class
BINARY SubClassOf TO_0012008 TO_0012004
BINARY is TO_0012009 Class
BINARY SubClassOf TO_0012009 TO_0012006
BINARY is TO_0012011 Class
BINARY SubClassOf TO_0012011 TO_0000283,
BINARY SubClassOf TO_0012011 TO_0000655
BINARY is TO_0012012 Class
BINARY SubClassOf TO_0012012 TO_0000283,
BINARY SubClassOf TO_0012012 TO_0000655
BINARY is TO_0020003 Class
BINARY SubClassOf TO_0020003 TO_0000609
BINARY is TO_0020004 Class
BINARY SubClassOf TO_0020004 TO_0000608
BINARY is TO_0020070 Class
BINARY SubClassOf TO_0020070 TO_0000599
BINARY is TO_0020071 Class
BINARY SubClassOf TO_0020071 TO_0001070
BINARY is TO_0020072 Class
BINARY SubClassOf TO_0020072 TO_0001070,
BINARY SubClassOf TO_0020072 TO_0020070
BINARY is TO_0020073 Class
BINARY SubClassOf TO_0020073 TO_0000598,
BINARY SubClassOf TO_0020073 TO_0001070
BINARY is TO_0020074 Class
BINARY SubClassOf TO_0020074 TO_0001070
BINARY is TO_0020075 Class
BINARY SubClassOf TO_0020075 TO_0001070
BINARY is TO_0020076 Class
BINARY SubClassOf TO_0020076 TO_0000281
BINARY is TO_0020077 Class
BINARY SubClassOf TO_0020077 TO_0000327
BINARY is TO_0020080 Class
BINARY SubClassOf TO_0020080 TO_0000597
BINARY is TO_0020081 Class
BINARY SubClassOf TO_0020081 TO_0000327
BINARY is TO_0020082 Class
BINARY SubClassOf TO_0020082 TO_0000327
BINARY is TO_0020085 Class
BINARY SubClassOf TO_0020085 TO_0000654
BINARY is TO_0020088 Class
BINARY SubClassOf TO_0020088 TO_0000281
BINARY is TO_0020089 Class
BINARY SubClassOf TO_0020089 TO_0000465
BINARY is TO_0020090 Class
BINARY SubClassOf TO_0020090 TO_0000465
BINARY is TO_0020091 Class
BINARY SubClassOf TO_0020091 TO_0000465
BINARY is TO_0020092 Class
BINARY SubClassOf TO_0020092 TO_0000465
BINARY is TO_0020093 Class
BINARY SubClassOf TO_0020093 TO_0000465
BINARY is TO_0020094 Class
BINARY SubClassOf TO_0020094 TO_0020093
BINARY is TO_0020095 Class
BINARY SubClassOf TO_0020095 TO_0000283
BINARY is TO_0020096 Class
BINARY SubClassOf TO_0020096 TO_0000283
BINARY is TO_0020097 Class
BINARY SubClassOf TO_0020097 TO_0020095
BINARY is TO_0020099 Class
BINARY SubClassOf TO_0020099 TO_0020096
BINARY is TO_0020100 Class
BINARY SubClassOf TO_0020100 TO_0020096
BINARY is TO_0020101 Class
BINARY SubClassOf TO_0020101 TO_0020096
BINARY is TO_0020102 Class
BINARY SubClassOf TO_0020102 TO_0000465
BINARY is TO_0020109 Class
BINARY SubClassOf TO_0020109 TO_0006015
BINARY is TO_0020110 Class
BINARY SubClassOf TO_0020110 TO_0000283,
BINARY SubClassOf TO_0020110 TO_0000928
BINARY is TO_0020111 Class
BINARY SubClassOf TO_0020111 TO_0020110
BINARY is TO_0020114 Class
BINARY SubClassOf TO_0020114 TO_0001024
BINARY is TO_0020115 Class
BINARY SubClassOf TO_0020115 TO_0012006
BINARY is TO_0020116 Class
BINARY SubClassOf TO_0020116 TO_0012006
BINARY is TO_0020117 Class
BINARY SubClassOf TO_0020117 TO_0012006
BINARY is TO_0020121 Class
BINARY SubClassOf TO_0020121 TO_0000054
BINARY is TO_0020123 Class
BINARY SubClassOf TO_0020123 TO_0000371
BINARY is TO_1000012 Class
BINARY SubClassOf TO_1000012 TO_0000398
BINARY is TO_1000016 Class
BINARY SubClassOf TO_1000016 TO_1000021
BINARY is TO_1000017 Class
BINARY SubClassOf TO_1000017 TO_0000843
BINARY is TO_1000018 Class
BINARY SubClassOf TO_1000018 TO_0000843
BINARY is TO_1000021 Class
BINARY SubClassOf TO_1000021 TO_0000839
BINARY is TO_1000025 Class
BINARY SubClassOf TO_1000025 TO_0000995
BINARY is TO_1000026 Class
BINARY SubClassOf TO_1000026 TO_0006054
BINARY is TO_1000027 Class
BINARY SubClassOf TO_1000027 TO_0006043
BINARY is TO_1000028 Class
BINARY SubClassOf TO_1000028 TO_0001043
BINARY is TO_1000029 Class
BINARY SubClassOf TO_1000029 TO_0006047
BINARY is TO_1000030 Class
BINARY SubClassOf TO_1000030 TO_0006059
BINARY is TO_1000031 Class
BINARY SubClassOf TO_1000031 TO_0001044
BINARY is TO_1000032 Class
BINARY SubClassOf TO_1000032 TO_0001045
BINARY is TO_1000033 Class
BINARY SubClassOf TO_1000033 TO_0020092
BINARY is TO_1000034 Class
BINARY SubClassOf TO_1000034 TO_0020089
BINARY is TO_1000035 Class
BINARY SubClassOf TO_1000035 TO_0001046
BINARY is TO_1000036 Class
BINARY SubClassOf TO_1000036 TO_0000609
BINARY is TO_1000037 Class
BINARY SubClassOf TO_1000037 TO_0006042
BINARY is TO_1000038 Class
BINARY SubClassOf TO_1000038 TO_0006044
BINARY is TO_1000039 Class
BINARY SubClassOf TO_1000039 TO_0020091
BINARY is TO_1000040 Class
BINARY SubClassOf TO_1000040 TO_0006056
BINARY is TO_1000041 Class
BINARY SubClassOf TO_1000041 TO_0000608
BINARY is TO_1000042 Class
BINARY SubClassOf TO_1000042 TO_0006051
BINARY is TO_1000043 Class
BINARY SubClassOf TO_1000043 TO_0001024
BINARY is TO_1000044 Class
BINARY SubClassOf TO_1000044 TO_0001047
BINARY is TO_1000045 Class
BINARY SubClassOf TO_1000045 TO_0001049
BINARY is TO_1000046 Class
BINARY SubClassOf TO_1000046 TO_0006046
BINARY is TO_1000047 Class
BINARY SubClassOf TO_1000047 TO_0006055
BINARY is TO_1000048 Class
BINARY SubClassOf TO_1000048 TO_0001048
BINARY is TO_1000049 Class
BINARY SubClassOf TO_1000049 TO_0001050
BINARY is TO_1000050 Class
BINARY SubClassOf TO_1000050 TO_0020090
BINARY is TO_1000051 Class
BINARY SubClassOf TO_1000051 TO_0000995
BINARY is TO_1000052 Class
BINARY SubClassOf TO_1000052 TO_0006054
BINARY is TO_1000053 Class
BINARY SubClassOf TO_1000053 TO_0006043
BINARY is TO_1000054 Class
BINARY SubClassOf TO_1000054 TO_0001043
BINARY is TO_1000055 Class
BINARY SubClassOf TO_1000055 TO_0006047
BINARY is TO_1000056 Class
BINARY SubClassOf TO_1000056 TO_0006059
BINARY is TO_1000057 Class
BINARY SubClassOf TO_1000057 TO_0001044
BINARY is TO_1000058 Class
BINARY SubClassOf TO_1000058 TO_0001045
BINARY is TO_1000059 Class
BINARY SubClassOf TO_1000059 TO_0020092
BINARY is TO_1000060 Class
BINARY SubClassOf TO_1000060 TO_0020089
BINARY is TO_1000061 Class
BINARY SubClassOf TO_1000061 TO_0001046
BINARY is TO_1000062 Class
BINARY SubClassOf TO_1000062 TO_0006042
BINARY is TO_1000063 Class
BINARY SubClassOf TO_1000063 TO_0006044
BINARY is TO_1000064 Class
BINARY SubClassOf TO_1000064 TO_0020091
BINARY is TO_1000065 Class
BINARY SubClassOf TO_1000065 TO_0006056
BINARY is TO_1000066 Class
BINARY SubClassOf TO_1000066 TO_0006051
BINARY is TO_1000067 Class
BINARY SubClassOf TO_1000067 TO_0001047
BINARY is TO_1000068 Class
BINARY SubClassOf TO_1000068 TO_0001049
BINARY is TO_1000069 Class
BINARY SubClassOf TO_1000069 TO_0006046
BINARY is TO_1000070 Class
BINARY SubClassOf TO_1000070 TO_0006055
BINARY is TO_1000071 Class
BINARY SubClassOf TO_1000071 TO_0001048
BINARY is TO_1000072 Class
BINARY SubClassOf TO_1000072 TO_0001050
BINARY is TO_1000073 Class
BINARY SubClassOf TO_1000073 TO_0020090
BINARY is TO_1000074 Class
BINARY SubClassOf TO_1000074 TO_0000604
BINARY is TO_1000075 Class
BINARY SubClassOf TO_1000075 TO_0000604
BINARY is www.w3.org/2002/07/# Class
