BINARY is encodes ObjectProperty
BINARY SubClassOf DRB1_0423 DRB1_04,
BINARY SubClassOf DRB1_0423 encodes_some_DRB1_0423_Chain,
BINARY SubClassOf DRB1_0423 encodes_some
BINARY SubClassOf DRB1_0423 (DRB1_0423_Chain_and_DRB1_0708_Chain),
BINARY SubClassOf DRB1_0423 encodes_only_DRB1_0708_Chain
BINARY is DRB1_0423_Chain Class
BINARY DisjointWith DRB1_0423_Chain DRB1_0708_Chain
BINARY is DRB1_0424 Class
BINARY SubClassOf DRB1_0424 DR4,
BINARY SubClassOf DRB1_0424 DRB1_04,
BINARY SubClassOf DRB1_0424 encodes_some_DRB1_0424_Chain
BINARY is DRB1_0424_Chain Class
BINARY is DRB1_0425 Class
BINARY SubClassOf DRB1_0425 DR4,
BINARY SubClassOf DRB1_0425 DRB1_04,
BINARY SubClassOf DRB1_0425 encodes_some_DRB1_0425_Chain
BINARY is DRB1_0425_Chain Class
BINARY is DRB1_0426 Class
BINARY SubClassOf DRB1_0426 DR4,
BINARY SubClassOf DRB1_0426 DRB1_04,
BINARY SubClassOf DRB1_0426 encodes_some_DRB1_0426_Chain
BINARY is DRB1_0426_Chain Class
BINARY is DRB1_0427 Class
BINARY SubClassOf DRB1_0427 DR4,
BINARY SubClassOf DRB1_0427 DRB1_04,
BINARY SubClassOf DRB1_0427 encodes_some_DRB1_0427_Chain
BINARY is DRB1_0427_Chain Class
BINARY is DRB1_0428 Class
BINARY SubClassOf DRB1_0428 DR4,
BINARY SubClassOf DRB1_0428 DRB1_04,
BINARY SubClassOf DRB1_0428 encodes_some_DRB1_0428_Chain
BINARY is DRB1_0428_Chain Class
BINARY is DRB1_0429 Class
BINARY SubClassOf DRB1_0429 DR4,
BINARY SubClassOf DRB1_0429 DRB1_04,
BINARY SubClassOf DRB1_0429 encodes_some_DRB1_0429_Chain
BINARY is DRB1_0429_Chain Class
BINARY is DRB1_0430 Class
BINARY SubClassOf DRB1_0430 DR4,
BINARY SubClassOf DRB1_0430 DRB1_04,
BINARY SubClassOf DRB1_0430 encodes_some_DRB1_0430_Chain
BINARY is DRB1_0430_Chain Class
BINARY is DRB1_0431 Class
BINARY SubClassOf DRB1_0431 DR4,
BINARY SubClassOf DRB1_0431 DRB1_04,
BINARY SubClassOf DRB1_0431 encodes_some_DRB1_0431_Chain
BINARY is DRB1_0431_Chain Class
BINARY is DRB1_0432 Class
BINARY SubClassOf DRB1_0432 DR4,
BINARY SubClassOf DRB1_0432 DRB1_04,
BINARY SubClassOf DRB1_0432 encodes_some_DRB1_0432_Chain
BINARY is DRB1_0432_Chain Class
BINARY is DRB1_0433 Class
BINARY SubClassOf DRB1_0433 DR4,
BINARY SubClassOf DRB1_0433 DRB1_04,
BINARY SubClassOf DRB1_0433 encodes_some_DRB1_0433_Chain
BINARY is DRB1_0433_Chain Class
BINARY is DRB1_0434 Class
BINARY SubClassOf DRB1_0434 DR4,
BINARY SubClassOf DRB1_0434 DRB1_04,
BINARY SubClassOf DRB1_0434 encodes_some_DRB1_0434_Chain
BINARY is DRB1_0434_Chain Class
BINARY is DRB1_0435 Class
BINARY SubClassOf DRB1_0435 DR4,
BINARY SubClassOf DRB1_0435 DRB1_04,
BINARY SubClassOf DRB1_0435 encodes_some_DRB1_0435_Chain
BINARY is DRB1_0435_Chain Class
BINARY is DRB1_0436 Class
BINARY SubClassOf DRB1_0436 DR4,
BINARY SubClassOf DRB1_0436 DRB1_04,
BINARY SubClassOf DRB1_0436 encodes_some_DRB1_0436_Chain
BINARY is DRB1_0436_Chain Class
BINARY is DRB1_0437 Class
BINARY SubClassOf DRB1_0437 DR4,
BINARY SubClassOf DRB1_0437 DRB1_04,
BINARY SubClassOf DRB1_0437 encodes_some_DRB1_0437_Chain
BINARY is DRB1_0437_Chain Class
BINARY is DRB1_0438 Class
BINARY SubClassOf DRB1_0438 DR4,
BINARY SubClassOf DRB1_0438 DRB1_04,
BINARY SubClassOf DRB1_0438 encodes_some_DRB1_0438_Chain
BINARY is DRB1_0438_Chain Class
BINARY is DRB1_0439 Class
BINARY SubClassOf DRB1_0439 DR4,
BINARY SubClassOf DRB1_0439 DRB1_04,
BINARY SubClassOf DRB1_0439 encodes_some_DRB1_0439_Chain
BINARY is DRB1_0439_Chain Class
BINARY is DRB1_0440 Class
BINARY SubClassOf DRB1_0440 DR4,
BINARY SubClassOf DRB1_0440 DRB1_04,
BINARY SubClassOf DRB1_0440 encodes_some_DRB1_0440_Chain
BINARY is DRB1_0440_Chain Class
BINARY is DRB1_0441 Class
BINARY SubClassOf DRB1_0441 DR4,
BINARY SubClassOf DRB1_0441 DRB1_04,
BINARY SubClassOf DRB1_0441 encodes_some_DRB1_0441_Chain
BINARY is DRB1_0441_Chain Class
BINARY is DRB1_0442 Class
BINARY SubClassOf DRB1_0442 DR4,
BINARY SubClassOf DRB1_0442 DRB1_04,
BINARY SubClassOf DRB1_0442 encodes_some_DRB1_0442_Chain
BINARY is DRB1_0442_Chain Class
BINARY is DRB1_0443 Class
BINARY SubClassOf DRB1_0443 DR4,
BINARY SubClassOf DRB1_0443 DRB1_04,
BINARY SubClassOf DRB1_0443 encodes_some_DRB1_0443_Chain
BINARY is DRB1_0443_Chain Class
BINARY is DRB1_0444 Class
BINARY SubClassOf DRB1_0444 DR4,
BINARY SubClassOf DRB1_0444 DRB1_04,
BINARY SubClassOf DRB1_0444 encodes_some_DRB1_0444_Chain
BINARY is DRB1_0444_Chain Class
BINARY is DRB1_0445 Class
BINARY SubClassOf DRB1_0445 DR4,
BINARY SubClassOf DRB1_0445 DRB1_04,
BINARY SubClassOf DRB1_0445 encodes_some_DRB1_0445_Chain
BINARY is DRB1_0445_Chain Class
BINARY is DRB1_0446 Class
BINARY SubClassOf DRB1_0446 DR4,
BINARY SubClassOf DRB1_0446 DRB1_04,
BINARY SubClassOf DRB1_0446 encodes_some_DRB1_0446_Chain
BINARY is DRB1_0446_Chain Class
BINARY is DRB1_0447 Class
BINARY SubClassOf DRB1_0447 DR4,
BINARY SubClassOf DRB1_0447 DRB1_04,
BINARY SubClassOf DRB1_0447 encodes_some_DRB1_0447_Chain
BINARY is DRB1_0447_Chain Class
BINARY is DRB1_0448 Class
BINARY SubClassOf DRB1_0448 DR4,
BINARY SubClassOf DRB1_0448 DRB1_04,
BINARY SubClassOf DRB1_0448 encodes_some_DRB1_0448_Chain
BINARY is DRB1_0448_Chain Class
BINARY is DRB1_0449 Class
BINARY SubClassOf DRB1_0449 DRB1_04,
BINARY SubClassOf DRB1_0449 encodes_some_DRB1_0449_Chain
BINARY is DRB1_0449_Chain Class
BINARY is DRB1_0450 Class
BINARY SubClassOf DRB1_0450 DRB1_04,
BINARY SubClassOf DRB1_0450 encodes_some_DRB1_0450_Chain
BINARY is DRB1_0450_Chain Class
BINARY is DRB1_0451 Class
BINARY SubClassOf DRB1_0451 DRB1_04,
BINARY SubClassOf DRB1_0451 encodes_some_DRB1_0451_Chain
BINARY is DRB1_0451_Chain Class
BINARY is DRB1_0452 Class
BINARY SubClassOf DRB1_0452 DRB1_04,
BINARY SubClassOf DRB1_0452 encodes_some_DRB1_0452_Chain
BINARY is DRB1_0452_Chain Class
BINARY is DRB1_0453 Class
BINARY SubClassOf DRB1_0453 DRB1_04,
BINARY SubClassOf DRB1_0453 encodes_some_DRB1_0453_Chain
BINARY is DRB1_0453_Chain Class
BINARY is DRB1_0454 Class
BINARY SubClassOf DRB1_0454 DRB1_04,
BINARY SubClassOf DRB1_0454 encodes_some_DRB1_0454_Chain
BINARY is DRB1_0454_Chain Class
BINARY is DRB1_0455 Class
BINARY SubClassOf DRB1_0455 DRB1_04,
BINARY SubClassOf DRB1_0455 encodes_some_DRB1_0455_Chain
BINARY is DRB1_0455_Chain Class
BINARY is DRB1_0456 Class
BINARY SubClassOf DRB1_0456 DRB1_04,
BINARY SubClassOf DRB1_0456 encodes_some_DRB1_0456_Chain
BINARY is DRB1_0456_Chain Class
BINARY is DRB1_0457 Class
BINARY SubClassOf DRB1_0457 DRB1_04,
BINARY SubClassOf DRB1_0457 encodes_some_DRB1_0457_Chain
BINARY is DRB1_0457_Chain Class
BINARY is DRB1_0458 Class
BINARY SubClassOf DRB1_0458 DRB1_04,
BINARY SubClassOf DRB1_0458 encodes_some_DRB1_0458_Chain
BINARY is DRB1_0458_Chain Class
BINARY is DRB1_0459 Class
BINARY SubClassOf DRB1_0459 DRB1_04,
BINARY SubClassOf DRB1_0459 encodes_some_DRB1_0459_Chain
BINARY is DRB1_0459_Chain Class
BINARY is DRB1_0460 Class
BINARY SubClassOf DRB1_0460 DRB1_04,
BINARY SubClassOf DRB1_0460 encodes_some_DRB1_0460_Chain
BINARY is DRB1_0460_Chain Class
BINARY is DRB1_0461 Class
BINARY SubClassOf DRB1_0461 DRB1_04,
BINARY SubClassOf DRB1_0461 encodes_some_DRB1_0461_Chain
BINARY is DRB1_0461_Chain Class
BINARY is DRB1_0462 Class
BINARY SubClassOf DRB1_0462 DRB1_04,
BINARY SubClassOf DRB1_0462 encodes_some_DRB1_0462_Chain
BINARY is DRB1_0462_Chain Class
BINARY is DRB1_0463 Class
BINARY SubClassOf DRB1_0463 DRB1_04,
BINARY SubClassOf DRB1_0463 encodes_some_DRB1_0463_Chain
BINARY is DRB1_0463_Chain Class
BINARY is DRB1_0464 Class
BINARY SubClassOf DRB1_0464 DRB1_04,
BINARY SubClassOf DRB1_0464 encodes_some_DRB1_0464_Chain
BINARY is DRB1_0464_Chain Class
BINARY is DRB1_0465 Class
BINARY SubClassOf DRB1_0465 DRB1_04,
BINARY SubClassOf DRB1_0465 encodes_some_DRB1_0465_Chain
BINARY is DRB1_0465_Chain Class
BINARY is DRB1_0466 Class
BINARY SubClassOf DRB1_0466 DRB1_04,
BINARY SubClassOf DRB1_0466 encodes_some_DRB1_0466_Chain
BINARY is DRB1_0466_Chain Class
BINARY is DRB1_0467 Class
BINARY SubClassOf DRB1_0467 DRB1_04,
BINARY SubClassOf DRB1_0467 encodes_some_DRB1_0467_Chain
BINARY is DRB1_0467_Chain Class
BINARY is DRB1_0468 Class
BINARY SubClassOf DRB1_0468 DRB1_04,
BINARY SubClassOf DRB1_0468 encodes_some_DRB1_0468_Chain
BINARY is DRB1_0468_Chain Class
BINARY is DRB1_0469 Class
BINARY SubClassOf DRB1_0469 DRB1_04,
BINARY SubClassOf DRB1_0469 encodes_some_DRB1_0469_Chain
BINARY is DRB1_0469_Chain Class
BINARY is DRB1_0470 Class
BINARY SubClassOf DRB1_0470 DRB1_04,
BINARY SubClassOf DRB1_0470 encodes_some_DRB1_0470_Chain
BINARY is DRB1_0470_Chain Class
BINARY is DRB1_0471 Class
BINARY SubClassOf DRB1_0471 DRB1_04,
BINARY SubClassOf DRB1_0471 encodes_some_DRB1_0471_Chain
BINARY is DRB1_0471_Chain Class
BINARY is DRB1_0472 Class
BINARY SubClassOf DRB1_0472 DRB1_04,
BINARY SubClassOf DRB1_0472 encodes_some_DRB1_0472_Chain
BINARY is DRB1_0472_Chain Class
BINARY is DRB1_0473 Class
BINARY SubClassOf DRB1_0473 DRB1_04,
BINARY SubClassOf DRB1_0473 encodes_some_DRB1_0473_Chain
BINARY is DRB1_0473_Chain Class
BINARY is DRB1_0474 Class
BINARY SubClassOf DRB1_0474 DRB1_04,
BINARY SubClassOf DRB1_0474 encodes_some_DRB1_0474_Chain
BINARY is DRB1_0474_Chain Class
BINARY is DRB1_0475 Class
BINARY SubClassOf DRB1_0475 DRB1_04,
BINARY SubClassOf DRB1_0475 encodes_some_DRB1_0475_Chain
BINARY is DRB1_0475_Chain Class
BINARY is DRB1_0476 Class
BINARY SubClassOf DRB1_0476 DRB1_04,
BINARY SubClassOf DRB1_0476 encodes_some_DRB1_0476_Chain
BINARY is DRB1_0476_Chain Class
BINARY is DRB1_0477 Class
BINARY SubClassOf DRB1_0477 DRB1_04,
BINARY SubClassOf DRB1_0477 encodes_some_DRB1_0477_Chain
BINARY is DRB1_0477_Chain Class
BINARY is DRB1_0478 Class
BINARY SubClassOf DRB1_0478 DRB1_04,
BINARY SubClassOf DRB1_0478 encodes_some_DRB1_0478_Chain
BINARY is DRB1_0478_Chain Class
BINARY is DRB1_04_Chain Class
BINARY is DRB1_07 Class
BINARY SubClassOf DRB1_07 HLA-DRB1,
BINARY SubClassOf DRB1_07 encodes_some_DRB1_07_Chain
BINARY is DRB1_0701 Class
BINARY SubClassOf DRB1_0701 DR7,
BINARY SubClassOf DRB1_0701 DRB1_07,
BINARY SubClassOf DRB1_0701 encodes_some_DRB1_0701_Chain
BINARY is DRB1_070101 Class
BINARY SubClassOf DRB1_070101 DRB1_0701
BINARY is DRB1_07010101 Class
BINARY SubClassOf DRB1_07010101 DRB1_070101
BINARY is DRB1_07010102 Class
BINARY SubClassOf DRB1_07010102 DRB1_070101
BINARY is DRB1_070102 Class
BINARY SubClassOf DRB1_070102 DRB1_0701
BINARY is DRB1_070103 Class
BINARY SubClassOf DRB1_070103 DRB1_0701
BINARY is DRB1_0701_Chain Class
BINARY is DRB1_0703 Class
BINARY SubClassOf DRB1_0703 DR7,
BINARY SubClassOf DRB1_0703 DRB1_07,
BINARY SubClassOf DRB1_0703 encodes_some_DRB1_0703_Chain
BINARY is DRB1_0703_Chain Class
BINARY is DRB1_0704 Class
BINARY SubClassOf DRB1_0704 DR7,
BINARY SubClassOf DRB1_0704 DRB1_07,
BINARY SubClassOf DRB1_0704 encodes_some_DRB1_0704_Chain
BINARY is DRB1_0704_Chain Class
BINARY is DRB1_0705 Class
BINARY SubClassOf DRB1_0705 DR7,
BINARY SubClassOf DRB1_0705 DRB1_07,
BINARY SubClassOf DRB1_0705 encodes_some_DRB1_0705_Chain
BINARY is DRB1_0705_Chain Class
BINARY is DRB1_0706 Class
BINARY SubClassOf DRB1_0706 DR7,
BINARY SubClassOf DRB1_0706 DRB1_07,
BINARY SubClassOf DRB1_0706 encodes_some_DRB1_0706_Chain
BINARY is DRB1_0706_Chain Class
BINARY is DRB1_0707 Class
BINARY SubClassOf DRB1_0707 DR7,
BINARY SubClassOf DRB1_0707 DRB1_07,
BINARY SubClassOf DRB1_0707 encodes_some_DRB1_0707_Chain
BINARY is DRB1_0707_Chain Class
BINARY is DRB1_0708 Class
BINARY SubClassOf DRB1_0708 DR7,
BINARY SubClassOf DRB1_0708 DRB1_07,
BINARY SubClassOf DRB1_0708 encodes_some_DRB1_0708_Chain
BINARY is DRB1_0708_Chain Class
BINARY DisjointWith DRB1_0708_Chain DRB1_0423_Chain
BINARY is DRB1_0709 Class
BINARY SubClassOf DRB1_0709 DRB1_07,
BINARY SubClassOf DRB1_0709 encodes_some_DRB1_0709_Chain
BINARY is DRB1_0709_Chain Class
BINARY is DRB1_0710N Class
BINARY SubClassOf DRB1_0710N DRB1_07,
BINARY SubClassOf DRB1_0710N HLA_Null_Allele
BINARY is DRB1_0711 Class
BINARY SubClassOf DRB1_0711 DRB1_07,
BINARY SubClassOf DRB1_0711 encodes_some_DRB1_0711_Chain
BINARY is DRB1_0711_Chain Class
BINARY is DRB1_0712 Class
BINARY SubClassOf DRB1_0712 DRB1_07,
BINARY SubClassOf DRB1_0712 encodes_some_DRB1_0712_Chain
BINARY is DRB1_0712_Chain Class
BINARY is DRB1_0713 Class
BINARY SubClassOf DRB1_0713 DRB1_07,
BINARY SubClassOf DRB1_0713 encodes_some_DRB1_0713_Chain
BINARY is DRB1_0713_Chain Class
BINARY is DRB1_0714 Class
BINARY SubClassOf DRB1_0714 DRB1_07,
BINARY SubClassOf DRB1_0714 encodes_some_DRB1_0714_Chain
BINARY is DRB1_0714_Chain Class
BINARY is DRB1_0715 Class
BINARY SubClassOf DRB1_0715 DRB1_07,
BINARY SubClassOf DRB1_0715 encodes_some_DRB1_0715_Chain
BINARY is DRB1_0715_Chain Class
BINARY is DRB1_0716 Class
BINARY SubClassOf DRB1_0716 DRB1_07,
BINARY SubClassOf DRB1_0716 encodes_some_DRB1_0716_Chain
BINARY is DRB1_0716_Chain Class
BINARY is DRB1_0717 Class
BINARY SubClassOf DRB1_0717 DRB1_07,
BINARY SubClassOf DRB1_0717 encodes_some_DRB1_0717_Chain
BINARY is DRB1_0717_Chain Class
BINARY is DRB1_07_Chain Class
BINARY is DRB1_08 Class
BINARY SubClassOf DRB1_08 HLA-DRB1,
BINARY SubClassOf DRB1_08 encodes_some_DRB1_08_Chain
BINARY is DRB1_0801 Class
BINARY SubClassOf DRB1_0801 DR8,
BINARY SubClassOf DRB1_0801 DRB1_08,
BINARY SubClassOf DRB1_0801 encodes_some_DRB1_0801_Chain
BINARY is DRB1_080101 Class
BINARY SubClassOf DRB1_080101 DRB1_0801
BINARY is DRB1_080102 Class
BINARY SubClassOf DRB1_080102 DRB1_0801
BINARY is DRB1_080103 Class
BINARY SubClassOf DRB1_080103 DRB1_0801
BINARY is DRB1_080104 Class
BINARY SubClassOf DRB1_080104 DRB1_0801
BINARY is DRB1_0801_Chain Class
BINARY is DRB1_0802 Class
BINARY SubClassOf DRB1_0802 DR8,
BINARY SubClassOf DRB1_0802 DRB1_08,
BINARY SubClassOf DRB1_0802 encodes_some_DRB1_0802_Chain
BINARY is DRB1_080201 Class
BINARY SubClassOf DRB1_080201 DRB1_0802
BINARY is DRB1_080202 Class
BINARY SubClassOf DRB1_080202 DRB1_0802
BINARY is DRB1_080203 Class
BINARY SubClassOf DRB1_080203 DRB1_0802
BINARY is DRB1_0802_Chain Class
BINARY is DRB1_0803 Class
BINARY SubClassOf DRB1_0803 DR8,
BINARY SubClassOf DRB1_0803 DRB1_08,
BINARY SubClassOf DRB1_0803 encodes_some_DRB1_0803_Chain
BINARY is DRB1_080302 Class
BINARY SubClassOf DRB1_080302 DRB1_0803
BINARY is DRB1_0803_Chain Class
BINARY is DRB1_0804 Class
BINARY SubClassOf DRB1_0804 DR8,
BINARY SubClassOf DRB1_0804 DRB1_08,
BINARY SubClassOf DRB1_0804 encodes_some_DRB1_0804_Chain
BINARY is DRB1_080401 Class
BINARY SubClassOf DRB1_080401 DRB1_0804
BINARY is DRB1_080402 Class
BINARY SubClassOf DRB1_080402 DRB1_0804
BINARY is DRB1_080403 Class
BINARY SubClassOf DRB1_080403 DRB1_0804
BINARY is DRB1_080404 Class
BINARY SubClassOf DRB1_080404 DRB1_0804
BINARY is DRB1_0804_Chain Class
BINARY is DRB1_0805 Class
BINARY SubClassOf DRB1_0805 DR8,
BINARY SubClassOf DRB1_0805 DRB1_08,
BINARY SubClassOf DRB1_0805 encodes_some_DRB1_0805_Chain
BINARY is DRB1_0805_Chain Class
BINARY is DRB1_0806 Class
BINARY SubClassOf DRB1_0806 DR8,
BINARY SubClassOf DRB1_0806 DRB1_08,
BINARY SubClassOf DRB1_0806 encodes_some_DRB1_0806_Chain
BINARY is DRB1_0806_Chain Class
BINARY is DRB1_0807 Class
BINARY SubClassOf DRB1_0807 DR8,
BINARY SubClassOf DRB1_0807 DRB1_08,
BINARY SubClassOf DRB1_0807 encodes_some_DRB1_0807_Chain
BINARY is DRB1_0807_Chain Class
BINARY is DRB1_0808 Class
BINARY SubClassOf DRB1_0808 DR8,
BINARY SubClassOf DRB1_0808 DRB1_08,
BINARY SubClassOf DRB1_0808 encodes_some_DRB1_0808_Chain
BINARY is DRB1_0808_Chain Class
BINARY is DRB1_0809 Class
BINARY SubClassOf DRB1_0809 DR8,
BINARY SubClassOf DRB1_0809 DRB1_08,
BINARY SubClassOf DRB1_0809 encodes_some_DRB1_0809_Chain
BINARY is DRB1_0809_Chain Class
BINARY is DRB1_0810 Class
BINARY SubClassOf DRB1_0810 DR8,
BINARY SubClassOf DRB1_0810 DRB1_08,
BINARY SubClassOf DRB1_0810 encodes_some_DRB1_0810_Chain
BINARY is DRB1_0810_Chain Class
BINARY is DRB1_0811 Class
BINARY SubClassOf DRB1_0811 DR8,
BINARY SubClassOf DRB1_0811 DRB1_08,
BINARY SubClassOf DRB1_0811 encodes_some_DRB1_0811_Chain
BINARY is DRB1_0811_Chain Class
BINARY is DRB1_0812 Class
BINARY SubClassOf DRB1_0812 DR8,
BINARY SubClassOf DRB1_0812 DRB1_08,
BINARY SubClassOf DRB1_0812 encodes_some_DRB1_0812_Chain
BINARY is DRB1_0812_Chain Class
BINARY is DRB1_0813 Class
BINARY SubClassOf DRB1_0813 DR8,
BINARY SubClassOf DRB1_0813 DRB1_08,
BINARY SubClassOf DRB1_0813 encodes_some_DRB1_0813_Chain
BINARY is DRB1_0813_Chain Class
BINARY is DRB1_0814 Class
BINARY SubClassOf DRB1_0814 DR8,
BINARY SubClassOf DRB1_0814 DRB1_08,
BINARY SubClassOf DRB1_0814 encodes_some_DRB1_0814_Chain
BINARY is DRB1_0814_Chain Class
BINARY is DRB1_0815 Class
BINARY SubClassOf DRB1_0815 DR8,
BINARY SubClassOf DRB1_0815 DRB1_08,
BINARY SubClassOf DRB1_0815 encodes_some_DRB1_0815_Chain
BINARY is DRB1_0815_Chain Class
BINARY is DRB1_0816 Class
BINARY SubClassOf DRB1_0816 DR8,
BINARY SubClassOf DRB1_0816 DRB1_08,
BINARY SubClassOf DRB1_0816 encodes_some_DRB1_0816_Chain
BINARY is DRB1_0816_Chain Class
BINARY is DRB1_0817 Class
BINARY SubClassOf DRB1_0817 DR8,
BINARY SubClassOf DRB1_0817 DRB1_08,
BINARY SubClassOf DRB1_0817 encodes_some_DRB1_0817_Chain
BINARY is DRB1_0817_Chain Class
BINARY is DRB1_0818 Class
BINARY SubClassOf DRB1_0818 DR8,
BINARY SubClassOf DRB1_0818 DRB1_08,
BINARY SubClassOf DRB1_0818 encodes_some_DRB1_0818_Chain
BINARY is DRB1_0818_Chain Class
BINARY is DRB1_0819 Class
BINARY SubClassOf DRB1_0819 DR8,
BINARY SubClassOf DRB1_0819 DRB1_08,
BINARY SubClassOf DRB1_0819 encodes_some_DRB1_0819_Chain
BINARY is DRB1_0819_Chain Class
BINARY is DRB1_0820 Class
BINARY SubClassOf DRB1_0820 DR8,
BINARY SubClassOf DRB1_0820 DRB1_08,
BINARY SubClassOf DRB1_0820 encodes_some_DRB1_0820_Chain
BINARY is DRB1_0820_Chain Class
BINARY is DRB1_0821 Class
BINARY SubClassOf DRB1_0821 DR8,
BINARY SubClassOf DRB1_0821 DRB1_08,
BINARY SubClassOf DRB1_0821 encodes_some_DRB1_0821_Chain
BINARY is DRB1_0821_Chain Class
BINARY is DRB1_0822 Class
BINARY SubClassOf DRB1_0822 DR8,
BINARY SubClassOf DRB1_0822 DRB1_08,
BINARY SubClassOf DRB1_0822 encodes_some_DRB1_0822_Chain
BINARY is DRB1_0822_Chain Class
BINARY is DRB1_0823 Class
BINARY SubClassOf DRB1_0823 DR8,
BINARY SubClassOf DRB1_0823 DRB1_08,
BINARY SubClassOf DRB1_0823 encodes_some_DRB1_0823_Chain
BINARY is DRB1_0823_Chain Class
BINARY is DRB1_0824 Class
BINARY SubClassOf DRB1_0824 DR8,
BINARY SubClassOf DRB1_0824 DRB1_08,
BINARY SubClassOf DRB1_0824 encodes_some_DRB1_0824_Chain
BINARY is DRB1_0824_Chain Class
BINARY is DRB1_0825 Class
BINARY SubClassOf DRB1_0825 DR8,
BINARY SubClassOf DRB1_0825 DRB1_08,
BINARY SubClassOf DRB1_0825 encodes_some_DRB1_0825_Chain
BINARY is DRB1_0825_Chain Class
BINARY is DRB1_0826 Class
BINARY SubClassOf DRB1_0826 DRB1_08,
BINARY SubClassOf DRB1_0826 encodes_some_DRB1_0826_Chain
BINARY is DRB1_0826_Chain Class
BINARY is DRB1_0827 Class
BINARY SubClassOf DRB1_0827 DRB1_08,
BINARY SubClassOf DRB1_0827 encodes_some_DRB1_0827_Chain
BINARY is DRB1_0827_Chain Class
BINARY is DRB1_0828 Class
BINARY SubClassOf DRB1_0828 DRB1_08,
BINARY SubClassOf DRB1_0828 encodes_some_DRB1_0828_Chain
BINARY is DRB1_0828_Chain Class
BINARY is DRB1_0829 Class
BINARY SubClassOf DRB1_0829 DRB1_08,
BINARY SubClassOf DRB1_0829 encodes_some_DRB1_0829_Chain
BINARY is DRB1_0829_Chain Class
BINARY is DRB1_0830 Class
BINARY SubClassOf DRB1_0830 DRB1_08,
BINARY SubClassOf DRB1_0830 encodes_some_DRB1_0830_Chain
BINARY is DRB1_0830_Chain Class
BINARY is DRB1_0831 Class
BINARY SubClassOf DRB1_0831 DRB1_08,
BINARY SubClassOf DRB1_0831 encodes_some_DRB1_0831_Chain
BINARY is DRB1_0831_Chain Class
BINARY is DRB1_0832 Class
BINARY SubClassOf DRB1_0832 DRB1_08,
BINARY SubClassOf DRB1_0832 encodes_some_DRB1_0832_Chain
BINARY is DRB1_0832_Chain Class
BINARY is DRB1_0833 Class
BINARY SubClassOf DRB1_0833 DRB1_08,
BINARY SubClassOf DRB1_0833 encodes_some_DRB1_0833_Chain
BINARY is DRB1_0833_Chain Class
BINARY is DRB1_0834 Class
BINARY SubClassOf DRB1_0834 DRB1_08,
BINARY SubClassOf DRB1_0834 encodes_some_DRB1_0834_Chain
BINARY is DRB1_0834_Chain Class
BINARY is DRB1_0835 Class
BINARY SubClassOf DRB1_0835 DRB1_08,
BINARY SubClassOf DRB1_0835 encodes_some_DRB1_0835_Chain
BINARY is DRB1_0835_Chain Class
BINARY is DRB1_0836 Class
BINARY SubClassOf DRB1_0836 DRB1_08,
BINARY SubClassOf DRB1_0836 encodes_some_DRB1_0836_Chain
BINARY is DRB1_0836_Chain Class
BINARY is DRB1_08_Chain Class
BINARY is DRB1_09 Class
BINARY SubClassOf DRB1_09 HLA-DRB1,
BINARY SubClassOf DRB1_09 encodes_some_DRB1_09_Chain
BINARY is DRB1_0901 Class
BINARY SubClassOf DRB1_0901 DR9,
BINARY SubClassOf DRB1_0901 DRB1_09,
BINARY SubClassOf DRB1_0901 encodes_some_DRB1_0901_Chain
BINARY is DRB1_090102 Class
BINARY SubClassOf DRB1_090102 DRB1_0901
BINARY is DRB1_090103 Class
BINARY SubClassOf DRB1_090103 DRB1_0901
BINARY is DRB1_090104 Class
BINARY SubClassOf DRB1_090104 DRB1_0901
BINARY is DRB1_090105 Class
BINARY SubClassOf DRB1_090105 DRB1_0901
BINARY is DRB1_0901_Chain Class
BINARY is DRB1_0902 Class
BINARY SubClassOf DRB1_0902 DR9,
BINARY SubClassOf DRB1_0902 DRB1_09,
BINARY SubClassOf DRB1_0902 encodes_some_DRB1_0902_Chain
BINARY is DRB1_090201 Class
BINARY SubClassOf DRB1_090201 DRB1_0902
BINARY is DRB1_090202 Class
BINARY SubClassOf DRB1_090202 DRB1_0902
BINARY is DRB1_0902_Chain Class
BINARY is DRB1_0903 Class
BINARY SubClassOf DRB1_0903 DRB1_09,
BINARY SubClassOf DRB1_0903 encodes_some_DRB1_0903_Chain
BINARY is DRB1_0903_Chain Class
BINARY is DRB1_0904 Class
BINARY SubClassOf DRB1_0904 DRB1_09,
BINARY SubClassOf DRB1_0904 encodes_some_DRB1_0904_Chain
BINARY is DRB1_0904_Chain Class
BINARY is DRB1_0905 Class
BINARY SubClassOf DRB1_0905 DRB1_09,
BINARY SubClassOf DRB1_0905 encodes_some_DRB1_0905_Chain
BINARY is DRB1_0905_Chain Class
BINARY is DRB1_0906 Class
BINARY SubClassOf DRB1_0906 DRB1_09,
BINARY SubClassOf DRB1_0906 encodes_some_DRB1_0906_Chain
BINARY is DRB1_0906_Chain Class
BINARY is DRB1_0907 Class
BINARY SubClassOf DRB1_0907 DRB1_09,
BINARY SubClassOf DRB1_0907 encodes_some_DRB1_0907_Chain
BINARY is DRB1_0907_Chain Class
BINARY is DRB1_0908 Class
BINARY SubClassOf DRB1_0908 DRB1_09,
BINARY SubClassOf DRB1_0908 encodes_some_DRB1_0908_Chain
