BINARY is has_template ObjectProperty
BINARY SubClassOf ORAI1_mRNA UnprocessedmRNA
BINARY is OSCinhibitor_mRNA Class
BINARY SubClassOf OSCinhibitor_mRNA UnprocessedmRNA
BINARY is OXCT1_mRNA Class
BINARY SubClassOf OXCT1_mRNA UnprocessedmRNA
BINARY is P2X7_mRNA Class
BINARY SubClassOf P2X7_mRNA UnprocessedmRNA
BINARY is PCBP1_mRNA Class
BINARY SubClassOf PCBP1_mRNA UnprocessedmRNA
BINARY is PCBP2_mRNA Class
BINARY SubClassOf PCBP2_mRNA UnprocessedmRNA
BINARY is PCSK1_mRNA Class
BINARY SubClassOf PCSK1_mRNA UnprocessedmRNA
BINARY is PDE5A_mRNA Class
BINARY SubClassOf PDE5A_mRNA UnprocessedmRNA
BINARY is PDH_mRNA Class
BINARY SubClassOf PDH_mRNA UnprocessedmRNA
BINARY is PDK1_mRNA Class
BINARY SubClassOf PDK1_mRNA UnprocessedmRNA
BINARY is PDK_mRNA Class
BINARY SubClassOf PDK_mRNA UnprocessedmRNA
BINARY is PDP_mRNA Class
BINARY SubClassOf PDP_mRNA UnprocessedmRNA
BINARY is PEBP1_mRNA Class
BINARY SubClassOf PEBP1_mRNA UnprocessedmRNA
BINARY is PFK_mRNA Class
BINARY SubClassOf PFK_mRNA UnprocessedmRNA
BINARY is PGGT1B_mRNA Class
BINARY SubClassOf PGGT1B_mRNA UnprocessedmRNA
BINARY is PGK_mRNA Class
BINARY SubClassOf PGK_mRNA UnprocessedmRNA
BINARY is PIK3_mRNA Class
BINARY SubClassOf PIK3_mRNA UnprocessedmRNA
BINARY is PKC_mRNA Class
BINARY SubClassOf PKC_mRNA UnprocessedmRNA
BINARY is PK_mRNA Class
BINARY SubClassOf PK_mRNA UnprocessedmRNA
BINARY is PLA2G1B_mRNA Class
BINARY SubClassOf PLA2G1B_mRNA UnprocessedmRNA
BINARY is PLA2G4A_mRNA Class
BINARY SubClassOf PLA2G4A_mRNA UnprocessedmRNA
BINARY is PLA2_mRNA Class
BINARY SubClassOf PLA2_mRNA UnprocessedmRNA
BINARY is PLAT_mRNA Class
BINARY SubClassOf PLAT_mRNA UnprocessedmRNA
BINARY is PLCB_mRNA Class
BINARY SubClassOf PLCB_mRNA UnprocessedmRNA
BINARY is PLCG_mRNA Class
BINARY SubClassOf PLCG_mRNA UnprocessedmRNA
BINARY is PLG_mRNA Class
BINARY SubClassOf PLG_mRNA UnprocessedmRNA
BINARY is PMVK_mRNA Class
BINARY SubClassOf PMVK_mRNA UnprocessedmRNA
BINARY is POLB_mRNA Class
BINARY SubClassOf POLB_mRNA UnprocessedmRNA
BINARY is PORC_mRNA Class
BINARY SubClassOf PORC_mRNA UnprocessedmRNA
BINARY is PP1_mRNA Class
BINARY SubClassOf PP1_mRNA UnprocessedmRNA
BINARY is PPARA_mRNA Class
BINARY SubClassOf PPARA_mRNA UnprocessedmRNA
BINARY is PPARG_mRNA Class
BINARY SubClassOf PPARG_mRNA UnprocessedmRNA
BINARY is PPARGligand_mRNA Class
BINARY SubClassOf PPARGligand_mRNA UnprocessedmRNA
BINARY is PPP2CA_mRNA Class
BINARY SubClassOf PPP2CA_mRNA UnprocessedmRNA
BINARY is PPP3_mRNA Class
BINARY SubClassOf PPP3_mRNA UnprocessedmRNA
BINARY is PRKAA2_mRNA Class
BINARY SubClassOf PRKAA2_mRNA UnprocessedmRNA
BINARY is PRKC_mRNA Class
BINARY SubClassOf PRKC_mRNA UnprocessedmRNA
BINARY is PRKG1_mRNA Class
BINARY SubClassOf PRKG1_mRNA UnprocessedmRNA
BINARY is PRNP_mRNA Class
BINARY SubClassOf PRNP_mRNA UnprocessedmRNA
BINARY is PSD95_mRNA Class
BINARY SubClassOf PSD95_mRNA UnprocessedmRNA
BINARY is PSEN_mRNA Class
BINARY SubClassOf PSEN_mRNA UnprocessedmRNA
BINARY is PSMD9_mRNA Class
BINARY SubClassOf PSMD9_mRNA UnprocessedmRNA
BINARY is PSPHL_mRNA Class
BINARY SubClassOf PSPHL_mRNA UnprocessedmRNA
BINARY is PTEN_mRNA Class
BINARY SubClassOf PTEN_mRNA UnprocessedmRNA
BINARY is PTGS2_mRNA Class
BINARY SubClassOf PTGS2_mRNA UnprocessedmRNA
BINARY is PTGS_mRNA Class
BINARY SubClassOf PTGS_mRNA UnprocessedmRNA
BINARY is PTP_mRNA Class
BINARY SubClassOf PTP_mRNA UnprocessedmRNA
BINARY is Phospho-N-acetylglucosaminemutase_mRNA Class
BINARY SubClassOf Phospho-N-acetylglucosaminemutase_mRNA UnprocessedmRNA
BINARY is Phosphoglucoseisomerase_mRNA Class
BINARY SubClassOf Phosphoglucoseisomerase_mRNA UnprocessedmRNA
BINARY is RAC1_mRNA Class
BINARY SubClassOf RAC1_mRNA UnprocessedmRNA
BINARY is RAC_mRNA Class
BINARY SubClassOf RAC_mRNA UnprocessedmRNA
BINARY is RAF1_mRNA Class
BINARY SubClassOf RAF1_mRNA UnprocessedmRNA
BINARY is RAGE_mRNA Class
BINARY SubClassOf RAGE_mRNA UnprocessedmRNA
BINARY is RARETargetgenes_mRNA Class
BINARY SubClassOf RARETargetgenes_mRNA UnprocessedmRNA
BINARY is RAS_mRNA Class
BINARY SubClassOf RAS_mRNA UnprocessedmRNA
BINARY is RELN_mRNA Class
BINARY SubClassOf RELN_mRNA UnprocessedmRNA
BINARY is RHEB_mRNA Class
BINARY SubClassOf RHEB_mRNA UnprocessedmRNA
BINARY is RHOA_mRNA Class
BINARY SubClassOf RHOA_mRNA UnprocessedmRNA
BINARY is RIPK2_mRNA Class
BINARY SubClassOf RIPK2_mRNA UnprocessedmRNA
BINARY is ROR_mRNA Class
BINARY SubClassOf ROR_mRNA UnprocessedmRNA
BINARY is RPS6KA1_mRNA Class
BINARY SubClassOf RPS6KA1_mRNA UnprocessedmRNA
BINARY is RPS6KB_mRNA Class
BINARY SubClassOf RPS6KB_mRNA UnprocessedmRNA
BINARY is RTK_mRNA Class
BINARY SubClassOf RTK_mRNA UnprocessedmRNA
BINARY is RYR3_mRNA Class
BINARY SubClassOf RYR3_mRNA UnprocessedmRNA
BINARY is S100-calgranulin_mRNA Class
BINARY SubClassOf S100-calgranulin_mRNA UnprocessedmRNA
BINARY is SCAR_mRNA Class
BINARY SubClassOf SCAR_mRNA UnprocessedmRNA
BINARY is SDC2_mRNA Class
BINARY SubClassOf SDC2_mRNA UnprocessedmRNA
BINARY is SET_mRNA Class
BINARY SubClassOf SET_mRNA UnprocessedmRNA
BINARY is SFK_mRNA Class
BINARY SubClassOf SFK_mRNA UnprocessedmRNA
BINARY is SFRP_mRNA Class
BINARY SubClassOf SFRP_mRNA UnprocessedmRNA
BINARY is SHC1_mRNA Class
BINARY SubClassOf SHC1_mRNA UnprocessedmRNA
BINARY is SLC40A1_mRNA Class
BINARY SubClassOf SLC40A1_mRNA UnprocessedmRNA
BINARY is SLC8A_mRNA Class
BINARY SubClassOf SLC8A_mRNA UnprocessedmRNA
BINARY is SMPD2_mRNA Class
BINARY SubClassOf SMPD2_mRNA UnprocessedmRNA
BINARY is SMPD_mRNA Class
BINARY SubClassOf SMPD_mRNA UnprocessedmRNA
BINARY is SNCA_mRNA Class
BINARY SubClassOf SNCA_mRNA UnprocessedmRNA
BINARY is SOD_mRNA Class
BINARY SubClassOf SOD_mRNA UnprocessedmRNA
BINARY is SORL1_mRNA Class
BINARY SubClassOf SORL1_mRNA UnprocessedmRNA
BINARY is SPHK1_mRNA Class
BINARY SubClassOf SPHK1_mRNA UnprocessedmRNA
BINARY is SRA1_mRNA Class
BINARY SubClassOf SRA1_mRNA UnprocessedmRNA
BINARY is SRA2_mRNA Class
BINARY SubClassOf SRA2_mRNA UnprocessedmRNA
BINARY is SRB1_mRNA Class
BINARY SubClassOf SRB1_mRNA UnprocessedmRNA
BINARY is SRC_mRNA Class
BINARY SubClassOf SRC_mRNA UnprocessedmRNA
BINARY is SRI_mRNA Class
BINARY SubClassOf SRI_mRNA UnprocessedmRNA
BINARY is ST8SIA1_mRNA Class
BINARY SubClassOf ST8SIA1_mRNA UnprocessedmRNA
BINARY is STK11_mRNA Class
BINARY SubClassOf STK11_mRNA UnprocessedmRNA
BINARY is STXBP1_mRNA Class
BINARY SubClassOf STXBP1_mRNA UnprocessedmRNA
BINARY is STX_mRNA Class
BINARY SubClassOf STX_mRNA UnprocessedmRNA
BINARY is SUOX_mRNA Class
BINARY SubClassOf SUOX_mRNA UnprocessedmRNA
BINARY is TFR_mRNA Class
BINARY SubClassOf TFR_mRNA UnprocessedmRNA
BINARY is TF_mRNA Class
BINARY SubClassOf TF_mRNA UnprocessedmRNA
BINARY is THSD1_mRNA Class
BINARY SubClassOf THSD1_mRNA UnprocessedmRNA
BINARY is TH_mRNA Class
BINARY SubClassOf TH_mRNA UnprocessedmRNA
BINARY is TIMP1_mRNA Class
BINARY SubClassOf TIMP1_mRNA UnprocessedmRNA
BINARY is TJ_mRNA Class
BINARY SubClassOf TJ_mRNA UnprocessedmRNA
BINARY is TLR2_mRNA Class
BINARY SubClassOf TLR2_mRNA UnprocessedmRNA
BINARY is TLR3_mRNA Class
BINARY SubClassOf TLR3_mRNA UnprocessedmRNA
BINARY is TLR4_mRNA Class
BINARY SubClassOf TLR4_mRNA UnprocessedmRNA
BINARY is TLR8_mRNA Class
BINARY SubClassOf TLR8_mRNA UnprocessedmRNA
BINARY is TLR9_mRNA Class
BINARY SubClassOf TLR9_mRNA UnprocessedmRNA
BINARY is TLR_mRNA Class
BINARY SubClassOf TLR_mRNA UnprocessedmRNA
BINARY is TNFA_mRNA Class
BINARY SubClassOf TNFA_mRNA UnprocessedmRNA
BINARY is TNFB_mRNA Class
BINARY SubClassOf TNFB_mRNA UnprocessedmRNA
BINARY is TNFRSF1A_mRNA Class
BINARY SubClassOf TNFRSF1A_mRNA UnprocessedmRNA
BINARY is TNF_mRNA Class
BINARY SubClassOf TNF_mRNA UnprocessedmRNA
BINARY is TP53_mRNA Class
BINARY SubClassOf TP53_mRNA UnprocessedmRNA
BINARY is TPH_mRNA Class
BINARY SubClassOf TPH_mRNA UnprocessedmRNA
BINARY is TREM2_mRNA Class
BINARY SubClassOf TREM2_mRNA UnprocessedmRNA
BINARY is TRNAU1_mRNA Class
BINARY SubClassOf TRNAU1_mRNA UnprocessedmRNA
BINARY is TSC_mRNA Class
BINARY SubClassOf TSC_mRNA UnprocessedmRNA
BINARY is TST_mRNA Class
BINARY SubClassOf TST_mRNA UnprocessedmRNA
BINARY is TTR_mRNA Class
BINARY SubClassOf TTR_mRNA UnprocessedmRNA
BINARY is TUB_mRNA Class
BINARY SubClassOf TUB_mRNA UnprocessedmRNA
BINARY is TXN_mRNA Class
BINARY SubClassOf TXN_mRNA UnprocessedmRNA
BINARY is UBA1_mRNA Class
BINARY SubClassOf UBA1_mRNA UnprocessedmRNA
BINARY is UBA3_mRNA Class
BINARY SubClassOf UBA3_mRNA UnprocessedmRNA
BINARY is UBE2M_mRNA Class
BINARY SubClassOf UBE2M_mRNA UnprocessedmRNA
BINARY is UBE2_mRNA Class
BINARY SubClassOf UBE2_mRNA UnprocessedmRNA
BINARY is UB_mRNA Class
BINARY SubClassOf UB_mRNA UnprocessedmRNA
BINARY is ULK1_mRNA Class
BINARY SubClassOf ULK1_mRNA UnprocessedmRNA
BINARY is UNC13A_mRNA Class
BINARY SubClassOf UNC13A_mRNA UnprocessedmRNA
BINARY is UQCR_mRNA Class
BINARY SubClassOf UQCR_mRNA UnprocessedmRNA
BINARY is USP17L2_mRNA Class
BINARY SubClassOf USP17L2_mRNA UnprocessedmRNA
BINARY is UnknownCASP_mRNA Class
BINARY SubClassOf UnknownCASP_mRNA UnprocessedmRNA
BINARY is UnknownTF_mRNA Class
BINARY SubClassOf UnknownTF_mRNA UnprocessedmRNA
BINARY is UnknownWnt-targetgenes_mRNA Class
BINARY SubClassOf UnknownWnt-targetgenes_mRNA UnprocessedmRNA
BINARY is UnprocessedmRNA Class
BINARY equiv UnprocessedmRNA mRNA_and_participant_in_native_form
BINARY SubClassOf UnprocessedmRNA mRNA,
BINARY SubClassOf UnprocessedmRNA participant_in_native_form,
BINARY SubClassOf UnprocessedmRNA has_template_some_gene
BINARY is Uridinedi-phospho-N-acetylglucosaminepyrophosphorylase_mRNA Class
BINARY SubClassOf Uridinedi-phospho-N-acetylglucosaminepyrophosphorylase_mRNA UnprocessedmRNA
BINARY is VCAM1_mRNA Class
BINARY SubClassOf VCAM1_mRNA UnprocessedmRNA
BINARY is VEGFA_mRNA Class
BINARY SubClassOf VEGFA_mRNA UnprocessedmRNA
BINARY is VHL_mRNA Class
BINARY SubClassOf VHL_mRNA UnprocessedmRNA
BINARY is VLDLR_mRNA Class
BINARY SubClassOf VLDLR_mRNA UnprocessedmRNA
BINARY is WIF1_mRNA Class
BINARY SubClassOf WIF1_mRNA UnprocessedmRNA
BINARY is WISP1_mRNA Class
BINARY SubClassOf WISP1_mRNA UnprocessedmRNA
BINARY is WNT1_mRNA Class
BINARY SubClassOf WNT1_mRNA UnprocessedmRNA
BINARY is WNT3A_mRNA Class
BINARY SubClassOf WNT3A_mRNA UnprocessedmRNA
BINARY is WNT5A_mRNA Class
BINARY SubClassOf WNT5A_mRNA UnprocessedmRNA
BINARY is WNT7A_mRNA Class
BINARY SubClassOf WNT7A_mRNA UnprocessedmRNA
BINARY is WNT_mRNA Class
BINARY SubClassOf WNT_mRNA UnprocessedmRNA
BINARY is XBP1_mRNA Class
BINARY SubClassOf XBP1_mRNA UnprocessedmRNA
BINARY is ZAP70_mRNA Class
BINARY SubClassOf ZAP70_mRNA UnprocessedmRNA
BINARY is carrierProtein_mRNA Class
BINARY SubClassOf carrierProtein_mRNA UnprocessedmRNA
BINARY is ceramidase_mRNA Class
BINARY SubClassOf ceramidase_mRNA UnprocessedmRNA
BINARY is cytokine_mRNA Class
BINARY SubClassOf cytokine_mRNA UnprocessedmRNA
BINARY is gro_mRNA Class
BINARY SubClassOf gro_mRNA UnprocessedmRNA
BINARY is humanin_mRNA Class
BINARY SubClassOf humanin_mRNA UnprocessedmRNA
BINARY is iNOS_mRNA Class
BINARY SubClassOf iNOS_mRNA UnprocessedmRNA
BINARY is inflammasome_mRNA Class
BINARY SubClassOf inflammasome_mRNA UnprocessedmRNA
BINARY is mutantAPP_mRNA Class
BINARY SubClassOf mutantAPP_mRNA UnprocessedmRNA
BINARY is mutantPSEN_mRNA Class
BINARY SubClassOf mutantPSEN_mRNA UnprocessedmRNA
BINARY is oxidase_mRNA Class
BINARY SubClassOf oxidase_mRNA UnprocessedmRNA
BINARY is p35_mRNA Class
BINARY SubClassOf p35_mRNA UnprocessedmRNA
BINARY is phosphatase_mRNA Class
BINARY SubClassOf phosphatase_mRNA UnprocessedmRNA
BINARY is phospholipaseA2_mRNA Class
BINARY SubClassOf phospholipaseA2_mRNA UnprocessedmRNA
BINARY is phospholipaseC_mRNA Class
BINARY SubClassOf phospholipaseC_mRNA UnprocessedmRNA
BINARY is phospholipaseD_mRNA Class
BINARY SubClassOf phospholipaseD_mRNA UnprocessedmRNA
BINARY is polo-kinase_mRNA Class
BINARY SubClassOf polo-kinase_mRNA UnprocessedmRNA
BINARY is proMMP9_mRNA Class
BINARY SubClassOf proMMP9_mRNA UnprocessedmRNA
BINARY is proNGF_mRNA Class
BINARY SubClassOf proNGF_mRNA UnprocessedmRNA
BINARY is selectiveChaperone_mRNA Class
BINARY SubClassOf selectiveChaperone_mRNA UnprocessedmRNA
BINARY is speck-likeprotein_mRNA Class
BINARY SubClassOf speck-likeprotein_mRNA UnprocessedmRNA
BINARY is thiosulfateThiolsulfurtransferase_mRNA Class
BINARY SubClassOf thiosulfateThiolsulfurtransferase_mRNA UnprocessedmRNA
BINARY is unknown_mRNA Class
BINARY SubClassOf unknown_mRNA UnprocessedmRNA
BINARY is gene Class
BINARY is mRNA Class
BINARY is participant_in_native_form Class
BINARY is ALDH2 Class
BINARY SubClassOf ALDH2 UnprocessedmRNA
BINARY is www.w3.org/2002/07/# Class
