BINARY is encodes ObjectProperty
BINARY SubClassOf DPB1_7901 encodes_some_DPB1_7901_Chain
BINARY is DPB1_7901_Chain Class
BINARY is DPB1_8001 Class
BINARY SubClassOf DPB1_8001 HLA-DPB1,
BINARY SubClassOf DPB1_8001 encodes_some_DPB1_8001_Chain
BINARY is DPB1_8001_Chain Class
BINARY is DPB1_8101 Class
BINARY SubClassOf DPB1_8101 HLA-DPB1,
BINARY SubClassOf DPB1_8101 encodes_some_DPB1_8101_Chain
BINARY is DPB1_8101_Chain Class
BINARY is DPB1_8201 Class
BINARY SubClassOf DPB1_8201 HLA-DPB1,
BINARY SubClassOf DPB1_8201 encodes_some_DPB1_8201_Chain
BINARY is DPB1_8201_Chain Class
BINARY is DPB1_8301 Class
BINARY SubClassOf DPB1_8301 HLA-DPB1,
BINARY SubClassOf DPB1_8301 encodes_some_DPB1_8301_Chain
BINARY is DPB1_8301_Chain Class
BINARY is DPB1_8401 Class
BINARY SubClassOf DPB1_8401 HLA-DPB1,
BINARY SubClassOf DPB1_8401 encodes_some_DPB1_8401_Chain
BINARY is DPB1_8401_Chain Class
BINARY is DPB1_8501 Class
BINARY SubClassOf DPB1_8501 HLA-DPB1,
BINARY SubClassOf DPB1_8501 encodes_some_DPB1_8501_Chain
BINARY is DPB1_8501_Chain Class
BINARY is DPB1_8601 Class
BINARY SubClassOf DPB1_8601 HLA-DPB1,
BINARY SubClassOf DPB1_8601 encodes_some_DPB1_8601_Chain
BINARY is DPB1_8601_Chain Class
BINARY is DPB1_8701 Class
BINARY SubClassOf DPB1_8701 HLA-DPB1,
BINARY SubClassOf DPB1_8701 encodes_some_DPB1_8701_Chain
BINARY is DPB1_8701_Chain Class
BINARY is DPB1_8801 Class
BINARY SubClassOf DPB1_8801 HLA-DPB1,
BINARY SubClassOf DPB1_8801 encodes_some_DPB1_8801_Chain
BINARY is DPB1_8801_Chain Class
BINARY is DPB1_8901 Class
BINARY SubClassOf DPB1_8901 HLA-DPB1,
BINARY SubClassOf DPB1_8901 encodes_some_DPB1_8901_Chain
BINARY is DPB1_8901_Chain Class
BINARY is DPB1_9001 Class
BINARY SubClassOf DPB1_9001 HLA-DPB1,
BINARY SubClassOf DPB1_9001 encodes_some_DPB1_9001_Chain
BINARY is DPB1_9001_Chain Class
BINARY is DPB1_9101 Class
BINARY SubClassOf DPB1_9101 HLA-DPB1,
BINARY SubClassOf DPB1_9101 encodes_some_DPB1_9101_Chain
BINARY is DPB1_9101_Chain Class
BINARY is DPB1_9201 Class
BINARY SubClassOf DPB1_9201 HLA-DPB1,
BINARY SubClassOf DPB1_9201 encodes_some_DPB1_9201_Chain
BINARY is DPB1_9201_Chain Class
BINARY is DPB1_9301 Class
BINARY SubClassOf DPB1_9301 HLA-DPB1,
BINARY SubClassOf DPB1_9301 encodes_some_DPB1_9301_Chain
BINARY is DPB1_9301_Chain Class
BINARY is DPB1_9401 Class
BINARY SubClassOf DPB1_9401 HLA-DPB1,
BINARY SubClassOf DPB1_9401 encodes_some_DPB1_9401_Chain
BINARY is DPB1_9401_Chain Class
BINARY is DPB1_9501 Class
BINARY SubClassOf DPB1_9501 HLA-DPB1,
BINARY SubClassOf DPB1_9501 encodes_some_DPB1_9501_Chain
BINARY is DPB1_9501_Chain Class
BINARY is DPB1_9601 Class
BINARY SubClassOf DPB1_9601 HLA-DPB1,
BINARY SubClassOf DPB1_9601 encodes_some_DPB1_9601_Chain
BINARY is DPB1_9601_Chain Class
BINARY is DPB1_9701 Class
BINARY SubClassOf DPB1_9701 HLA-DPB1,
BINARY SubClassOf DPB1_9701 encodes_some_DPB1_9701_Chain
BINARY is DPB1_9701_Chain Class
BINARY is DPB1_9801 Class
BINARY SubClassOf DPB1_9801 HLA-DPB1,
BINARY SubClassOf DPB1_9801 encodes_some_DPB1_9801_Chain
BINARY is DPB1_9801_Chain Class
BINARY is DPB1_9901 Class
BINARY SubClassOf DPB1_9901 HLA-DPB1,
BINARY SubClassOf DPB1_9901 encodes_some_DPB1_9901_Chain
BINARY is DPB1_9901_Chain Class
BINARY is DQ1 Class
BINARY SubClassOf DQ1 HLA-DQB1,
BINARY SubClassOf DQ1 encodes_some_DQ1_Chain
BINARY is DQ1_Chain Class
BINARY is DQ2 Class
BINARY SubClassOf DQ2 HLA-DQB1,
BINARY SubClassOf DQ2 encodes_some_DQ2_Chain
BINARY is DQ2_Chain Class
BINARY is DQ3 Class
BINARY SubClassOf DQ3 HLA-DQB1,
BINARY SubClassOf DQ3 encodes_some_DQ3_Chain
BINARY is DQ3_Chain Class
BINARY is DQ4 Class
BINARY SubClassOf DQ4 HLA-DQB1,
BINARY SubClassOf DQ4 encodes_some_DQ4_Chain
BINARY is DQ4_Chain Class
BINARY is DQ5 Class
BINARY SubClassOf DQ5 DQ1
BINARY is DQ6 Class
BINARY SubClassOf DQ6 DQ1
BINARY is DQ7 Class
BINARY SubClassOf DQ7 DQ3
BINARY is DQ8 Class
BINARY SubClassOf DQ8 DQ3
BINARY is DQ9 Class
BINARY SubClassOf DQ9 DQ3
BINARY is DQA1_01 Class
BINARY SubClassOf DQA1_01 HLA-DQA1,
BINARY SubClassOf DQA1_01 encodes_some_DQA1_01_Chain
BINARY is DQA1_0101 Class
BINARY SubClassOf DQA1_0101 DQA1_01
BINARY is DQA1_0102 Class
BINARY SubClassOf DQA1_0102 DQA1_01
BINARY is DQA1_0103 Class
BINARY SubClassOf DQA1_0103 DQA1_01
BINARY is DQA1_0104 Class
BINARY SubClassOf DQA1_0104 DQA1_01
BINARY is DQA1_0105 Class
BINARY SubClassOf DQA1_0105 DQA1_01
BINARY is DQA1_0106 Class
BINARY SubClassOf DQA1_0106 DQA1_01
BINARY is DQA1_0107 Class
BINARY SubClassOf DQA1_0107 DQA1_01
BINARY is DQA1_01_Chain Class
BINARY is DQA1_02 Class
BINARY SubClassOf DQA1_02 HLA-DQA1,
BINARY SubClassOf DQA1_02 encodes_some_DQA1_02_Chain
BINARY is DQA1_0201 Class
BINARY SubClassOf DQA1_0201 DQA1_02
BINARY is DQA1_02_Chain Class
BINARY is DQA1_03 Class
BINARY SubClassOf DQA1_03 HLA-DQA1,
BINARY SubClassOf DQA1_03 encodes_some_DQA1_03_Chain
BINARY is DQA1_0301 Class
BINARY SubClassOf DQA1_0301 DQA1_03
BINARY is DQA1_0302 Class
BINARY SubClassOf DQA1_0302 DQA1_03
BINARY is DQA1_0303 Class
BINARY SubClassOf DQA1_0303 DQA1_03
BINARY is DQA1_03_Chain Class
BINARY is DQA1_04 Class
BINARY SubClassOf DQA1_04 HLA-DQA1,
BINARY SubClassOf DQA1_04 encodes_some_DQA1_04_Chain
BINARY is DQA1_0401 Class
BINARY SubClassOf DQA1_0401 DQA1_04
BINARY is DQA1_0402 Class
BINARY SubClassOf DQA1_0402 DQA1_04
BINARY is DQA1_0403N Class
BINARY SubClassOf DQA1_0403N DQA1_04
BINARY is DQA1_0404 Class
BINARY SubClassOf DQA1_0404 DQA1_04
BINARY is DQA1_04_Chain Class
BINARY is DQA1_05 Class
BINARY SubClassOf DQA1_05 HLA-DQA1,
BINARY SubClassOf DQA1_05 encodes_some_DQA1_05_Chain
BINARY is DQA1_0501 Class
BINARY SubClassOf DQA1_0501 DQA1_05
BINARY is DQA1_0502 Class
BINARY SubClassOf DQA1_0502 DQA1_05
BINARY is DQA1_0503 Class
BINARY SubClassOf DQA1_0503 DQA1_05
BINARY is DQA1_0504 Class
BINARY SubClassOf DQA1_0504 DQA1_05
BINARY is DQA1_0505 Class
BINARY SubClassOf DQA1_0505 DQA1_05
BINARY is DQA1_0506 Class
BINARY SubClassOf DQA1_0506 DQA1_05
BINARY is DQA1_0507 Class
BINARY SubClassOf DQA1_0507 DQA1_05
BINARY is DQA1_0508 Class
BINARY SubClassOf DQA1_0508 DQA1_05
BINARY is DQA1_0509 Class
BINARY SubClassOf DQA1_0509 DQA1_05
BINARY is DQA1_05_Chain Class
BINARY is DQA1_06 Class
BINARY SubClassOf DQA1_06 HLA-DQA1,
BINARY SubClassOf DQA1_06 encodes_some_DQA1_06_Chain
BINARY is DQA1_0601 Class
BINARY SubClassOf DQA1_0601 DQA1_06
BINARY is DQA1_0602 Class
BINARY SubClassOf DQA1_0602 DQA1_06
BINARY is DQA1_06_Chain Class
BINARY is DQB1_02 Class
BINARY SubClassOf DQB1_02 HLA-DQB1,
BINARY SubClassOf DQB1_02 encodes_some_DQB1_02_Chain,
BINARY SubClassOf DQB1_02 encodes_only_DPB1_3901_Chain
BINARY is DQB1_0201 Class
BINARY SubClassOf DQB1_0201 DQ2,
BINARY SubClassOf DQB1_0201 DQB1_02
BINARY is DQB1_0202 Class
BINARY SubClassOf DQB1_0202 DQ2,
BINARY SubClassOf DQB1_0202 DQB1_02
BINARY is DQB1_0203 Class
BINARY SubClassOf DQB1_0203 DQ2,
BINARY SubClassOf DQB1_0203 DQB1_02
BINARY is DQB1_0204 Class
BINARY SubClassOf DQB1_0204 DQB1_02
BINARY is DQB1_0205 Class
BINARY SubClassOf DQB1_0205 DQB1_02
BINARY is DQB1_02_Chain Class
BINARY DisjointWith DQB1_02_Chain DPB1_3901_Chain
BINARY is DQB1_03 Class
BINARY SubClassOf DQB1_03 HLA-DQB1,
BINARY SubClassOf DQB1_03 encodes_some_DQB1_03_Chain
BINARY is DQB1_0301 Class
BINARY SubClassOf DQB1_0301 DQB1_03
BINARY is DQB1_0302 Class
BINARY SubClassOf DQB1_0302 DQB1_03
BINARY is DQB1_0303 Class
BINARY SubClassOf DQB1_0303 DQB1_03
BINARY is DQB1_0304 Class
BINARY SubClassOf DQB1_0304 DQB1_03
BINARY is DQB1_0305 Class
BINARY SubClassOf DQB1_0305 DQB1_03
BINARY is DQB1_0306 Class
BINARY SubClassOf DQB1_0306 DQ3,
BINARY SubClassOf DQB1_0306 DQB1_03
BINARY is DQB1_0307 Class
BINARY SubClassOf DQB1_0307 DQB1_03
BINARY is DQB1_0308 Class
BINARY SubClassOf DQB1_0308 DQB1_03
BINARY is DQB1_0309 Class
BINARY SubClassOf DQB1_0309 DQB1_03
BINARY is DQB1_0310 Class
BINARY SubClassOf DQB1_0310 DQB1_03
BINARY is DQB1_0311 Class
BINARY SubClassOf DQB1_0311 DQB1_03
BINARY is DQB1_0312 Class
BINARY SubClassOf DQB1_0312 DQB1_03
BINARY is DQB1_0313 Class
BINARY SubClassOf DQB1_0313 DQB1_03
BINARY is DQB1_0314 Class
BINARY SubClassOf DQB1_0314 DQB1_03
BINARY is DQB1_0315 Class
BINARY SubClassOf DQB1_0315 DQB1_03
BINARY is DQB1_0316 Class
BINARY SubClassOf DQB1_0316 DQB1_03
BINARY is DQB1_0317 Class
BINARY SubClassOf DQB1_0317 DQB1_03
BINARY is DQB1_0318 Class
BINARY SubClassOf DQB1_0318 DQB1_03
BINARY is DQB1_0319 Class
BINARY SubClassOf DQB1_0319 DQB1_03
BINARY is DQB1_0320 Class
BINARY SubClassOf DQB1_0320 DQB1_03
BINARY is DQB1_0321 Class
BINARY SubClassOf DQB1_0321 DQB1_03
BINARY is DQB1_0322 Class
BINARY SubClassOf DQB1_0322 DQB1_03
BINARY is DQB1_0323 Class
BINARY SubClassOf DQB1_0323 DQB1_03
BINARY is DQB1_0324 Class
BINARY SubClassOf DQB1_0324 DQB1_03
BINARY is DQB1_0325 Class
BINARY SubClassOf DQB1_0325 DQB1_03
BINARY is DQB1_03_Chain Class
BINARY is DQB1_04 Class
BINARY SubClassOf DQB1_04 HLA-DQB1,
BINARY SubClassOf DQB1_04 encodes_some_DQB1_04_Chain
BINARY is DQB1_0401 Class
BINARY SubClassOf DQB1_0401 DQ4,
BINARY SubClassOf DQB1_0401 DQB1_04
BINARY is DQB1_0402 Class
BINARY SubClassOf DQB1_0402 DQ4,
BINARY SubClassOf DQB1_0402 DQB1_04
BINARY is DQB1_0403 Class
BINARY SubClassOf DQB1_0403 DQB1_04
BINARY is DQB1_04_Chain Class
BINARY is DQB1_05 Class
BINARY SubClassOf DQB1_05 HLA-DQB1,
BINARY SubClassOf DQB1_05 encodes_some_DQB1_05_Chain
BINARY is DQB1_0501 Class
BINARY SubClassOf DQB1_0501 DQB1_05
BINARY is DQB1_0502 Class
BINARY SubClassOf DQB1_0502 DQB1_05
BINARY is DQB1_0503 Class
BINARY SubClassOf DQB1_0503 DQB1_05
BINARY is DQB1_0504 Class
BINARY SubClassOf DQB1_0504 DQB1_05
BINARY is DQB1_0505 Class
BINARY SubClassOf DQB1_0505 DQB1_05
BINARY is DQB1_05_Chain Class
BINARY is DQB1_06 Class
BINARY SubClassOf DQB1_06 HLA-DQB1,
BINARY SubClassOf DQB1_06 encodes_some_DQB1_06_Chain
BINARY is DQB1_0601 Class
BINARY SubClassOf DQB1_0601 DQB1_06
BINARY is DQB1_0602 Class
BINARY SubClassOf DQB1_0602 DQB1_06
BINARY is DQB1_0603 Class
BINARY SubClassOf DQB1_0603 DQB1_06
BINARY is DQB1_0604 Class
BINARY SubClassOf DQB1_0604 DQB1_06
BINARY is DQB1_0605 Class
BINARY SubClassOf DQB1_0605 DQB1_06
BINARY is DQB1_0606 Class
BINARY SubClassOf DQB1_0606 DQ1,
BINARY SubClassOf DQB1_0606 DQB1_06
BINARY is DQB1_0607 Class
BINARY SubClassOf DQB1_0607 DQ1,
BINARY SubClassOf DQB1_0607 DQB1_06
BINARY is DQB1_0608 Class
BINARY SubClassOf DQB1_0608 DQB1_06
BINARY is DQB1_0609 Class
BINARY SubClassOf DQB1_0609 DQB1_06
BINARY is DQB1_0610 Class
BINARY SubClassOf DQB1_0610 DQ1,
BINARY SubClassOf DQB1_0610 DQB1_06
BINARY is DQB1_0611 Class
BINARY SubClassOf DQB1_0611 DQ1,
BINARY SubClassOf DQB1_0611 DQB1_06
BINARY is DQB1_0612 Class
BINARY SubClassOf DQB1_0612 DQ1,
BINARY SubClassOf DQB1_0612 DQB1_06
BINARY is DQB1_0613 Class
BINARY SubClassOf DQB1_0613 DQB1_06
BINARY is DQB1_0614 Class
BINARY SubClassOf DQB1_0614 DQB1_06
BINARY is DQB1_0615 Class
BINARY SubClassOf DQB1_0615 DQB1_06
BINARY is DQB1_0616 Class
BINARY SubClassOf DQB1_0616 DQB1_06
BINARY is DQB1_0617 Class
BINARY SubClassOf DQB1_0617 DQB1_06
BINARY is DQB1_0618 Class
BINARY SubClassOf DQB1_0618 DQB1_06
BINARY is DQB1_0619 Class
BINARY SubClassOf DQB1_0619 DQB1_06
BINARY is DQB1_0620 Class
BINARY SubClassOf DQB1_0620 DQB1_06
BINARY is DQB1_0621 Class
BINARY SubClassOf DQB1_0621 DQB1_06
BINARY is DQB1_0622 Class
BINARY SubClassOf DQB1_0622 DQB1_06
BINARY is DQB1_0623 Class
BINARY SubClassOf DQB1_0623 DQB1_06
BINARY is DQB1_0624 Class
BINARY SubClassOf DQB1_0624 DQB1_06
BINARY is DQB1_0625 Class
BINARY SubClassOf DQB1_0625 DQB1_06
BINARY is DQB1_0626N Class
BINARY SubClassOf DQB1_0626N DQB1_06
BINARY is DQB1_0627 Class
BINARY SubClassOf DQB1_0627 DQB1_06
BINARY is DQB1_0628 Class
BINARY SubClassOf DQB1_0628 DQB1_06
BINARY is DQB1_0629 Class
BINARY SubClassOf DQB1_0629 DQB1_06
BINARY is DQB1_0630 Class
BINARY SubClassOf DQB1_0630 DQB1_06
BINARY is DQB1_0631 Class
BINARY SubClassOf DQB1_0631 DQB1_06
BINARY is DQB1_0632 Class
BINARY SubClassOf DQB1_0632 DQB1_06
BINARY is DQB1_0633 Class
BINARY SubClassOf DQB1_0633 DQB1_06
BINARY is DQB1_0634 Class
BINARY SubClassOf DQB1_0634 DQB1_06
BINARY is DQB1_0635 Class
BINARY SubClassOf DQB1_0635 DQB1_06
BINARY is DQB1_06_Chain Class
BINARY is HLA-DM Class
BINARY SubClassOf HLA-DM HLA_Class_II_Allele,
BINARY SubClassOf HLA-DM encodes_some_HLA-DM_Chain
BINARY is HLA-DMA Class
BINARY SubClassOf HLA-DMA HLA-DM,
BINARY SubClassOf HLA-DMA encodes_some_HLA-DMA_Chain
BINARY is HLA-DMA_Chain Class
BINARY is HLA-DMB Class
BINARY SubClassOf HLA-DMB HLA-DM,
BINARY SubClassOf HLA-DMB encodes_some_HLA-DMB_Chain
BINARY is HLA-DMB_Chain Class
BINARY is HLA-DM_Chain Class
BINARY is HLA-DO Class
BINARY SubClassOf HLA-DO HLA_Class_II_Allele,
BINARY SubClassOf HLA-DO encodes_some_HLA-DO_Chain
BINARY is HLA-DOA Class
BINARY SubClassOf HLA-DOA HLA-DO,
BINARY SubClassOf HLA-DOA encodes_some_HLA-DOA_Chain
BINARY is HLA-DOA_Chain Class
BINARY is HLA-DOB Class
BINARY SubClassOf HLA-DOB HLA-DO,
BINARY SubClassOf HLA-DOB encodes_some_HLA-DOB_Chain
BINARY is HLA-DOB_Chain Class
BINARY is HLA-DO_Chain Class
BINARY is HLA-DP Class
BINARY SubClassOf HLA-DP HLA_Class_II_Allele
BINARY is HLA-DPA1 Class
BINARY SubClassOf HLA-DPA1 HLA-DP,
BINARY SubClassOf HLA-DPA1 encodes_some_HLA-DPA1_Chain
BINARY is HLA-DPA1_Chain Class
BINARY is HLA-DPB1 Class
BINARY is HLA-DQ Class
BINARY SubClassOf HLA-DQ HLA_Class_II_Allele
BINARY is HLA-DQA1 Class
BINARY SubClassOf HLA-DQA1 HLA-DQ,
BINARY SubClassOf HLA-DQA1 encodes_some_HLA-DQA1_Chain
BINARY is HLA-DQA1_Chain Class
BINARY is HLA-DQB1 Class
BINARY is HLA-DR Class
BINARY SubClassOf HLA-DR HLA_Class_II_Allele
BINARY is HLA_Class_II_Allele Class
BINARY SubClassOf HLA_Class_II_Allele Human_MHC_Class_II_Region_Allele,
BINARY SubClassOf HLA_Class_II_Allele MHC_Class_II_Allele,
BINARY SubClassOf HLA_Class_II_Allele encodes_some_HLA_Class_II_Chain
BINARY is HLA_Class_II_Chain Class
BINARY is Human_MHC_Class_II_Region_Allele Class
BINARY is DLA_12_Allele Class
BINARY SubClassOf DLA_12_Allele DLA_Class_Ib_Allele
BINARY is DLA_64_Allele Class
BINARY SubClassOf DLA_64_Allele DLA_Class_Ib_Allele
BINARY is DLA_79_Allele Class
BINARY SubClassOf DLA_79_Allele DLA_Class_Ib_Allele
BINARY is DLA_Class_I_Allele Class
BINARY is DLA_Class_Ib_Allele Class
BINARY SubClassOf DLA_Class_Ib_Allele DLA_Class_I_Allele,
BINARY SubClassOf DLA_Class_Ib_Allele MHC_Class_Ib_Allele
BINARY is MHC_Class_II_Allele Class
BINARY is MHC_Class_Ib_Allele Class
BINARY is www.w3.org/2002/07/# Class
