BINARY is short Datatype
BINARY is FBcv_0000410 Class
BINARY equiv FBcv_0000410 BFO_0000051_some
BINARY equiv FBcv_0000410 (PATO_0001236_and_(RO_0000052_some_GO_0009408)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000410 FBcv_0000408,
BINARY SubClassOf FBcv_0000410 FBcv_0000683,
BINARY SubClassOf FBcv_0000410 BFO_0000051_some
BINARY SubClassOf FBcv_0000410 (PATO_0001236_and_(RO_0000052_some_GO_0009408)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000411 Class
BINARY equiv FBcv_0000411 BFO_0000051_some
BINARY equiv FBcv_0000411 (PATO_0001236_and_(RO_0000052_some_GO_0007632)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000411 FBcv_0000387,
BINARY SubClassOf FBcv_0000411 BFO_0000051_some
BINARY SubClassOf FBcv_0000411 (PATO_0001236_and_(RO_0000052_some_GO_0007632)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000412 Class
BINARY equiv FBcv_0000412 BFO_0000051_some
BINARY equiv FBcv_0000412 (PATO_0001236_and_(RO_0000052_some_GO_0007634)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000412 FBcv_0000411,
BINARY SubClassOf FBcv_0000412 BFO_0000051_some
BINARY SubClassOf FBcv_0000412 (PATO_0001236_and_(RO_0000052_some_GO_0007634)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000413 Class
BINARY equiv FBcv_0000413 BFO_0000051_some
BINARY equiv FBcv_0000413 (PATO_0001236_and_(RO_0000052_some_GO_0042331)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000413 FBcv_0001347,
BINARY SubClassOf FBcv_0000413 BFO_0000051_some
BINARY SubClassOf FBcv_0000413 (PATO_0001236_and_(RO_0000052_some_GO_0042331)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000414 Class
BINARY equiv FBcv_0000414 BFO_0000051_some
BINARY equiv FBcv_0000414 (PATO_0001236_and_(RO_0000052_some_GO_0007626)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000414 FBcv_0000387,
BINARY SubClassOf FBcv_0000414 BFO_0000051_some
BINARY SubClassOf FBcv_0000414 (PATO_0001236_and_(RO_0000052_some_GO_0007626)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000415 Class
BINARY equiv FBcv_0000415 BFO_0000051_some
BINARY equiv FBcv_0000415 (PATO_0001236_and_(RO_0000052_some_NBO_0000016)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000415 FBcv_0000387,
BINARY SubClassOf FBcv_0000415 BFO_0000051_some
BINARY SubClassOf FBcv_0000415 (PATO_0001236_and_(RO_0000052_some_NBO_0000016)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000416 Class
BINARY equiv FBcv_0000416 BFO_0000051_some
BINARY equiv FBcv_0000416 (PATO_0001236_and_(RO_0000052_some_NBO_0000339)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000416 FBcv_0000414,
BINARY SubClassOf FBcv_0000416 BFO_0000051_some
BINARY SubClassOf FBcv_0000416 (PATO_0001236_and_(RO_0000052_some_NBO_0000339)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000417 Class
BINARY equiv FBcv_0000417 BFO_0000051_some
BINARY equiv FBcv_0000417 (PATO_0001236_and_(RO_0000052_some_GO_0060361)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000417 FBcv_0001347,
BINARY SubClassOf FBcv_0000417 BFO_0000051_some
BINARY SubClassOf FBcv_0000417 (PATO_0001236_and_(RO_0000052_some_GO_0060361)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000418 Class
BINARY equiv FBcv_0000418 BFO_0000051_some
BINARY equiv FBcv_0000418 (PATO_0000462_and_(RO_0000052_some_GO_0060361)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000418 FBcv_0000417,
BINARY SubClassOf FBcv_0000418 BFO_0000051_some
BINARY SubClassOf FBcv_0000418 (PATO_0000462_and_(RO_0000052_some_GO_0060361)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000419 Class
BINARY equiv FBcv_0000419 BFO_0000051_some
BINARY equiv FBcv_0000419 (PATO_0001236_and_(RO_0000052_some_GO_0007631)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000419 FBcv_0000387,
BINARY SubClassOf FBcv_0000419 BFO_0000051_some
BINARY SubClassOf FBcv_0000419 (PATO_0001236_and_(RO_0000052_some_GO_0007631)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000420 Class
BINARY equiv FBcv_0000420 BFO_0000051_some
BINARY equiv FBcv_0000420 (PATO_0001236_and_(RO_0000052_some_GO_0007625)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000420 FBcv_0000387,
BINARY SubClassOf FBcv_0000420 BFO_0000051_some
BINARY SubClassOf FBcv_0000420 (PATO_0001236_and_(RO_0000052_some_GO_0007625)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000421 Class
BINARY equiv FBcv_0000421 BFO_0000051_some
BINARY equiv FBcv_0000421 (PATO_0001236_and_(RO_0000052_some_NBO_0000332)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000421 FBcv_0000387,
BINARY SubClassOf FBcv_0000421 BFO_0000051_some
BINARY SubClassOf FBcv_0000421 (PATO_0001236_and_(RO_0000052_some_NBO_0000332)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000422 Class
BINARY equiv FBcv_0000422 BFO_0000051_some
BINARY equiv FBcv_0000422 (PATO_0001236_and_(RO_0000052_some_GO_0043153)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000422 FBcv_0000387,
BINARY SubClassOf FBcv_0000422 BFO_0000051_some
BINARY SubClassOf FBcv_0000422 (PATO_0001236_and_(RO_0000052_some_GO_0043153)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000423 Class
BINARY equiv FBcv_0000423 BFO_0000051_some
BINARY equiv FBcv_0000423 (PATO_0001236_and_(RO_0000052_some_GO_0006281)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000423 FBcv_0000408,
BINARY SubClassOf FBcv_0000423 BFO_0000051_some
BINARY SubClassOf FBcv_0000423 (PATO_0001236_and_(RO_0000052_some_GO_0006281)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000424 Class
BINARY equiv FBcv_0000424 BFO_0000051_some
BINARY equiv FBcv_0000424 (PATO_0001236_and_(RO_0000052_some_GO_0008219)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000424 FBcv_0001347,
BINARY SubClassOf FBcv_0000424 BFO_0000051_some
BINARY SubClassOf FBcv_0000424 (PATO_0001236_and_(RO_0000052_some_GO_0008219)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000425 Class
BINARY equiv FBcv_0000425 BFO_0000051_some
BINARY equiv FBcv_0000425 (PATO_0002052_and_(RO_0000052_some_GO_0008219)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000425 FBcv_0000424,
BINARY SubClassOf FBcv_0000425 BFO_0000051_some
BINARY SubClassOf FBcv_0000425 (PATO_0002052_and_(RO_0000052_some_GO_0008219)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000426 Class
BINARY equiv FBcv_0000426 BFO_0000051_some
BINARY equiv FBcv_0000426 (PATO_0002051_and_(RO_0000052_some_GO_0008219)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000426 FBcv_0000424,
BINARY SubClassOf FBcv_0000426 BFO_0000051_some
BINARY SubClassOf FBcv_0000426 (PATO_0002051_and_(RO_0000052_some_GO_0008219)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000427 Class
BINARY equiv FBcv_0000427 BFO_0000051_some
BINARY equiv FBcv_0000427 (PATO_0001236_and_(RO_0000052_some_GO_0016049)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000427 FBcv_0001347,
BINARY SubClassOf FBcv_0000427 BFO_0000051_some
BINARY SubClassOf FBcv_0000427 (PATO_0001236_and_(RO_0000052_some_GO_0016049)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000428 Class
BINARY equiv FBcv_0000428 BFO_0000051_some
BINARY equiv FBcv_0000428 (PATO_0000117_and_(RO_0000052_some_CL_0000000)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000428 FBcv_0001347,
BINARY SubClassOf FBcv_0000428 BFO_0000051_some
BINARY SubClassOf FBcv_0000428 (PATO_0000117_and_(RO_0000052_some_CL_0000000)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000429 Class
BINARY equiv FBcv_0000429 BFO_0000051_some
BINARY equiv FBcv_0000429 (PATO_0000052_and_(RO_0000052_some_CL_0000000)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000429 FBcv_0001347,
BINARY SubClassOf FBcv_0000429 BFO_0000051_some
BINARY SubClassOf FBcv_0000429 (PATO_0000052_and_(RO_0000052_some_CL_0000000)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000430 Class
BINARY equiv FBcv_0000430 BFO_0000051_some
BINARY equiv FBcv_0000430 (PATO_0001769_and_(RO_0000052_some_FBbt_00007002)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000430 FBcv_0001347,
BINARY SubClassOf FBcv_0000430 BFO_0000051_some
BINARY SubClassOf FBcv_0000430 (PATO_0001769_and_(RO_0000052_some_FBbt_00007002)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000431 Class
BINARY equiv FBcv_0000431 BFO_0000051_some
BINARY equiv FBcv_0000431 (PATO_0001236_and_(RO_0000052_some_GO_0051321)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000431 FBcv_0000671,
BINARY SubClassOf FBcv_0000431 BFO_0000051_some
BINARY SubClassOf FBcv_0000431 (PATO_0001236_and_(RO_0000052_some_GO_0051321)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000432 Class
BINARY equiv FBcv_0000432 BFO_0000051_some
BINARY equiv FBcv_0000432 (PATO_0001236_and_(RO_0000052_some_GO_0000278)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000432 FBcv_0000671,
BINARY SubClassOf FBcv_0000432 BFO_0000051_some
BINARY SubClassOf FBcv_0000432 (PATO_0001236_and_(RO_0000052_some_GO_0000278)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000433 Class
BINARY equiv FBcv_0000433 BFO_0000051_some
BINARY equiv FBcv_0000433 (PATO_0001236_and_(RO_0000052_some_GO_0000910)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000433 FBcv_0000671,
BINARY SubClassOf FBcv_0000433 BFO_0000051_some
BINARY SubClassOf FBcv_0000433 (PATO_0001236_and_(RO_0000052_some_GO_0000910)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000434 Class
BINARY SubClassOf FBcv_0000434 FBcv_0001347
BINARY is FBcv_0000435 Class
BINARY equiv FBcv_0000435 BFO_0000051_some
BINARY equiv FBcv_0000435 (PATO_0000001_and_(RO_0002314_some_FBbt_00005093)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000435 FBcv_0001347,
BINARY SubClassOf FBcv_0000435 BFO_0000051_some
BINARY SubClassOf FBcv_0000435 (PATO_0000001_and_(RO_0002314_some_FBbt_00005093)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000436 Class
BINARY equiv FBcv_0000436 BFO_0000051_some
BINARY equiv FBcv_0000436 (PATO_0001236_and_(RO_0000052_some_GO_0007530)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000436 FBcv_0001347,
BINARY SubClassOf FBcv_0000436 BFO_0000051_some
BINARY SubClassOf FBcv_0000436 (PATO_0001236_and_(RO_0000052_some_GO_0007530)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000438 Class
BINARY SubClassOf FBcv_0000438 FBcv_0001347
BINARY is FBcv_0000439 Class
BINARY equiv FBcv_0000439 BFO_0000051_some
BINARY equiv FBcv_0000439 (PATO_0001650_and_(RO_0000052_some_CARO_0010004)_and_(RO_0002503_some_CHEBI_24431)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000439 FBcv_0001347,
BINARY SubClassOf FBcv_0000439 BFO_0000051_some
BINARY SubClassOf FBcv_0000439 (PATO_0001650_and_(RO_0000052_some_CARO_0010004)_and_(RO_0002503_some_CHEBI_24431)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000440 Class
BINARY equiv FBcv_0000440 BFO_0000051_some
BINARY equiv FBcv_0000440 (PATO_0001651_and_(RO_0000052_some_CARO_0010004)_and_(RO_0002503_some_CHEBI_24431)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000440 FBcv_0001347,
BINARY SubClassOf FBcv_0000440 BFO_0000051_some
BINARY SubClassOf FBcv_0000440 (PATO_0001651_and_(RO_0000052_some_CARO_0010004)_and_(RO_0002503_some_CHEBI_24431)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000441 Class
BINARY equiv FBcv_0000441 BFO_0000051_some
BINARY equiv FBcv_0000441 (PATO_0001650_and_(RO_0000052_some_CARO_0010004)_and_(RO_0002503_some_ENVO_01001023)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000441 FBcv_0001347,
BINARY SubClassOf FBcv_0000441 BFO_0000051_some
BINARY SubClassOf FBcv_0000441 (PATO_0001650_and_(RO_0000052_some_CARO_0010004)_and_(RO_0002503_some_ENVO_01001023)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000442 Class
BINARY equiv FBcv_0000442 BFO_0000051_some
BINARY equiv FBcv_0000442 (PATO_0001651_and_(RO_0000052_some_CARO_0010004)_and_(RO_0002503_some_ENVO_01001023)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000442 FBcv_0001347,
BINARY SubClassOf FBcv_0000442 BFO_0000051_some
BINARY SubClassOf FBcv_0000442 (PATO_0001651_and_(RO_0000052_some_CARO_0010004)_and_(RO_0002503_some_ENVO_01001023)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000443 Class
BINARY SubClassOf FBcv_0000443 FBcv_0000450
BINARY is FBcv_0000444 Class
BINARY equiv FBcv_0000444 BFO_0000051_some
BINARY equiv FBcv_0000444 (PATO_0000644_and_(RO_0000052_some_FBbt_00007001)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000444 FBcv_0000362,
BINARY SubClassOf FBcv_0000444 BFO_0000051_some
BINARY SubClassOf FBcv_0000444 (PATO_0000644_and_(RO_0000052_some_FBbt_00007001)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000446 Class
BINARY SubClassOf FBcv_0000446 FBcv_0001347
BINARY is FBcv_0000447 Class
BINARY SubClassOf FBcv_0000447 FBcv_0001347
BINARY is FBcv_0000448 Class
BINARY equiv FBcv_0000448 BFO_0000051_some
BINARY equiv FBcv_0000448 (PATO_0001236_and_(RO_0000052_some_GO_0006955)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000448 FBcv_0001347,
BINARY SubClassOf FBcv_0000448 BFO_0000051_some
BINARY SubClassOf FBcv_0000448 (PATO_0001236_and_(RO_0000052_some_GO_0006955)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000449 Class
BINARY equiv FBcv_0000449 BFO_0000051_some
BINARY equiv FBcv_0000449 (PATO_0001236_and_(RO_0000052_some_GO_0001736)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000449 FBcv_0001347,
BINARY SubClassOf FBcv_0000449 BFO_0000051_some
BINARY SubClassOf FBcv_0000449 (PATO_0001236_and_(RO_0000052_some_GO_0001736)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000450 Class
BINARY equiv FBcv_0000450 BFO_0000051_some
BINARY equiv FBcv_0000450 (PATO_0000161_and_(RO_0000052_some
BINARY equiv FBcv_0000450 (GO_0032502_and_(RO_0002083_some_FBdv_00007026)))_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000450 FBcv_0001347,
BINARY SubClassOf FBcv_0000450 BFO_0000051_some
BINARY SubClassOf FBcv_0000450 (PATO_0000161_and_(RO_0000052_some
BINARY SubClassOf FBcv_0000450 (GO_0032502_and_(RO_0002083_some_FBdv_00007026)))_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000451 Class
BINARY equiv FBcv_0000451 BFO_0000051_some
BINARY equiv FBcv_0000451 (PATO_0001236_and_(RO_0000052_some_GO_0042060)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000451 FBcv_0000408,
BINARY SubClassOf FBcv_0000451 BFO_0000051_some
BINARY SubClassOf FBcv_0000451 (PATO_0001236_and_(RO_0000052_some_GO_0042060)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000665 Class
BINARY equiv FBcv_0000665 BFO_0000051_some
BINARY equiv FBcv_0000665 (PATO_0000117_and_(RO_0000052_some_FBbt_00000001)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000665 FBcv_0000354,
BINARY SubClassOf FBcv_0000665 FBcv_0000357,
BINARY SubClassOf FBcv_0000665 BFO_0000051_some
BINARY SubClassOf FBcv_0000665 (PATO_0000117_and_(RO_0000052_some_FBbt_00000001)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000668 Class
BINARY equiv FBcv_0000668 BFO_0000051_some
BINARY equiv FBcv_0000668 (PATO_0001236_and_(RO_0000052_some_GO_0007155)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000668 FBcv_0001347,
BINARY SubClassOf FBcv_0000668 BFO_0000051_some
BINARY SubClassOf FBcv_0000668 (PATO_0001236_and_(RO_0000052_some_GO_0007155)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000669 Class
BINARY equiv FBcv_0000669 BFO_0000051_some
BINARY equiv FBcv_0000669 (PATO_0001236_and_(RO_0000052_some_GO_0035187)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000669 FBcv_0000387,
BINARY SubClassOf FBcv_0000669 BFO_0000051_some
BINARY SubClassOf FBcv_0000669 (PATO_0001236_and_(RO_0000052_some_GO_0035187)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000670 Class
BINARY equiv FBcv_0000670 BFO_0000051_some
BINARY equiv FBcv_0000670 (PATO_0001236_and_(RO_0000052_some_GO_0007562)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000670 FBcv_0001347,
BINARY SubClassOf FBcv_0000670 BFO_0000051_some
BINARY SubClassOf FBcv_0000670 (PATO_0001236_and_(RO_0000052_some_GO_0007562)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000671 Class
BINARY equiv FBcv_0000671 BFO_0000051_some
BINARY equiv FBcv_0000671 (PATO_0001236_and_(RO_0000052_some_GO_0007049)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000671 FBcv_0001347,
BINARY SubClassOf FBcv_0000671 BFO_0000051_some
BINARY SubClassOf FBcv_0000671 (PATO_0001236_and_(RO_0000052_some_GO_0007049)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000672 Class
BINARY equiv FBcv_0000672 BFO_0000051_some
BINARY equiv FBcv_0000672 (PATO_0001236_and_(RO_0000052_some_GO_0007113)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000672 FBcv_0000432,
BINARY SubClassOf FBcv_0000672 BFO_0000051_some
BINARY SubClassOf FBcv_0000672 (PATO_0001236_and_(RO_0000052_some_GO_0007113)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000679 Class
BINARY equiv FBcv_0000679 BFO_0000051_some
BINARY equiv FBcv_0000679 (PATO_0001236_and_(RO_0000052_some_GO_0048512)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000679 FBcv_0000387,
BINARY SubClassOf FBcv_0000679 FBcv_0000394,
BINARY SubClassOf FBcv_0000679 BFO_0000051_some
BINARY SubClassOf FBcv_0000679 (PATO_0001236_and_(RO_0000052_some_GO_0048512)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000680 Class
BINARY equiv FBcv_0000680 BFO_0000051_some
BINARY equiv FBcv_0000680 (PATO_0001236_and_(RO_0000052_some_GO_0007637)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000680 FBcv_0000403,
BINARY SubClassOf FBcv_0000680 BFO_0000051_some
BINARY SubClassOf FBcv_0000680 (PATO_0001236_and_(RO_0000052_some_GO_0007637)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000681 Class
BINARY equiv FBcv_0000681 BFO_0000051_some
BINARY equiv FBcv_0000681 (PATO_0001236_and_(RO_0000052_some_GO_0007600)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000681 FBcv_0001347,
BINARY SubClassOf FBcv_0000681 BFO_0000051_some
BINARY SubClassOf FBcv_0000681 (PATO_0001236_and_(RO_0000052_some_GO_0007600)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000682 Class
BINARY equiv FBcv_0000682 BFO_0000051_some
BINARY equiv FBcv_0000682 (PATO_0001236_and_(RO_0000052_some_GO_0050975)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000682 FBcv_0000681,
BINARY SubClassOf FBcv_0000682 BFO_0000051_some
BINARY SubClassOf FBcv_0000682 (PATO_0001236_and_(RO_0000052_some_GO_0050975)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000683 Class
BINARY equiv FBcv_0000683 BFO_0000051_some
BINARY equiv FBcv_0000683 (PATO_0001236_and_(RO_0000052_some_GO_0009266)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000683 FBcv_0001347,
BINARY SubClassOf FBcv_0000683 BFO_0000051_some
BINARY SubClassOf FBcv_0000683 (PATO_0001236_and_(RO_0000052_some_GO_0009266)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000684 Class
BINARY equiv FBcv_0000684 BFO_0000051_some
BINARY equiv FBcv_0000684 (PATO_0001236_and_(RO_0000052_some_GO_0009409)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000684 FBcv_0000408,
BINARY SubClassOf FBcv_0000684 FBcv_0000683,
BINARY SubClassOf FBcv_0000684 BFO_0000051_some
BINARY SubClassOf FBcv_0000684 (PATO_0001236_and_(RO_0000052_some_GO_0009409)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000686 Class
BINARY equiv FBcv_0000686 BFO_0000051_some
BINARY equiv FBcv_0000686 (PATO_0001236_and_(RO_0000052_some_GO_0009798)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000686 FBcv_0001347,
BINARY SubClassOf FBcv_0000686 BFO_0000051_some
BINARY SubClassOf FBcv_0000686 (PATO_0001236_and_(RO_0000052_some_GO_0009798)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000698 Class
BINARY SubClassOf FBcv_0000698 FBcv_0001347
BINARY is FBcv_0000699 Class
BINARY SubClassOf FBcv_0000699 FBcv_0000698
BINARY is FBcv_0000700 Class
BINARY SubClassOf FBcv_0000700 FBcv_0000699
BINARY is FBcv_0000701 Class
BINARY SubClassOf FBcv_0000701 FBcv_0000699
BINARY is FBcv_0000702 Class
BINARY SubClassOf FBcv_0000702 FBcv_0000698
BINARY is FBcv_0000703 Class
BINARY SubClassOf FBcv_0000703 FBcv_0000698
BINARY is FBcv_0000705 Class
BINARY equiv FBcv_0000705 BFO_0000051_some
BINARY equiv FBcv_0000705 (PATO_0001236_and_(RO_0000052_some_GO_0030431)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000705 FBcv_0001347,
BINARY SubClassOf FBcv_0000705 BFO_0000051_some
BINARY SubClassOf FBcv_0000705 (PATO_0001236_and_(RO_0000052_some_GO_0030431)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000706 Class
BINARY equiv FBcv_0000706 BFO_0000051_some
BINARY equiv FBcv_0000706 (PATO_0001236_and_(RO_0000052_some_GO_0055115)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000706 FBcv_0001347,
BINARY SubClassOf FBcv_0000706 BFO_0000051_some
BINARY SubClassOf FBcv_0000706 (PATO_0001236_and_(RO_0000052_some_GO_0055115)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000707 Class
BINARY equiv FBcv_0000707 BFO_0000051_some
BINARY equiv FBcv_0000707 (PATO_0001236_and_(RO_0000052_some_GO_0055116)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000707 FBcv_0000706,
BINARY SubClassOf FBcv_0000707 BFO_0000051_some
BINARY SubClassOf FBcv_0000707 (PATO_0001236_and_(RO_0000052_some_GO_0055116)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000708 Class
BINARY equiv FBcv_0000708 BFO_0000051_some
BINARY equiv FBcv_0000708 (PATO_0001236_and_(RO_0000052_some_GO_0042594)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000708 FBcv_0000408,
BINARY SubClassOf FBcv_0000708 BFO_0000051_some
BINARY SubClassOf FBcv_0000708 (PATO_0001236_and_(RO_0000052_some_GO_0042594)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000709 Class
BINARY equiv FBcv_0000709 BFO_0000051_some
BINARY equiv FBcv_0000709 (PATO_0000070_and_(RO_0000052_some_CL_0000000)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000709 FBcv_0001347,
BINARY SubClassOf FBcv_0000709 BFO_0000051_some
BINARY SubClassOf FBcv_0000709 (PATO_0000070_and_(RO_0000052_some_CL_0000000)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000713 Class
BINARY equiv FBcv_0000713 BFO_0000051_some
BINARY equiv FBcv_0000713 (PATO_0000462_and_(RO_0000052_some_NBO_0000016)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000713 FBcv_0000415,
BINARY SubClassOf FBcv_0000713 BFO_0000051_some
BINARY SubClassOf FBcv_0000713 (PATO_0000462_and_(RO_0000052_some_NBO_0000016)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000716 Class
BINARY equiv FBcv_0000716 BFO_0000051_some
BINARY equiv FBcv_0000716 (PATO_0001236_and_(RO_0000052_some_GO_0016477)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000716 FBcv_0001347,
BINARY SubClassOf FBcv_0000716 BFO_0000051_some
BINARY SubClassOf FBcv_0000716 (PATO_0001236_and_(RO_0000052_some_GO_0016477)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000717 Class
BINARY equiv FBcv_0000717 BFO_0000051_some
BINARY equiv FBcv_0000717 (PATO_0000912_and_(RO_0000052_some_GO_0016049)_and_(RO_0002573_some_PATO_0000460))
