BINARY is namespacestring Datatype
BINARY SubClassOf CHEBI_190429 CDNO_0000029
BINARY is CHEBI_190430 Class
BINARY SubClassOf CHEBI_190430 CDNO_0000030
BINARY is CHEBI_190431 Class
BINARY SubClassOf CHEBI_190431 CDNO_0000030
BINARY is CHEBI_190496 Class
BINARY SubClassOf CHEBI_190496 CDNO_0000012
BINARY is CHEBI_190515 Class
BINARY SubClassOf CHEBI_190515 CDNO_0000015
BINARY is CHEBI_190516 Class
BINARY SubClassOf CHEBI_190516 CDNO_0000018
BINARY is CHEBI_190517 Class
BINARY SubClassOf CHEBI_190517 CDNO_0000026
BINARY is CHEBI_190519 Class
BINARY SubClassOf CHEBI_190519 CHEBI_36080
BINARY is CHEBI_190521 Class
BINARY SubClassOf CHEBI_190521 CDNO_0000009
BINARY is CHEBI_190522 Class
BINARY SubClassOf CHEBI_190522 CHEBI_36080
BINARY is CHEBI_192499 Class
BINARY SubClassOf CHEBI_192499 CHEBI_47916
BINARY is CHEBI_192500 Class
BINARY is CHEBI_192501 Class
BINARY SubClassOf CHEBI_192501 CHEBI_23909
BINARY is CHEBI_20106 Class
BINARY SubClassOf CHEBI_20106 CHEBI_33853
BINARY is CHEBI_2120 Class
BINARY SubClassOf CHEBI_2120 CHEBI_33570
BINARY is CHEBI_22315 Class
BINARY SubClassOf CHEBI_22315 CHEBI_72544
BINARY is CHEBI_22470 Class
BINARY SubClassOf CHEBI_22470 CHEBI_27013
BINARY is CHEBI_22580 Class
BINARY SubClassOf CHEBI_22580 CHEBI_72544
BINARY is CHEBI_22590 Class
BINARY SubClassOf CHEBI_22590 CHEBI_18154
BINARY is CHEBI_22599 Class
BINARY SubClassOf CHEBI_22599 CHEBI_35381
BINARY is CHEBI_22652 Class
BINARY SubClassOf CHEBI_22652 CHEBI_64709
BINARY is CHEBI_22653 Class
BINARY SubClassOf CHEBI_22653 CHEBI_33709
BINARY is CHEBI_22660 Class
BINARY SubClassOf CHEBI_22660 CHEBI_33709
BINARY is CHEBI_22707 Class
BINARY SubClassOf CHEBI_22707 CHEBI_33853
BINARY is CHEBI_23042 Class
BINARY is CHEBI_23055 Class
BINARY SubClassOf CHEBI_23055 CHEBI_89634
BINARY is CHEBI_23086 Class
BINARY SubClassOf CHEBI_23086 CHEBI_47916
BINARY is CHEBI_23401 Class
BINARY SubClassOf CHEBI_23401 CHEBI_24689
BINARY is CHEBI_23456 Class
BINARY SubClassOf CHEBI_23456 CHEBI_25140
BINARY is CHEBI_23652 Class
BINARY SubClassOf CHEBI_23652 CHEBI_37163
BINARY is CHEBI_2366 Class
BINARY SubClassOf CHEBI_2366 CHEBI_26873
BINARY is CHEBI_23849 Class
BINARY SubClassOf CHEBI_23849 CHEBI_26873
BINARY is CHEBI_23909 Class
BINARY is CHEBI_24174 Class
BINARY SubClassOf CHEBI_24174 CHEBI_18154
BINARY is CHEBI_24278 Class
BINARY SubClassOf CHEBI_24278 CHEBI_50753
BINARY is CHEBI_24279 Class
BINARY SubClassOf CHEBI_24279 CHEBI_72544
BINARY is CHEBI_24385 Class
BINARY SubClassOf CHEBI_24385 CHEBI_33563
BINARY is CHEBI_24673 Class
BINARY SubClassOf CHEBI_24673 CHEBI_33853
BINARY is CHEBI_24676 Class
BINARY SubClassOf CHEBI_24676 CHEBI_166890
BINARY is CHEBI_24689 Class
BINARY is CHEBI_24698 Class
BINARY is CHEBI_24741 Class
BINARY SubClassOf CHEBI_24741 CHEBI_33709
BINARY is CHEBI_24840 Class
BINARY SubClassOf CHEBI_24840 CDNO_0000021
BINARY is CHEBI_24848 Class
BINARY SubClassOf CHEBI_24848 CDNO_0000013
BINARY is CHEBI_24866 Class
BINARY SubClassOf CHEBI_24866 CDNO_0000001
BINARY is CHEBI_24898 Class
BINARY SubClassOf CHEBI_24898 CHEBI_33709
BINARY is CHEBI_24913 Class
BINARY SubClassOf CHEBI_24913 CHEBI_18059
BINARY is CHEBI_24973 Class
BINARY SubClassOf CHEBI_24973 CHEBI_24978
BINARY is CHEBI_24978 Class
BINARY SubClassOf CHEBI_24978 CHEBI_35381
BINARY is CHEBI_25017 Class
BINARY SubClassOf CHEBI_25017 CHEBI_33709
BINARY is CHEBI_25094 Class
BINARY SubClassOf CHEBI_25094 CHEBI_33709
BINARY is CHEBI_25140 Class
BINARY is CHEBI_25322 Class
BINARY SubClassOf CHEBI_25322 CDNO_0000012
BINARY is CHEBI_25409 Class
BINARY SubClassOf CHEBI_25409 CHEBI_26873
BINARY is CHEBI_25413 Class
BINARY SubClassOf CHEBI_25413 CHEBI_35366
BINARY is CHEBI_25459 Class
BINARY SubClassOf CHEBI_25459 CHEBI_26873
BINARY is CHEBI_25481 Class
BINARY SubClassOf CHEBI_25481 CHEBI_72544
BINARY is CHEBI_25555 Class
BINARY SubClassOf CHEBI_25555 CDNO_0000011
BINARY is CHEBI_25681 Class
BINARY SubClassOf CHEBI_25681 CHEBI_26208
BINARY is CHEBI_25704 Class
BINARY SubClassOf CHEBI_25704 CDNO_0000021
BINARY is CHEBI_25863 Class
BINARY SubClassOf CHEBI_25863 CHEBI_47916
BINARY is CHEBI_26004 Class
BINARY is CHEBI_26078 Class
BINARY SubClassOf CHEBI_26078 CDNO_0000018
BINARY is CHEBI_26125 Class
BINARY SubClassOf CHEBI_26125 CHEBI_15889
BINARY is CHEBI_26191 Class
BINARY SubClassOf CHEBI_26191 CDNO_0000013,
BINARY SubClassOf CHEBI_26191 CHEBI_16646
BINARY is CHEBI_26195 Class
BINARY SubClassOf CHEBI_26195 CHEBI_33853
BINARY is CHEBI_26208 Class
BINARY SubClassOf CHEBI_26208 CHEBI_35366
BINARY is CHEBI_26267 Class
BINARY SubClassOf CHEBI_26267 CHEBI_47916
BINARY is CHEBI_26271 Class
BINARY SubClassOf CHEBI_26271 CHEBI_33709
BINARY is CHEBI_26377 Class
BINARY SubClassOf CHEBI_26377 CHEBI_50753
BINARY is CHEBI_26493 Class
BINARY SubClassOf CHEBI_26493 CHEBI_64709
BINARY is CHEBI_26543 Class
BINARY SubClassOf CHEBI_26543 CHEBI_24174
BINARY is CHEBI_26546 Class
BINARY SubClassOf CHEBI_26546 CHEBI_35381
BINARY is CHEBI_26607 Class
BINARY SubClassOf CHEBI_26607 CHEBI_35366
BINARY is CHEBI_26658 Class
BINARY SubClassOf CHEBI_26658 CHEBI_26873
BINARY is CHEBI_26660 Class
BINARY SubClassOf CHEBI_26660 CHEBI_26873
BINARY is CHEBI_26667 Class
BINARY SubClassOf CHEBI_26667 CHEBI_16646
BINARY is CHEBI_26710 Class
BINARY SubClassOf CHEBI_26710 CHEBI_24866,
BINARY SubClassOf CHEBI_26710 CHEBI_36093,
BINARY SubClassOf CHEBI_26710 CHEBI_38702
BINARY is CHEBI_26775 Class
BINARY SubClassOf CHEBI_26775 CDNO_0000013
BINARY is CHEBI_26776 Class
BINARY SubClassOf CHEBI_26776 CHEBI_26775
BINARY is CHEBI_26848 Class
BINARY SubClassOf CHEBI_26848 CHEBI_26195
BINARY is CHEBI_26849 Class
BINARY SubClassOf CHEBI_26849 CHEBI_64709
BINARY is CHEBI_26873 Class
BINARY SubClassOf CHEBI_26873 CHEBI_24913,
BINARY SubClassOf CHEBI_26873 CHEBI_72544
BINARY is CHEBI_26935 Class
BINARY SubClassOf CHEBI_26935 CHEBI_26873
BINARY is CHEBI_26948 Class
BINARY SubClassOf CHEBI_26948 CHEBI_75769
BINARY is CHEBI_26986 Class
BINARY SubClassOf CHEBI_26986 CHEBI_33709
BINARY is CHEBI_27013 Class
BINARY SubClassOf CHEBI_27013 CHEBI_33234
BINARY is CHEBI_27082 Class
BINARY SubClassOf CHEBI_27082 CHEBI_36233
BINARY is CHEBI_27266 Class
BINARY SubClassOf CHEBI_27266 CHEBI_33709
BINARY is CHEBI_27300 Class
BINARY SubClassOf CHEBI_27300 CDNO_0000014
BINARY is CHEBI_27306 Class
BINARY SubClassOf CHEBI_27306 CHEBI_75769
BINARY is CHEBI_27408 Class
BINARY SubClassOf CHEBI_27408 CHEBI_26873
BINARY is CHEBI_27470 Class
BINARY SubClassOf CHEBI_27470 CHEBI_176842
BINARY is CHEBI_27570 Class
BINARY SubClassOf CHEBI_27570 CHEBI_33709
BINARY is CHEBI_27632 Class
BINARY SubClassOf CHEBI_27632 CHEBI_51867
BINARY is CHEBI_27680 Class
BINARY SubClassOf CHEBI_27680 CHEBI_18154
BINARY is CHEBI_27693 Class
BINARY SubClassOf CHEBI_27693 CHEBI_26125
BINARY is CHEBI_27732 Class
BINARY SubClassOf CHEBI_27732 CHEBI_22315
BINARY is CHEBI_27774 Class
BINARY SubClassOf CHEBI_27774 CHEBI_26873
BINARY is CHEBI_27781 Class
BINARY SubClassOf CHEBI_27781 CHEBI_25413
BINARY is CHEBI_27810 Class
BINARY SubClassOf CHEBI_27810 CHEBI_33570
BINARY is CHEBI_27843 Class
BINARY SubClassOf CHEBI_27843 CHEBI_47916
BINARY is CHEBI_27881 Class
BINARY SubClassOf CHEBI_27881 CHEBI_26776
BINARY is CHEBI_27897 Class
BINARY SubClassOf CHEBI_27897 CHEBI_33709
BINARY is CHEBI_27949 Class
BINARY SubClassOf CHEBI_27949 CHEBI_33853
BINARY is CHEBI_27956 Class
BINARY SubClassOf CHEBI_27956 CHEBI_22652
BINARY is CHEBI_27961 Class
BINARY SubClassOf CHEBI_27961 CHEBI_26873
BINARY is CHEBI_27997 Class
BINARY SubClassOf CHEBI_27997 CHEBI_25413
BINARY is CHEBI_28017 Class
BINARY SubClassOf CHEBI_28017 CDNO_0000003,
BINARY SubClassOf CHEBI_28017 CHEBI_18154
BINARY is CHEBI_28044 Class
BINARY SubClassOf CHEBI_28044 CHEBI_33709
BINARY is CHEBI_28057 Class
BINARY SubClassOf CHEBI_28057 CHEBI_18154
BINARY is CHEBI_28093 Class
BINARY SubClassOf CHEBI_28093 CHEBI_26873
BINARY is CHEBI_28102 Class
BINARY SubClassOf CHEBI_28102 CHEBI_18154
BINARY is CHEBI_28177 Class
BINARY SubClassOf CHEBI_28177 CHEBI_22315
BINARY is CHEBI_28260 Class
BINARY SubClassOf CHEBI_28260 CDNO_0000004,
BINARY SubClassOf CHEBI_28260 CHEBI_35381
BINARY is CHEBI_28300 Class
BINARY SubClassOf CHEBI_28300 CHEBI_33709
BINARY is CHEBI_28346 Class
BINARY SubClassOf CHEBI_28346 CHEBI_22315
BINARY is CHEBI_28384 Class
BINARY SubClassOf CHEBI_28384 CDNO_0000014
BINARY is CHEBI_28412 Class
BINARY is CHEBI_28425 Class
BINARY SubClassOf CHEBI_28425 CHEBI_23042
BINARY is CHEBI_28427 Class
BINARY SubClassOf CHEBI_28427 CHEBI_61266
BINARY is CHEBI_28436 Class
BINARY SubClassOf CHEBI_28436 CHEBI_47916
BINARY is CHEBI_28478 Class
BINARY SubClassOf CHEBI_28478 CHEBI_33853
BINARY is CHEBI_28586 Class
BINARY SubClassOf CHEBI_28586 CHEBI_74961
BINARY is CHEBI_28591 Class
BINARY SubClassOf CHEBI_28591 CHEBI_33853
BINARY is CHEBI_28623 Class
BINARY SubClassOf CHEBI_28623 CHEBI_26125
BINARY is CHEBI_28716 Class
BINARY SubClassOf CHEBI_28716 CHEBI_25413
BINARY is CHEBI_28757 Class
BINARY SubClassOf CHEBI_28757 CDNO_0000004,
BINARY SubClassOf CHEBI_28757 CHEBI_35381
BINARY is CHEBI_28790 Class
BINARY SubClassOf CHEBI_28790 CHEBI_33853
BINARY is CHEBI_28792 Class
BINARY SubClassOf CHEBI_28792 CHEBI_25413
BINARY is CHEBI_28796 Class
BINARY SubClassOf CHEBI_28796 CDNO_0000008,
BINARY SubClassOf CHEBI_28796 CHEBI_18154
BINARY is CHEBI_28808 Class
BINARY SubClassOf CHEBI_28808 CHEBI_61266
BINARY is CHEBI_28814 Class
BINARY SubClassOf CHEBI_28814 CHEBI_26195
BINARY is CHEBI_28821 Class
BINARY SubClassOf CHEBI_28821 CHEBI_22315
BINARY is CHEBI_28822 Class
BINARY SubClassOf CHEBI_28822 CHEBI_26607
BINARY is CHEBI_28824 Class
BINARY SubClassOf CHEBI_28824 CHEBI_26125
BINARY is CHEBI_28837 Class
BINARY SubClassOf CHEBI_28837 CHEBI_26607
BINARY is CHEBI_28842 Class
BINARY SubClassOf CHEBI_28842 CHEBI_26607
BINARY is CHEBI_28866 Class
BINARY SubClassOf CHEBI_28866 CHEBI_26607
BINARY is CHEBI_28869 Class
BINARY SubClassOf CHEBI_28869 CHEBI_28384
BINARY is CHEBI_28874 Class
BINARY SubClassOf CHEBI_28874 CHEBI_16247,
BINARY SubClassOf CHEBI_28874 CHEBI_190516
BINARY is CHEBI_28875 Class
BINARY SubClassOf CHEBI_28875 CHEBI_26607
BINARY is CHEBI_28917 Class
BINARY SubClassOf CHEBI_28917 CHEBI_192500
BINARY is CHEBI_28934 Class
BINARY SubClassOf CHEBI_28934 CHEBI_27300
BINARY is CHEBI_28940 Class
BINARY SubClassOf CHEBI_28940 CHEBI_73558
BINARY is CHEBI_28941 Class
BINARY SubClassOf CHEBI_28941 CHEBI_26607
BINARY is CHEBI_28946 Class
BINARY SubClassOf CHEBI_28946 CHEBI_22315
BINARY is CHEBI_29016 Class
BINARY SubClassOf CHEBI_29016 CHEBI_33709
BINARY is CHEBI_29033 Class
BINARY SubClassOf CHEBI_29033 CDNO_0000026
BINARY is CHEBI_29036 Class
BINARY SubClassOf CHEBI_29036 CDNO_0000023
BINARY is CHEBI_29041 Class
BINARY SubClassOf CHEBI_29041 CDNO_0000027
BINARY is CHEBI_29073 Class
BINARY SubClassOf CHEBI_29073 CHEBI_176783,
BINARY SubClassOf CHEBI_29073 CHEBI_22652
BINARY is CHEBI_29101 Class
BINARY SubClassOf CHEBI_29101 CDNO_0000020
BINARY is CHEBI_29103 Class
BINARY SubClassOf CHEBI_29103 CDNO_0000019
BINARY is CHEBI_29105 Class
BINARY SubClassOf CHEBI_29105 CDNO_0000030
BINARY is CHEBI_29108 Class
BINARY SubClassOf CHEBI_29108 CDNO_0000015
BINARY is CHEBI_29222 Class
BINARY SubClassOf CHEBI_29222 CHEBI_17996
BINARY is CHEBI_29256 Class
BINARY SubClassOf CHEBI_29256 CHEBI_33261
BINARY is CHEBI_2961 Class
BINARY SubClassOf CHEBI_2961 CHEBI_26873
BINARY is CHEBI_29864 Class
BINARY SubClassOf CHEBI_29864 CHEBI_26191
BINARY is CHEBI_30168 Class
BINARY SubClassOf CHEBI_30168 CDNO_0000012
BINARY is CHEBI_30248 Class
BINARY SubClassOf CHEBI_30248 CHEBI_50699
BINARY is CHEBI_30475 Class
BINARY SubClassOf CHEBI_30475 CDNO_0000012
BINARY is CHEBI_30744 Class
BINARY SubClassOf CHEBI_30744 CHEBI_64709
BINARY is CHEBI_30745 Class
BINARY SubClassOf CHEBI_30745 CHEBI_166890
BINARY is CHEBI_30763 Class
BINARY SubClassOf CHEBI_30763 CHEBI_24676
BINARY is CHEBI_30764 Class
BINARY SubClassOf CHEBI_30764 CHEBI_24676
BINARY is CHEBI_30768 Class
BINARY SubClassOf CHEBI_30768 CHEBI_26607
BINARY is CHEBI_30769 Class
BINARY SubClassOf CHEBI_30769 CHEBI_64709
BINARY is CHEBI_30778 Class
BINARY SubClassOf CHEBI_30778 CHEBI_24676
BINARY is CHEBI_30794 Class
BINARY SubClassOf CHEBI_30794 CHEBI_64709
BINARY is CHEBI_30805 Class
BINARY SubClassOf CHEBI_30805 CHEBI_26607
BINARY is CHEBI_30814 Class
BINARY SubClassOf CHEBI_30814 CHEBI_22707
BINARY is CHEBI_30816 Class
BINARY SubClassOf CHEBI_30816 CHEBI_24676
BINARY is CHEBI_30887 Class
BINARY SubClassOf CHEBI_30887 CHEBI_64709
BINARY is CHEBI_30911 Class
BINARY SubClassOf CHEBI_30911 CHEBI_26191
BINARY is CHEBI_310312 Class
BINARY SubClassOf CHEBI_310312 CHEBI_47916
BINARY is CHEBI_3168 Class
BINARY SubClassOf CHEBI_3168 CHEBI_26125
BINARY is CHEBI_32365 Class
BINARY SubClassOf CHEBI_32365 CHEBI_26607
BINARY is CHEBI_32425 Class
BINARY SubClassOf CHEBI_32425 CHEBI_25413
BINARY is CHEBI_32816 Class
BINARY SubClassOf CHEBI_32816 CHEBI_64709
BINARY is CHEBI_32980 Class
BINARY SubClassOf CHEBI_32980 CHEBI_64709
BINARY is CHEBI_33004 Class
BINARY SubClassOf CHEBI_33004 CDNO_0000012
BINARY is CHEBI_33006 Class
BINARY SubClassOf CHEBI_33006 CDNO_0000022
BINARY is CHEBI_33229 Class
BINARY is CHEBI_33234 Class
BINARY SubClassOf CHEBI_33234 CDNO_0000014
BINARY is CHEBI_33235 Class
BINARY SubClassOf CHEBI_33235 CHEBI_33234
BINARY is CHEBI_33237 Class
BINARY SubClassOf CHEBI_33237 CHEBI_27300
BINARY is CHEBI_33261 Class
BINARY SubClassOf CHEBI_33261 CDNO_0000021
BINARY is CHEBI_33270 Class
BINARY SubClassOf CHEBI_33270 CHEBI_33235
BINARY is CHEBI_33275 Class
BINARY SubClassOf CHEBI_33275 CHEBI_33235
BINARY is CHEBI_33276 Class
BINARY SubClassOf CHEBI_33276 CHEBI_33235
BINARY is CHEBI_33277 Class
BINARY SubClassOf CHEBI_33277 CHEBI_33235
BINARY is CHEBI_33279 Class
BINARY SubClassOf CHEBI_33279 CHEBI_27300
BINARY is CHEBI_33468 Class
BINARY SubClassOf CHEBI_33468 CDNO_0000018
BINARY is CHEBI_33563 Class
BINARY SubClassOf CHEBI_33563 CHEBI_18059
BINARY is CHEBI_33570 Class
BINARY SubClassOf CHEBI_33570 CHEBI_33853
BINARY is CHEBI_33709 Class
BINARY SubClassOf CHEBI_33709 CDNO_0000001
BINARY is CHEBI_3374 Class
BINARY SubClassOf CHEBI_3374 CHEBI_18059,
BINARY SubClassOf CHEBI_3374 CHEBI_22315
BINARY is CHEBI_33830 Class
BINARY SubClassOf CHEBI_33830 CHEBI_35381
BINARY is CHEBI_33853 Class
BINARY SubClassOf CHEBI_33853 CDNO_0000013
BINARY is CHEBI_33942 Class
BINARY SubClassOf CHEBI_33942 CHEBI_35381
BINARY is CHEBI_33984 Class
BINARY SubClassOf CHEBI_33984 CHEBI_35381
BINARY is CHEBI_3435 Class
BINARY SubClassOf CHEBI_3435 CDNO_0000031
BINARY is CHEBI_34741 Class
BINARY SubClassOf CHEBI_34741 CHEBI_50753
BINARY is CHEBI_35104 Class
BINARY SubClassOf CHEBI_35104 CDNO_0000012
BINARY is CHEBI_35143 Class
BINARY SubClassOf CHEBI_35143 CHEBI_36080
BINARY is CHEBI_35186 Class
BINARY SubClassOf CHEBI_35186 CHEBI_24913
BINARY is CHEBI_35193 Class
BINARY SubClassOf CHEBI_35193 CHEBI_35186
BINARY is CHEBI_35218 Class
BINARY SubClassOf CHEBI_35218 CHEBI_47916
BINARY is CHEBI_35366 Class
BINARY SubClassOf CHEBI_35366 CHEBI_18059
BINARY is CHEBI_35381 Class
BINARY SubClassOf CHEBI_35381 CHEBI_16646
BINARY is CHEBI_35828 Class
BINARY SubClassOf CHEBI_35828 CDNO_0000012
BINARY is CHEBI_36009 Class
BINARY SubClassOf CHEBI_36009 CHEBI_26208
BINARY is CHEBI_36011 Class
BINARY SubClassOf CHEBI_36011 CHEBI_36027
BINARY is CHEBI_36023 Class
BINARY SubClassOf CHEBI_36023 CHEBI_25413
BINARY is CHEBI_36027 Class
BINARY SubClassOf CHEBI_36027 CHEBI_33853
BINARY is CHEBI_36080 Class
BINARY SubClassOf CHEBI_36080 CDNO_0000001
BINARY is CHEBI_36090 Class
BINARY SubClassOf CHEBI_36090 CHEBI_23401
BINARY is CHEBI_36093 Class
BINARY SubClassOf CHEBI_36093 CHEBI_17996
BINARY is CHEBI_36094 Class
BINARY SubClassOf CHEBI_36094 CHEBI_17996
BINARY is CHEBI_36122 Class
BINARY SubClassOf CHEBI_36122 CHEBI_38698
BINARY is CHEBI_36233 Class
BINARY SubClassOf CHEBI_36233 CHEBI_16646
BINARY is CHEBI_36615 Class
BINARY SubClassOf CHEBI_36615 CHEBI_26873
BINARY is CHEBI_36683 Class
BINARY SubClassOf CHEBI_36683 CHEBI_17996
BINARY is CHEBI_36799 Class
BINARY SubClassOf CHEBI_36799 CHEBI_15889
BINARY is CHEBI_37136 Class
BINARY SubClassOf CHEBI_37136 CDNO_0000012
BINARY is CHEBI_37163 Class
BINARY SubClassOf CHEBI_37163 CHEBI_18154
BINARY is CHEBI_37165 Class
BINARY SubClassOf CHEBI_37165 CHEBI_18154
BINARY is CHEBI_37166 Class
BINARY SubClassOf CHEBI_37166 CHEBI_61266
BINARY is CHEBI_37317 Class
BINARY SubClassOf CHEBI_37317 CDNO_0000012
BINARY is CHEBI_37684 Class
BINARY SubClassOf CHEBI_37684 CHEBI_35381
BINARY is CHEBI_37946 Class
BINARY SubClassOf CHEBI_37946 CHEBI_33853
BINARY is CHEBI_3815 Class
BINARY SubClassOf CHEBI_3815 CHEBI_36080
BINARY is CHEBI_38672 Class
BINARY SubClassOf CHEBI_38672 CHEBI_47916
BINARY is CHEBI_38695 Class
BINARY SubClassOf CHEBI_38695 CHEBI_47916
BINARY is CHEBI_38697 Class
BINARY SubClassOf CHEBI_38697 CHEBI_47916
BINARY is CHEBI_38698 Class
BINARY is CHEBI_38700 Class
BINARY SubClassOf CHEBI_38700 CDNO_0000020
BINARY is CHEBI_38702 Class
BINARY SubClassOf CHEBI_38702 CDNO_0000020
BINARY is CHEBI_38755 Class
BINARY is CHEBI_38757 Class
BINARY SubClassOf CHEBI_38757 CHEBI_50753
BINARY is CHEBI_3962 Class
BINARY SubClassOf CHEBI_3962 CHEBI_26195
BINARY is CHEBI_39912 Class
BINARY SubClassOf CHEBI_39912 CHEBI_33570
BINARY is CHEBI_40 Class
BINARY SubClassOf CHEBI_40 CHEBI_26195
BINARY is CHEBI_4019 Class
BINARY SubClassOf CHEBI_4019 CHEBI_50753
BINARY is CHEBI_41941 Class
BINARY SubClassOf CHEBI_41941 CHEBI_18135
BINARY is CHEBI_42111 Class
BINARY SubClassOf CHEBI_42111 CHEBI_78320
BINARY is CHEBI_422 Class
BINARY SubClassOf CHEBI_422 CHEBI_78320
BINARY is CHEBI_42223 Class
BINARY SubClassOf CHEBI_42223 CHEBI_22580
BINARY is CHEBI_42438 Class
BINARY SubClassOf CHEBI_42438 CHEBI_33853
BINARY is CHEBI_42504 Class
BINARY SubClassOf CHEBI_42504 CHEBI_26607
BINARY is CHEBI_42680 Class
BINARY SubClassOf CHEBI_42680 CHEBI_26195
BINARY is CHEBI_4308 Class
BINARY SubClassOf CHEBI_4308 CHEBI_47916
BINARY is CHEBI_44247 Class
BINARY SubClassOf CHEBI_44247 CHEBI_25413
BINARY is CHEBI_46905 Class
BINARY SubClassOf CHEBI_46905 CHEBI_176840
BINARY is CHEBI_4767 Class
BINARY SubClassOf CHEBI_4767 CHEBI_36080
BINARY is CHEBI_47771 Class
BINARY SubClassOf CHEBI_47771 CHEBI_27013
BINARY is CHEBI_47772 Class
BINARY SubClassOf CHEBI_47772 CHEBI_27013
BINARY is CHEBI_47916 Class
BINARY SubClassOf CHEBI_47916 CHEBI_72544
BINARY is CHEBI_47925 Class
BINARY SubClassOf CHEBI_47925 CHEBI_23401
BINARY is CHEBI_47964 Class
BINARY SubClassOf CHEBI_47964 CHEBI_47916
BINARY is CHEBI_48039 Class
BINARY SubClassOf CHEBI_48039 CHEBI_47916
BINARY is CHEBI_4806 Class
BINARY SubClassOf CHEBI_4806 CHEBI_26195,
BINARY SubClassOf CHEBI_4806 CHEBI_51149
BINARY is CHEBI_48607 Class
BINARY SubClassOf CHEBI_48607 CHEBI_36093
BINARY is CHEBI_48775 Class
BINARY SubClassOf CHEBI_48775 CDNO_0000012
BINARY is CHEBI_48828 Class
BINARY SubClassOf CHEBI_48828 CDNO_0000012
BINARY is CHEBI_49105 Class
BINARY SubClassOf CHEBI_49105 CHEBI_26948
BINARY is CHEBI_4917 Class
BINARY SubClassOf CHEBI_4917 CHEBI_33853
BINARY is CHEBI_49414 Class
BINARY SubClassOf CHEBI_49414 CDNO_0000028
BINARY is CHEBI_49446 Class
BINARY SubClassOf CHEBI_49446 CDNO_0000028
BINARY is CHEBI_49470 Class
BINARY SubClassOf CHEBI_49470 CDNO_0000012
BINARY is CHEBI_49547 Class
BINARY SubClassOf CHEBI_49547 CDNO_0000012
BINARY is CHEBI_49713 Class
BINARY SubClassOf CHEBI_49713 CDNO_0000012
BINARY is CHEBI_49786 Class
BINARY SubClassOf CHEBI_49786 CDNO_0000012
BINARY is CHEBI_49807 Class
BINARY SubClassOf CHEBI_49807 CDNO_0000012
BINARY is CHEBI_49847 Class
BINARY SubClassOf CHEBI_49847 CDNO_0000012
BINARY is CHEBI_49867 Class
BINARY SubClassOf CHEBI_49867 CDNO_0000012
BINARY is CHEBI_50128 Class
BINARY SubClassOf CHEBI_50128 CHEBI_72544
BINARY is CHEBI_50205 Class
BINARY SubClassOf CHEBI_50205 CHEBI_33570
BINARY is CHEBI_50394 Class
BINARY SubClassOf CHEBI_50394 CDNO_0000019
BINARY is CHEBI_5054 Class
BINARY SubClassOf CHEBI_5054 CHEBI_36080
BINARY is CHEBI_50699 Class
BINARY SubClassOf CHEBI_50699 CHEBI_16646
BINARY is CHEBI_50753 Class
BINARY SubClassOf CHEBI_50753 CHEBI_72544
BINARY is CHEBI_51031 Class
BINARY SubClassOf CHEBI_51031 CDNO_0000015
BINARY is CHEBI_51084 Class
BINARY SubClassOf CHEBI_51084 CHEBI_24866
BINARY is CHEBI_51149 Class
BINARY SubClassOf CHEBI_51149 CHEBI_72544
BINARY is CHEBI_51867 Class
BINARY SubClassOf CHEBI_51867 CHEBI_72544
BINARY is CHEBI_52221 Class
BINARY SubClassOf CHEBI_52221 CHEBI_33261
BINARY is CHEBI_5325 Class
BINARY SubClassOf CHEBI_5325 CHEBI_33853
BINARY is CHEBI_5396 Class
BINARY SubClassOf CHEBI_5396 CHEBI_24279
BINARY is CHEBI_5399 Class
BINARY SubClassOf CHEBI_5399 CHEBI_24279
BINARY is CHEBI_5402 Class
BINARY SubClassOf CHEBI_5402 CHEBI_24279
BINARY is CHEBI_5404 Class
BINARY SubClassOf CHEBI_5404 CHEBI_24279
BINARY is CHEBI_5407 Class
BINARY SubClassOf CHEBI_5407 CHEBI_24279
BINARY is CHEBI_5411 Class
BINARY SubClassOf CHEBI_5411 CHEBI_24279
BINARY is CHEBI_5412 Class
BINARY SubClassOf CHEBI_5412 CHEBI_24279
BINARY is CHEBI_5413 Class
BINARY SubClassOf CHEBI_5413 CHEBI_24279
BINARY is CHEBI_5414 Class
BINARY SubClassOf CHEBI_5414 CHEBI_24279
BINARY is CHEBI_5416 Class
BINARY SubClassOf CHEBI_5416 CHEBI_24279
BINARY is CHEBI_5623 Class
BINARY SubClassOf CHEBI_5623 CHEBI_22315
BINARY is CHEBI_5764 Class
BINARY SubClassOf CHEBI_5764 CHEBI_22315
BINARY is CHEBI_5769 Class
BINARY SubClassOf CHEBI_5769 CHEBI_26191
BINARY is CHEBI_59265 Class
BINARY SubClassOf CHEBI_59265 CHEBI_25413
BINARY is CHEBI_5985 Class
BINARY SubClassOf CHEBI_5985 CHEBI_22315
BINARY is CHEBI_59979 Class
BINARY SubClassOf CHEBI_59979 CHEBI_24698
BINARY is CHEBI_60479 Class
BINARY SubClassOf CHEBI_60479 CHEBI_16247,
BINARY SubClassOf CHEBI_60479 CHEBI_190516
BINARY is CHEBI_60871 Class
BINARY SubClassOf CHEBI_60871 CDNO_0000012
BINARY is CHEBI_61266 Class
BINARY SubClassOf CHEBI_61266 CDNO_0000008,
BINARY SubClassOf CHEBI_61266 CHEBI_18154
