www.w3.org/2000/01/-schema# is AnnotationProperty.
string is Datatype.
06N40Z is Class.
www.w3.org/2000/01/-schema# is Annotations.
Thing is www.w3.org/2002/07/#.
LION 0029856 SubClassOf LION 0022275.
LION 0029861 is Class.
LION 0029861 SubClassOf LION 0031446.
LION 0029874 is Class.
LION 0029874 SubClassOf LION 0031449.
LION 0029893 is Class.
LION 0029893 SubClassOf LION 0022266.
LION 0029896 is Class.
LION 0029896 SubClassOf LION 0022269.
LION 0029921 is Class.
LION 0029921 SubClassOf LION 0031444.
LION 0029928 is Class.
LION 0029928 SubClassOf LION 0022275,.
LION 0029928 SubClassOf LION 0031446.
LION 0029938 is Class.
LION 0029938 SubClassOf LION 0031449.
LION 0029956 is Class.
LION 0029956 SubClassOf LION 0022266.
LION 0029959 is Class.
LION 0029959 SubClassOf LION 0022269.
LION 0029975 is Class.
LION 0029975 SubClassOf LION 0031444.
LION 0029981 is Class.
LION 0029981 SubClassOf LION 0031446.
LION 0029984 is Class.
LION 0029984 SubClassOf LION 0022275.
LION 0029990 is Class.
LION 0029990 SubClassOf LION 0031449.
LION 0030006 is Class.
LION 0030006 SubClassOf LION 0022266.
LION 0030012 is Class.
LION 0030012 SubClassOf LION 0022269.
LION 0030028 is Class.
LION 0030028 SubClassOf LION 0031446.
LION 0030034 is Class.
LION 0030034 SubClassOf LION 0022275.
LION 0030035 is Class.
LION 0030035 SubClassOf LION 0031449.
LION 0030049 is Class.
LION 0030049 SubClassOf LION 0022266.
LION 0030054 is Class.
LION 0030054 SubClassOf LION 0022269.
LION 0030064 is Class.
LION 0030064 SubClassOf LION 0031446.
LION 0030067 is Class.
LION 0030067 SubClassOf LION 0022275,.
LION 0030067 SubClassOf LION 0031449.
LION 0030078 is Class.
LION 0030078 SubClassOf LION 0022266.
LION 0030081 is Class.
LION 0030081 SubClassOf LION 0022269.
LION 0030090 is Class.
LION 0030090 SubClassOf LION 0031449.
LION 0030091 is Class.
LION 0030091 SubClassOf LION 0022275.
LION 0030101 is Class.
LION 0030101 SubClassOf LION 0022266.
LION 0030104 is Class.
LION 0030104 SubClassOf LION 0022269.
LION 0030112 is Class.
LION 0030112 SubClassOf LION 0031449.
LION 0030114 is Class.
LION 0030114 SubClassOf LION 0022275.
LION 0030123 is Class.
LION 0030123 SubClassOf LION 0015752.
LION 0030124 is Class.
LION 0030124 SubClassOf LION 0022266.
LION 0030150 is Class.
LION 0030150 SubClassOf LION 0022266.
LION 0030151 is Class.
LION 0030151 SubClassOf LION 0022266.
LION 0030152 is Class.
LION 0030152 SubClassOf LION 0022266,.
LION 0030152 SubClassOf LION 0022269.
LION 0030153 is Class.
LION 0030153 SubClassOf LION 0022266.
LION 0030154 is Class.
LION 0030154 SubClassOf LION 0022266.
LION 0030155 is Class.
LION 0030155 SubClassOf LION 0022266.
LION 0030156 is Class.
LION 0030156 SubClassOf LION 0022266.
LION 0030157 is Class.
LION 0030157 SubClassOf LION 0022266,.
LION 0030157 SubClassOf LION 0031444.
LION 0030165 is Class.
LION 0030165 SubClassOf LION 0022266.
LION 0030166 is Class.
LION 0030166 SubClassOf LION 0022266,.
LION 0030166 SubClassOf LION 0031446.
LION 0030175 is Class.
LION 0030175 SubClassOf LION 0022266.
LION 0030176 is Class.
LION 0030176 SubClassOf LION 0022266.
LION 0030189 is Class.
LION 0030189 SubClassOf LION 0022266.
LION 0030190 is Class.
LION 0030190 SubClassOf LION 0022266.
LION 0030191 is Class.
LION 0030191 SubClassOf LION 0022266.
LION 0030192 is Class.
LION 0030192 SubClassOf LION 0015742,.
LION 0030192 SubClassOf LION 0022266,.
LION 0030192 SubClassOf LION 0022275.
LION 0030193 is Class.
LION 0030193 SubClassOf LION 0022266.
LION 0030194 is Class.
LION 0030194 SubClassOf LION 0022266.
LION 0030195 is Class.
LION 0030195 SubClassOf LION 0022266.
LION 0030196 is Class.
LION 0030196 SubClassOf LION 0022266.
LION 0030215 is Class.
LION 0030215 SubClassOf LION 0022266.
LION 0030221 is Class.
LION 0030221 SubClassOf LION 0022266.
LION 0030222 is Class.
LION 0030222 SubClassOf LION 0022266.
LION 0030237 is Class.
LION 0030237 SubClassOf LION 0022266.
LION 0030238 is Class.
LION 0030238 SubClassOf LION 0022266.
LION 0030239 is Class.
LION 0030239 SubClassOf LION 0022266.
LION 0030240 is Class.
LION 0030240 SubClassOf LION 0022266.
LION 0030241 is Class.
LION 0030241 SubClassOf LION 0022266.
LION 0030247 is Class.
LION 0030247 SubClassOf LION 0022269.
LION 0030263 is Class.
LION 0030263 SubClassOf LION 0031444.
LION 0030271 is Class.
LION 0030271 SubClassOf LION 0031446.
LION 0030274 is Class.
LION 0030274 SubClassOf LION 0031449.
LION 0030299 is Class.
LION 0030299 SubClassOf LION 0015743,.
LION 0030299 SubClassOf LION 0022267,.
LION 0030299 SubClassOf LION 0022275.
LION 0030341 is Class.
LION 0030341 SubClassOf LION 0022269.
LION 0030350 is Class.
LION 0030350 SubClassOf LION 0031444.
LION 0030357 is Class.
LION 0030357 SubClassOf LION 0031446.
LION 0030360 is Class.
LION 0030360 SubClassOf LION 0031449.
LION 0030391 is Class.
LION 0030391 SubClassOf LION 0015744,.
LION 0030391 SubClassOf LION 0022268,.
LION 0030391 SubClassOf LION 0022275.
LION 0030395 is Class.
LION 0030395 SubClassOf LION 0015748,.
LION 0030395 SubClassOf LION 0022268,.
LION 0030395 SubClassOf LION 0022279.
LION 0030423 is Class.
LION 0030423 SubClassOf LION 0022269.
LION 0030424 is Class.
LION 0030424 SubClassOf LION 0022269.
LION 0030429 is Class.
LION 0030429 SubClassOf LION 0022269.
LION 0030434 is Class.
LION 0030434 SubClassOf LION 0022269.
LION 0030435 is Class.
LION 0030435 SubClassOf LION 0022269,.
LION 0030435 SubClassOf LION 0031446.
LION 0030446 is Class.
LION 0030446 SubClassOf LION 0022269.
LION 0030448 is Class.
LION 0030448 SubClassOf LION 0022269.
LION 0030449 is Class.
LION 0030449 SubClassOf LION 0022269,.
LION 0030449 SubClassOf LION 0031449.
LION 0030450 is Class.
LION 0030450 SubClassOf LION 0022269.
LION 0030451 is Class.
LION 0030451 SubClassOf LION 0022269.
LION 0030452 is Class.
LION 0030452 SubClassOf LION 0022269.
LION 0030453 is Class.
LION 0030453 SubClassOf LION 0022269.
LION 0030454 is Class.
LION 0030454 SubClassOf LION 0022269.
LION 0030459 is Class.
LION 0030459 SubClassOf LION 0015745,.
LION 0030459 SubClassOf LION 0022269,.
LION 0030459 SubClassOf LION 0022275.
LION 0030460 is Class.
LION 0030460 SubClassOf LION 0022269.
LION 0030465 is Class.
LION 0030465 SubClassOf LION 0022269.
LION 0030466 is Class.
LION 0030466 SubClassOf LION 0022269.
LION 0030470 is Class.
LION 0030470 SubClassOf LION 0022269.
LION 0030472 is Class.
LION 0030472 SubClassOf LION 0022269.
LION 0030477 is Class.
LION 0030477 SubClassOf LION 0022269.
LION 0030478 is Class.
LION 0030478 SubClassOf LION 0022269.
LION 0030484 is Class.
LION 0030484 SubClassOf LION 0022269.
LION 0030490 is Class.
LION 0030490 SubClassOf LION 0022269.
LION 0030491 is Class.
LION 0030491 SubClassOf LION 0022269.
LION 0030498 is Class.
LION 0030498 SubClassOf LION 0022269.
LION 0030500 is Class.
LION 0030500 SubClassOf LION 0022269.
LION 0030507 is Class.
LION 0030507 SubClassOf LION 0031446.
LION 0030510 is Class.
LION 0030510 SubClassOf LION 0031449.
LION 0030527 is Class.
LION 0030527 SubClassOf LION 0015746,.
LION 0030527 SubClassOf LION 0022270,.
LION 0030527 SubClassOf LION 0022275.
LION 0030561 is Class.
LION 0030561 SubClassOf LION 0031449.
LION 0030579 is Class.
LION 0030579 SubClassOf LION 0015747,.
LION 0030579 SubClassOf LION 0022271,.
LION 0030579 SubClassOf LION 0022275.
LION 0030610 is Class.
LION 0030610 SubClassOf LION 0022275.
LION 0030635 is Class.
LION 0030635 SubClassOf LION 0022275.
LION 0030656 is Class.
LION 0030656 SubClassOf LION 0022275.
LION 0030693 is Class.
LION 0030693 SubClassOf LION 0022275.
LION 0030761 is Class.
LION 0030761 SubClassOf LION 0022275.
LION 0030828 is Class.
LION 0030828 SubClassOf LION 0022275.
LION 0030887 is Class.
LION 0030887 SubClassOf LION 0022275.
LION 0030939 is Class.
LION 0030939 SubClassOf LION 0022272,.
LION 0030939 SubClassOf LION 0022275,.
LION 0030939 SubClassOf LION 0031488.
LION 0030979 is Class.
LION 0030979 SubClassOf LION 0022273,.
LION 0030979 SubClassOf LION 0022275,.
LION 0030979 SubClassOf LION 0031500.
LION 0031021 is Class.
LION 0031021 SubClassOf LION 0022274,.
LION 0031021 SubClassOf LION 0022275,.
LION 0031021 SubClassOf LION 0031510.
LION 0031046 is Class.
LION 0031046 SubClassOf LION 0022275,.
LION 0031046 SubClassOf LION 0031514.
LION 0031047 is Class.
LION 0031047 SubClassOf LION 0022275,.
LION 0031047 SubClassOf LION 0022276,.
LION 0031047 SubClassOf LION 0031515.
LION 0031052 is Class.
LION 0031052 SubClassOf LION 0022275,.
LION 0031052 SubClassOf LION 0022277,.
LION 0031052 SubClassOf LION 0031530.
LION 0031053 is Class.
LION 0031053 SubClassOf LION 0022275,.
LION 0031053 SubClassOf LION 0022278,.
LION 0031053 SubClassOf LION 0031531.
LION 0031056 is Class.
LION 0031056 SubClassOf LION 0022275,.
LION 0031056 SubClassOf LION 0022279,.
LION 0031056 SubClassOf LION 0031532.
LION 0031057 is Class.
LION 0031057 SubClassOf LION 0022275.
LION 0031058 is Class.
LION 0031058 SubClassOf LION 0022275.
LION 0031061 is Class.
LION 0031061 SubClassOf LION 0022275.
LION 0031062 is Class.
LION 0031062 SubClassOf LION 0022275.
LION 0031063 is Class.
LION 0031063 SubClassOf LION 0022275.
LION 0031065 is Class.
LION 0031065 SubClassOf LION 0022275.
LION 0031066 is Class.
LION 0031066 SubClassOf LION 0022275.
LION 0031067 is Class.
LION 0031067 SubClassOf LION 0022275.
LION 0031147 is Class.
LION 0031147 SubClassOf LION 0031643.
LION 0031159 is Class.
LION 0031159 SubClassOf LION 0031643.
LION 0031181 is Class.
LION 0031181 SubClassOf LION 0031643.
LION 0031194 is Class.
LION 0031194 SubClassOf LION 0031645.
LION 0031195 is Class.
LION 0031195 SubClassOf LION 0031643.
LION 0031201 is Class.
LION 0031201 SubClassOf LION 0031645.
LION 0031216 is Class.
LION 0031216 SubClassOf LION 0031645.
LION 0031256 is Class.
LION 0031256 SubClassOf LION 0000071.
LION 0031322 is Class.
LION 0031322 SubClassOf LION 0000071.
LION 0031355 is Class.
LION 0031355 SubClassOf LION 0000071.
LION 0031444 is Class.
LION 0031444 SubClassOf LION 0000071.
LION 0031446 is Class.
LION 0031446 SubClassOf LION 0000071.
LION 0031449 is Class.
LION 0031449 SubClassOf LION 0000071.
LION 0031488 is Class.
LION 0031500 is Class.
LION 0031510 is Class.
LION 0031514 is Class.
LION 0031515 is Class.
LION 0031530 is Class.
LION 0031531 is Class.
LION 0031532 is Class.
LION 0031643 is Class.
LION 0031643 SubClassOf LION 0000071.
LION 0031645 is Class.
LION 0031645 SubClassOf LION 0000071.
LION 0031673 is Class.
LION 0031673 SubClassOf LION 0022230.
LION 0031679 is Class.
LION 0031679 SubClassOf LION 0022241.
LION 0031683 is Class.
LION 0031683 SubClassOf LION 0022245.
LION 0031684 is Class.
LION 0031684 SubClassOf LION 0036472.
LION 0031693 is Class.
LION 0031693 SubClassOf LION 0022262.
LION 0031694 is Class.
LION 0031694 SubClassOf LION 0022263.
LION 0031696 is Class.
LION 0031696 SubClassOf LION 0022265.
LION 0031702 is Class.
LION 0031702 SubClassOf LION 0022266.
LION 0031705 is Class.
LION 0031705 SubClassOf LION 0022269.
LION 0031799 is Class.
LION 0031799 SubClassOf LION 0022275.
LION 0031843 is Class.
LION 0031843 SubClassOf LION 0015775,.
LION 0031843 SubClassOf LION 0022230.
LION 0031858 is Class.
LION 0031858 SubClassOf LION 0036472.
LION 0031859 is Class.
LION 0031859 SubClassOf LION 0022241.
LION 0031861 is Class.
LION 0031861 SubClassOf LION 0022245.
LION 0031925 is Class.
LION 0031925 SubClassOf LION 0022262.
LION 0031932 is Class.
LION 0031932 SubClassOf LION 0022263.
LION 0031936 is Class.
LION 0031936 SubClassOf LION 0022265.
LION 0031954 is Class.
LION 0031954 SubClassOf LION 0022266.
LION 0031957 is Class.
LION 0031957 SubClassOf LION 0022269.
LION 0032040 is Class.
LION 0032040 SubClassOf LION 0001537,.
LION 0032040 SubClassOf LION 0022223,.
LION 0032040 SubClassOf LION 0022275.
LION 0032053 is Class.
LION 0032053 SubClassOf LION 0015775.
LION 0032055 is Class.
LION 0032055 SubClassOf LION 0022230.
LION 0032078 is Class.
LION 0032078 SubClassOf LION 0022241.
LION 0032097 is Class.
LION 0032097 SubClassOf LION 0022245.
LION 0032134 is Class.
LION 0032134 SubClassOf LION 0022262.
LION 0032138 is Class.
LION 0032138 SubClassOf LION 0022263.
LION 0032150 is Class.
LION 0032150 SubClassOf LION 0022265.
LION 0032157 is Class.
LION 0032157 SubClassOf LION 0022266.
LION 0032160 is Class.
LION 0032160 SubClassOf LION 0022269.
LION 0032173 is Class.
LION 0032173 SubClassOf LION 0022275.
LION 0032215 is Class.
LION 0032215 SubClassOf LION 0022230.
LION 0032245 is Class.
LION 0032245 SubClassOf LION 0036472.
LION 0032253 is Class.
LION 0032253 SubClassOf LION 0022241.
LION 0032256 is Class.
LION 0032256 SubClassOf LION 0022245.
LION 0032290 is Class.
LION 0032290 SubClassOf LION 0022262.
LION 0032293 is Class.
LION 0032293 SubClassOf LION 0022263.
LION 0032305 is Class.
LION 0032305 SubClassOf LION 0022265.
LION 0032328 is Class.
LION 0032328 SubClassOf LION 0022266.
LION 0032337 is Class.
LION 0032337 SubClassOf LION 0022269.
LION 0032353 is Class.
LION 0032353 SubClassOf LION 0022275.
LION 0032367 is Class.
LION 0032367 SubClassOf LION 0022230.
LION 0032377 is Class.
LION 0032377 SubClassOf LION 0022241.
LION 0032379 is Class.
LION 0032379 SubClassOf LION 0022245.
LION 0032417 is Class.
LION 0032417 SubClassOf LION 0022262.
LION 0032418 is Class.
LION 0032418 SubClassOf LION 0022263.
LION 0032420 is Class.
LION 0032420 SubClassOf LION 0022265.
LION 0032454 is Class.
LION 0032454 SubClassOf LION 0022266.
LION 0032468 is Class.
LION 0032468 SubClassOf LION 0022269.
LION 0032499 is Class.
LION 0032499 SubClassOf LION 0001542,.
LION 0032499 SubClassOf LION 0022229,.
LION 0032499 SubClassOf LION 0022275.
LION 0032539 is Class.
LION 0032539 SubClassOf LION 0022230.
LION 0032540 is Class.
LION 0032540 SubClassOf LION 0022230.
LION 0032544 is Class.
LION 0032544 SubClassOf LION 0022230.
LION 0032548 is Class.
LION 0032548 SubClassOf LION 0022230.
LION 0032549 is Class.
LION 0032549 SubClassOf LION 0022230.
LION 0032552 is Class.
LION 0032552 SubClassOf LION 0022230.
LION 0032555 is Class.
LION 0032555 SubClassOf LION 0022230.
LION 0032562 is Class.
LION 0032562 SubClassOf LION 0022230.
LION 0032566 is Class.
LION 0032566 SubClassOf LION 0022230.
LION 0032567 is Class.
LION 0032567 SubClassOf LION 0022230.
LION 0032569 is Class.
LION 0032569 SubClassOf LION 0022230,.
LION 0032569 SubClassOf LION 0022241.
LION 0032571 is Class.
LION 0032571 SubClassOf LION 0022230.
LION 0032572 is Class.
LION 0032572 SubClassOf LION 0022230,.
LION 0032572 SubClassOf LION 0022245.
LION 0032573 is Class.
LION 0032573 SubClassOf LION 0022230.
LION 0032574 is Class.
LION 0032574 SubClassOf LION 0022230.
LION 0032575 is Class.
LION 0032575 SubClassOf LION 0022230.
LION 0032580 is Class.
LION 0032580 SubClassOf LION 0022230.
LION 0032583 is Class.
LION 0032583 SubClassOf LION 0022230.
LION 0032592 is Class.
LION 0032592 SubClassOf LION 0022230.
LION 0032594 is Class.
LION 0032594 SubClassOf LION 0022230.
LION 0032595 is Class.
LION 0032595 SubClassOf LION 0022230.
LION 0032597 is Class.
LION 0032597 SubClassOf LION 0022230,.
LION 0032597 SubClassOf LION 0022262.
LION 0032598 is Class.
LION 0032598 SubClassOf LION 0022230,.
LION 0032598 SubClassOf LION 0022263.
LION 0032600 is Class.
LION 0032600 SubClassOf LION 0022230.
LION 0032606 is Class.
LION 0032606 SubClassOf LION 0022230,.
LION 0032606 SubClassOf LION 0022265.
LION 0032607 is Class.
LION 0032607 SubClassOf LION 0022230.
LION 0032611 is Class.
LION 0032611 SubClassOf LION 0022230.
LION 0032617 is Class.
LION 0032617 SubClassOf LION 0022230.
LION 0032618 is Class.
LION 0032618 SubClassOf LION 0022230.
LION 0032621 is Class.
LION 0032621 SubClassOf LION 0022230.
LION 0032622 is Class.
LION 0032622 SubClassOf LION 0022230.
LION 0032624 is Class.
LION 0032624 SubClassOf LION 0022230.
LION 0032626 is Class.
LION 0032626 SubClassOf LION 0022230,.
LION 0032626 SubClassOf LION 0022266.
LION 0032627 is Class.
LION 0032627 SubClassOf LION 0022230.
LION 0032628 is Class.
LION 0032628 SubClassOf LION 0022230.
LION 0032629 is Class.
LION 0032629 SubClassOf LION 0022230,.
LION 0032629 SubClassOf LION 0022269.
LION 0032630 is Class.
LION 0032630 SubClassOf LION 0022230.
LION 0032631 is Class.
LION 0032631 SubClassOf LION 0022230.
LION 0032632 is Class.
LION 0032632 SubClassOf LION 0022230.
LION 0032633 is Class.
LION 0032633 SubClassOf LION 0022230.
LION 0032634 is Class.
LION 0032634 SubClassOf LION 0022230.
LION 0032635 is Class.
LION 0032635 SubClassOf LION 0022230.
LION 0032636 is Class.
LION 0032636 SubClassOf LION 0022230.
LION 0032637 is Class.
LION 0032637 SubClassOf LION 0022230.
LION 0032638 is Class.
LION 0032638 SubClassOf LION 0022230.
LION 0032639 is Class.
LION 0032639 SubClassOf LION 0022230.
LION 0032640 is Class.
LION 0032640 SubClassOf LION 0022230.
LION 0032641 is Class.
LION 0032641 SubClassOf LION 0022230.
LION 0032642 is Class.
LION 0032642 SubClassOf LION 0001541,.
LION 0032642 SubClassOf LION 0022230,.
LION 0032642 SubClassOf LION 0022275.
LION 0032643 is Class.
LION 0032643 SubClassOf LION 0022230.
LION 0032644 is Class.
LION 0032644 SubClassOf LION 0022230.
LION 0032645 is Class.
LION 0032645 SubClassOf LION 0022230.
LION 0032646 is Class.
LION 0032646 SubClassOf LION 0022230.
LION 0032647 is Class.
LION 0032647 SubClassOf LION 0022230.
LION 0032648 is Class.
LION 0032648 SubClassOf LION 0022230.
LION 0032649 is Class.
LION 0032649 SubClassOf LION 0022230.
LION 0032650 is Class.
LION 0032650 SubClassOf LION 0022230.
LION 0032651 is Class.
LION 0032651 SubClassOf LION 0022230.
LION 0032652 is Class.
LION 0032652 SubClassOf LION 0022230.
LION 0032653 is Class.
LION 0032653 SubClassOf LION 0022230.
LION 0032654 is Class.
LION 0032654 SubClassOf LION 0022230.
LION 0032658 is Class.
LION 0032658 SubClassOf LION 0022241.
LION 0032660 is Class.
LION 0032660 SubClassOf LION 0022245.
LION 0032665 is Class.
LION 0032665 SubClassOf LION 0022262.
LION 0032666 is Class.
LION 0032666 SubClassOf LION 0022263.
LION 0032668 is Class.
LION 0032668 SubClassOf LION 0022265.
LION 0032669 is Class.
LION 0032669 SubClassOf LION 0022266.
LION 0032672 is Class.
LION 0032672 SubClassOf LION 0022269.
LION 0032717 is Class.
LION 0032717 SubClassOf LION 0022275.
LION 0032764 is Class.
LION 0032764 SubClassOf LION 0022241.
LION 0032773 is Class.
LION 0032773 SubClassOf LION 0022245.
LION 0032799 is Class.
LION 0032799 SubClassOf LION 0022262.
LION 0032803 is Class.
LION 0032803 SubClassOf LION 0022263.
LION 0032809 is Class.
LION 0032809 SubClassOf LION 0022265.
LION 0032814 is Class.
LION 0032814 SubClassOf LION 0022266.
LION 0032819 is Class.
LION 0032819 SubClassOf LION 0022269.
LION 0032869 is Class.
LION 0032869 SubClassOf LION 0022275.
LION 0032911 is Class.
LION 0032911 SubClassOf LION 0022241.
LION 0032917 is Class.
LION 0032917 SubClassOf LION 0022245.
LION 0032937 is Class.
LION 0032937 SubClassOf LION 0022262.
LION 0032938 is Class.
LION 0032938 SubClassOf LION 0022263.
LION 0032948 is Class.
LION 0032948 SubClassOf LION 0022265.
LION 0032971 is Class.
LION 0032971 SubClassOf LION 0022266.
LION 0032974 is Class.
LION 0032974 SubClassOf LION 0022269.
LION 0033010 is Class.
LION 0033010 SubClassOf LION 0015817,.
LION 0033010 SubClassOf LION 0022231,.
LION 0033010 SubClassOf LION 0022275.
LION 0033027 is Class.
LION 0033027 SubClassOf LION 0001503,.
LION 0033027 SubClassOf LION 0022234,.
LION 0033027 SubClassOf LION 0022236.
LION 0033032 is Class.
LION 0033032 SubClassOf LION 0022241.
LION 0033034 is Class.
LION 0033034 SubClassOf LION 0022245.
LION 0033043 is Class.
LION 0033043 SubClassOf LION 0022262.
LION 0033044 is Class.
LION 0033044 SubClassOf LION 0022263.
LION 0033046 is Class.
LION 0033046 SubClassOf LION 0022265.
LION 0033054 is Class.
LION 0033054 SubClassOf LION 0022266.
LION 0033057 is Class.
LION 0033057 SubClassOf LION 0022269.
LION 0033070 is Class.
LION 0033070 SubClassOf LION 0015818,.
LION 0033070 SubClassOf LION 0022234,.
LION 0033070 SubClassOf LION 0022275.
LION 0033088 is Class.
LION 0033088 SubClassOf LION 0022241.
LION 0033090 is Class.
LION 0033090 SubClassOf LION 0001504,.
LION 0033090 SubClassOf LION 0022236,.
LION 0033090 SubClassOf LION 0022245.
LION 0033144 is Class.
LION 0033144 SubClassOf LION 0022262.
LION 0033145 is Class.
LION 0033145 SubClassOf LION 0022263.
LION 0033147 is Class.
LION 0033147 SubClassOf LION 0022265.
LION 0033172 is Class.
LION 0033172 SubClassOf LION 0022266.
LION 0033175 is Class.
LION 0033175 SubClassOf LION 0001542,.
LION 0033175 SubClassOf LION 0022236,.
LION 0033175 SubClassOf LION 0022267.
LION 0033177 is Class.
LION 0033177 SubClassOf LION 0022269.
LION 0033240 is Class.
LION 0033240 SubClassOf LION 0015819,.
LION 0033240 SubClassOf LION 0022236,.
LION 0033240 SubClassOf LION 0022275.
LION 0033271 is Class.
LION 0033271 SubClassOf LION 0022241.
LION 0033274 is Class.
LION 0033274 SubClassOf LION 0022245.
LION 0033292 is Class.
LION 0033292 SubClassOf LION 0022262.
LION 0033299 is Class.
LION 0033299 SubClassOf LION 0022263.
LION 0033305 is Class.
LION 0033305 SubClassOf LION 0022265.
LION 0033310 is Class.
LION 0033310 SubClassOf LION 0022266.
LION 0033321 is Class.
LION 0033321 SubClassOf LION 0022269.
LION 0033343 is Class.
LION 0033343 SubClassOf LION 0022275.
LION 0033379 is Class.
LION 0033379 SubClassOf LION 0022241.
LION 0033387 is Class.
LION 0033387 SubClassOf LION 0022245.
LION 0033398 is Class.
LION 0033398 SubClassOf LION 0022262.
LION 0033400 is Class.
LION 0033400 SubClassOf LION 0022263.
LION 0033407 is Class.
LION 0033407 SubClassOf LION 0022265.
LION 0033408 is Class.
LION 0033408 SubClassOf LION 0022266.
LION 0033411 is Class.
LION 0033411 SubClassOf LION 0022269.
LION 0033436 is Class.
LION 0033436 SubClassOf LION 0022275.
LION 0033463 is Class.
LION 0033463 SubClassOf LION 0022241.
LION 0033472 is Class.
LION 0033472 SubClassOf LION 0022245.
LION 0033488 is Class.
LION 0033488 SubClassOf LION 0022262.
LION 0033489 is Class.
LION 0033489 SubClassOf LION 0022263.
LION 0033491 is Class.
LION 0033491 SubClassOf LION 0022265.
LION 0033501 is Class.
LION 0033501 SubClassOf LION 0022266.
LION 0033505 is Class.
LION 0033505 SubClassOf LION 0022269.
LION 0033523 is Class.
LION 0033523 SubClassOf LION 0022275.
LION 0033537 is Class.
LION 0033537 SubClassOf LION 0022241.
LION 0033539 is Class.
LION 0033539 SubClassOf LION 0022245.
LION 0033546 is Class.
LION 0033546 SubClassOf LION 0022262.
LION 0033547 is Class.
LION 0033547 SubClassOf LION 0022263.
LION 0033549 is Class.
LION 0033549 SubClassOf LION 0022265.
LION 0033557 is Class.
LION 0033557 SubClassOf LION 0022266.
LION 0033560 is Class.
LION 0033560 SubClassOf LION 0022269.
LION 0033572 is Class.
LION 0033572 SubClassOf LION 0022275.
LION 0033584 is Class.
LION 0033584 SubClassOf LION 0022241.
LION 0033585 is Class.
LION 0033585 SubClassOf LION 0001539,.
LION 0033585 SubClassOf LION 0022241,.
LION 0033585 SubClassOf LION 0022242.
LION 0033586 is Class.
LION 0033586 SubClassOf LION 0022241,.
LION 0033586 SubClassOf LION 0022245.
LION 0033587 is Class.
LION 0033587 SubClassOf LION 0022241.
LION 0033588 is Class.
LION 0033588 SubClassOf LION 0022241.
LION 0033589 is Class.
LION 0033589 SubClassOf LION 0022241.
LION 0033590 is Class.
LION 0033590 SubClassOf LION 0022241.
LION 0033591 is Class.
LION 0033591 SubClassOf LION 0022241.
LION 0033592 is Class.
LION 0033592 SubClassOf LION 0022241.
LION 0033593 is Class.
LION 0033593 SubClassOf LION 0022241.
LION 0033594 is Class.
LION 0033594 SubClassOf LION 0022241.
LION 0033595 is Class.
LION 0033595 SubClassOf LION 0022241,.
LION 0033595 SubClassOf LION 0022262.
LION 0033596 is Class.
LION 0033596 SubClassOf LION 0022241,.
LION 0033596 SubClassOf LION 0022263.
LION 0033597 is Class.
LION 0033597 SubClassOf LION 0022241.
LION 0033598 is Class.
LION 0033598 SubClassOf LION 0022241,.
LION 0033598 SubClassOf LION 0022265.
LION 0033599 is Class.
LION 0033599 SubClassOf LION 0022241.
LION 0033600 is Class.
LION 0033600 SubClassOf LION 0022241.
LION 0033601 is Class.
LION 0033601 SubClassOf LION 0022241.
LION 0033602 is Class.
LION 0033602 SubClassOf LION 0022241.
LION 0033603 is Class.
LION 0033603 SubClassOf LION 0022241.
LION 0033604 is Class.
LION 0033604 SubClassOf LION 0022241.
LION 0033605 is Class.
LION 0033605 SubClassOf LION 0022241.
LION 0033606 is Class.
LION 0033606 SubClassOf LION 0022241,.
LION 0033606 SubClassOf LION 0022266.
LION 0033607 is Class.
LION 0033607 SubClassOf LION 0022241.
LION 0033608 is Class.
LION 0033608 SubClassOf LION 0022241.
LION 0033609 is Class.
LION 0033609 SubClassOf LION 0022241,.
LION 0033609 SubClassOf LION 0022269.
LION 0033610 is Class.
LION 0033610 SubClassOf LION 0022241.
LION 0033611 is Class.
LION 0033611 SubClassOf LION 0022241.
LION 0033644 is Class.
LION 0033644 SubClassOf LION 0022241.
LION 0033645 is Class.
LION 0033645 SubClassOf LION 0022241.
LION 0033654 is Class.
LION 0033654 SubClassOf LION 0022241.
LION 0033655 is Class.
LION 0033655 SubClassOf LION 0022241.
LION 0033663 is Class.
LION 0033663 SubClassOf LION 0022241.
LION 0033664 is Class.
LION 0033664 SubClassOf LION 0022241.
LION 0033665 is Class.
LION 0033665 SubClassOf LION 0022241.
LION 0033666 is Class.
LION 0033666 SubClassOf LION 0022241.
LION 0033667 is Class.
LION 0033667 SubClassOf LION 0022241.
LION 0033668 is Class.
LION 0033668 SubClassOf LION 0022241.
LION 0033669 is Class.
LION 0033669 SubClassOf LION 0015829,.
LION 0033669 SubClassOf LION 0022241,.
LION 0033669 SubClassOf LION 0022275.
LION 0033670 is Class.
LION 0033670 SubClassOf LION 0022241.
LION 0033671 is Class.
LION 0033671 SubClassOf LION 0022241.
LION 0033674 is Class.
LION 0033674 SubClassOf LION 0022241.
LION 0033675 is Class.
LION 0033675 SubClassOf LION 0022241.
LION 0033682 is Class.
LION 0033682 SubClassOf LION 0022241.
LION 0033683 is Class.
LION 0033683 SubClassOf LION 0022241.
LION 0033688 is Class.
LION 0033688 SubClassOf LION 0022241.
