double is Datatype.
ito is ObjectProperty.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "300.0"^^double))) and (BFO 0000071 some CHEBI 31832)).
DRON 00044132 is Class.
DRON 00044141 is Class.
DRON 00044158 is Class.
DRON 00044158 SubClassOf DRON 00027226.
DRON 00044162 is Class.
DRON 00044162 SubClassOf DRON 00024164.
DRON 00044164 is Class.
DRON 00044164 SubClassOf DRON 00020990.
DRON 00044165 is Class.
DRON 00044165 SubClassOf DRON 00020990.
DRON 00044169 is Class.
DRON 00044181 is Class.
DRON 00044181 SubClassOf DRON 00020990,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "17.5"^^double))) and (BFO 0000071 some CHEBI 261649)).
DRON 00044182 is Class.
DRON 00044182 SubClassOf DRON 00020990.
DRON 00044198 is Class.
DRON 00044198 SubClassOf DRON 00021002.
DRON 00044211 is Class.
DRON 00044211 SubClassOf DRON 00025009,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "15.0"^^double))) and (BFO 0000071 some CHEBI 8069)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "325.0"^^double))) and (BFO 0000071 some CHEBI 3311)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "325.0"^^double))) and (BFO 0000071 some CHEBI 35149)).
DRON 00044220 is Class.
DRON 00044226 is Class.
DRON 00044226 SubClassOf DRON 00021066,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "2.5E-4"^^double))) and (BFO 0000071 some CHEBI 17823)).
DRON 00044236 is Class.
DRON 00044236 SubClassOf DRON 00021075.
DRON 00044237 is Class.
DRON 00044238 is Class.
DRON 00044238 SubClassOf DRON 00021075.
DRON 00044246 is Class.
DRON 00044246 SubClassOf DRON 00021075.
DRON 00044254 is Class.
DRON 00044254 SubClassOf DRON 00021085.
DRON 00044256 is Class.
DRON 00044256 SubClassOf DRON 00023901.
DRON 00044286 is Class.
DRON 00044286 SubClassOf DRON 00021118,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "0.1"^^double))) and (BFO 0000071 some CHEBI 3385)).
DRON 00044287 is Class.
DRON 00044291 is Class.
DRON 00044291 SubClassOf DRON 00021120,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "100.0"^^double))) and (BFO 0000071 some CHEBI 3387)).
DRON 00044292 is Class.
DRON 00044292 SubClassOf DRON 00021122.
DRON 00044295 is Class.
DRON 00044318 is Class.
DRON 00044318 SubClassOf DRON 00021164.
DRON 00044319 is Class.
DRON 00044320 is Class.
DRON 00044320 SubClassOf DRON 00021164.
DRON 00044321 is Class.
DRON 00044321 SubClassOf DRON 00021170.
DRON 00044323 is Class.
DRON 00044323 SubClassOf DRON 00021170.
DRON 00044325 is Class.
DRON 00044325 SubClassOf DRON 00021170.
DRON 00044329 is Class.
DRON 00044329 SubClassOf DRON 00021173.
DRON 00044335 is Class.
DRON 00044335 SubClassOf DRON 00021181.
DRON 00044339 is Class.
DRON 00044339 SubClassOf DRON 00021182.
DRON 00044352 is Class.
DRON 00044352 SubClassOf DRON 00025439,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "200.0"^^double))) and (BFO 0000071 some CHEBI 209807)).
DRON 00044356 is Class.
DRON 00044356 SubClassOf DRON 00021185.
DRON 00044358 is Class.
DRON 00044358 SubClassOf DRON 00021185.
DRON 00044359 is Class.
DRON 00044359 SubClassOf DRON 00021187.
DRON 00044360 is Class.
DRON 00044360 SubClassOf DRON 00021187.
DRON 00044364 is Class.
DRON 00044364 SubClassOf DRON 00021191.
DRON 00044366 is Class.
DRON 00044366 SubClassOf DRON 00021191.
DRON 00044373 is Class.
DRON 00044373 SubClassOf DRON 00021192.
DRON 00044380 is Class.
DRON 00044380 SubClassOf DRON 00025712.
DRON 00044385 is Class.
DRON 00044391 is Class.
DRON 00044391 SubClassOf DRON 00021206.
DRON 00044400 is Class.
DRON 00044400 SubClassOf DRON 00020366.
DRON 00044401 is Class.
DRON 00044401 SubClassOf DRON 00020366,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "200.0"^^double))) and (BFO 0000071 some DRON 00016889)).
DRON 00044403 is Class.
DRON 00044403 SubClassOf DRON 00020366.
DRON 00044405 is Class.
DRON 00044405 SubClassOf DRON 00020366.
DRON 00044406 is Class.
DRON 00044406 SubClassOf DRON 00025493,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "2.5"^^double))) and (BFO 0000071 some CHEBI 17698)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "5.0"^^double))) and (BFO 0000071 some CHEBI 17650)).
DRON 00044412 is Class.
DRON 00044412 SubClassOf DRON 00027007,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "0.4"^^double))) and (BFO 0000071 some DRON 00014151)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "5.0"^^double))) and (BFO 0000071 some CHEBI 3611)).
DRON 00044414 is Class.
DRON 00044414 SubClassOf DRON 00025326.
DRON 00044418 is Class.
DRON 00044418 SubClassOf DRON 00021249.
DRON 00044425 is Class.
DRON 00044439 is Class.
DRON 00044442 is Class.
DRON 00044442 SubClassOf DRON 00021281.
DRON 00044471 is Class.
DRON 00044471 SubClassOf DRON 00025486,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "250.0"^^double))) and (BFO 0000071 some CHEBI 3697)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "250.0"^^double))) and (BFO 0000071 some CHEBI 471744)).
DRON 00044481 is Class.
DRON 00044481 SubClassOf DRON 00023993.
DRON 00044484 is Class.
DRON 00044484 SubClassOf DRON 00021346.
DRON 00044485 is Class.
DRON 00044485 SubClassOf DRON 00021347.
DRON 00044486 is Class.
DRON 00044486 SubClassOf DRON 00021346.
DRON 00044494 is Class.
DRON 00044494 SubClassOf DRON 00021360.
DRON 00044495 is Class.
DRON 00044495 SubClassOf DRON 00021360.
DRON 00044496 is Class.
DRON 00044543 is Class.
DRON 00044543 SubClassOf DRON 00025021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "1.5"^^double))) and (BFO 0000071 some DRON 00018086)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "2.0"^^double))) and (BFO 0000071 some CHEBI 16714)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "20.0"^^double))) and (BFO 0000071 some CHEBI 5551)).
DRON 00044561 is Class.
DRON 00044561 SubClassOf DRON 00026968.
DRON 00044563 is Class.
DRON 00044563 SubClassOf DRON 00021429,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "0.65"^^double))) and (BFO 0000071 some CHEBI 23359)).
DRON 00044564 is Class.
DRON 00044564 SubClassOf DRON 00025713.
DRON 00044565 is Class.
DRON 00044565 SubClassOf DRON 00021432.
DRON 00044568 is Class.
DRON 00044571 is Class.
DRON 00044571 SubClassOf DRON 00024778,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "2.0"^^double))) and (BFO 0000071 some DRON 00012396)).
DRON 00044603 is Class.
DRON 00044615 is Class.
DRON 00044618 is Class.
DRON 00044618 SubClassOf DRON 00021451,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "0.03"^^double))) and (BFO 0000071 some CHEBI 17439)).
DRON 00044619 is Class.
DRON 00044619 SubClassOf DRON 00025655,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "0.04"^^double))) and (BFO 0000071 some CHEBI 17439)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "5.0"^^double))) and (BFO 0000071 some CHEBI 26948)).
DRON 00044621 is Class.
DRON 00044621 SubClassOf DRON 00021455.
DRON 00044623 is Class.
DRON 00044623 SubClassOf DRON 00021455.
DRON 00044628 is Class.
DRON 00044628 SubClassOf DRON 00025856,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "15.0"^^double))) and (BFO 0000071 some CHEBI 29864)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "20.0"^^double))) and (BFO 0000071 some CHEBI 4027)).
DRON 00044639 is Class.
DRON 00044639 SubClassOf DRON 00026040,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "2.5"^^double))) and (BFO 0000071 some DRON 00013140)).
DRON 00044640 is Class.
DRON 00044640 SubClassOf DRON 00025814,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "0.15"^^double))) and (BFO 0000071 some DRON 00013006)).
DRON 00044644 is Class.
DRON 00044644 SubClassOf DRON 00021513.
DRON 00044647 is Class.
DRON 00044648 is Class.
DRON 00044648 SubClassOf DRON 00024085.
DRON 00044649 is Class.
DRON 00044649 SubClassOf DRON 00024085.
DRON 00044651 is Class.
DRON 00044651 SubClassOf DRON 00027095.
DRON 00044654 is Class.
DRON 00044654 SubClassOf DRON 00021515.
DRON 00044655 is Class.
DRON 00044655 SubClassOf DRON 00021515.
DRON 00044656 is Class.
DRON 00044658 is Class.
DRON 00044658 SubClassOf DRON 00021516.
DRON 00044662 is Class.
DRON 00044667 is Class.
DRON 00044673 is Class.
DRON 00044673 SubClassOf DRON 00021553.
DRON 00044680 is Class.
DRON 00044680 SubClassOf DRON 00024329.
DRON 00044681 is Class.
DRON 00044681 SubClassOf DRON 00023226.
DRON 00044690 is Class.
DRON 00044690 SubClassOf DRON 00021547.
DRON 00044702 is Class.
DRON 00044702 SubClassOf DRON 00025509,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "50.0"^^double))) and (BFO 0000071 some CHEBI 17234)).
DRON 00044721 is Class.
DRON 00044721 SubClassOf DRON 00024837,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "1.0"^^double))) and (BFO 0000071 some CHEBI 490877)).
DRON 00044724 is Class.
DRON 00044724 SubClassOf DRON 00024335,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "20.0"^^double))) and (BFO 0000071 some CHEBI 490877)).
DRON 00044738 is Class.
DRON 00044738 SubClassOf DRON 00021608,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "0.15"^^double))) and (BFO 0000071 some CHEBI 28544)).
DRON 00044740 is Class.
DRON 00044747 is Class.
DRON 00044747 SubClassOf DRON 00021632,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "50.0"^^double))) and (BFO 0000071 some CHEBI 4604)).
DRON 00044764 is Class.
DRON 00044764 SubClassOf DRON 00024843.
DRON 00044771 is Class.
DRON 00044771 SubClassOf DRON 00024706,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "15.0"^^double))) and (BFO 0000071 some DRON 01002936)).
DRON 00044787 is Class.
DRON 00044787 SubClassOf DRON 00021718.
DRON 00044791 is Class.
DRON 00044791 SubClassOf DRON 00021718.
DRON 00044797 is Class.
DRON 00044805 is Class.
DRON 00044805 SubClassOf DRON 00025049.
DRON 00044814 is Class.
DRON 00044814 SubClassOf DRON 00025878.
DRON 00044821 is Class.
DRON 00044821 SubClassOf DRON 00021783,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "1.25"^^double))) and (BFO 0000071 some CHEBI 28934)).
DRON 00044831 is Class.
DRON 00044833 is Class.
DRON 00044839 is Class.
DRON 00044839 SubClassOf DRON 00027043.
DRON 00044841 is Class.
DRON 00044841 SubClassOf DRON 00020350.
DRON 00044845 is Class.
DRON 00044846 is Class.
DRON 00044848 is Class.
DRON 00044848 SubClassOf DRON 00024848.
DRON 00044852 is Class.
DRON 00044852 SubClassOf DRON 00027052.
DRON 00044853 is Class.
DRON 00044853 SubClassOf DRON 00027054.
DRON 00044859 is Class.
DRON 00044859 SubClassOf DRON 00024849.
DRON 00044860 is Class.
DRON 00044860 SubClassOf DRON 00024850.
DRON 00044861 is Class.
DRON 00044861 SubClassOf DRON 00026853.
DRON 00044865 is Class.
DRON 00044865 SubClassOf DRON 00021831,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "1.5"^^double))) and (BFO 0000071 some CHEBI 4873)).
DRON 00044870 is Class.
DRON 00044870 SubClassOf DRON 00021837,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "100.0"^^double))) and (BFO 0000071 some DRON 00012497)).
DRON 00044871 is Class.
DRON 00044871 SubClassOf DRON 00021838,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "150.0"^^double))) and (BFO 0000071 some DRON 00012497)).
DRON 00044881 is Class.
DRON 00044881 SubClassOf DRON 00024854,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "2.0"^^double))) and (BFO 0000071 some CHEBI 134857)).
DRON 00044892 is Class.
DRON 00044892 SubClassOf DRON 00021879.
DRON 00044893 is Class.
DRON 00044893 SubClassOf DRON 00021882.
DRON 00044899 is Class.
DRON 00044901 is Class.
DRON 00044901 SubClassOf DRON 00021898,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "0.3"^^double))) and (BFO 0000071 some CHEBI 119915)).
DRON 00044908 is Class.
DRON 00044908 SubClassOf DRON 00021906.
DRON 00044913 is Class.
DRON 00044913 SubClassOf DRON 00021911,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "80.0"^^double))) and (BFO 0000071 some CHEBI 31608)).
DRON 00044921 is Class.
DRON 00044921 SubClassOf DRON 00021916,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "325.0"^^double))) and (BFO 0000071 some CHEBI 75832)).
DRON 00044923 is Class.
DRON 00044925 is Class.
DRON 00044925 SubClassOf DRON 00024359.
DRON 00044927 is Class.
DRON 00044928 is Class.
DRON 00044928 SubClassOf DRON 00021935.
DRON 00044929 is Class.
DRON 00044929 SubClassOf DRON 00021935.
DRON 00044931 is Class.
DRON 00044931 SubClassOf DRON 00031149,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "400.0"^^double))) and (BFO 0000071 some CHEBI 135404)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "50.0"^^double))) and (BFO 0000071 some DRON 00016707)).
DRON 00044936 is Class.
DRON 00044936 SubClassOf DRON 00021949.
DRON 00044937 is Class.
DRON 00044937 SubClassOf DRON 00021949.
DRON 00044956 is Class.
DRON 00044956 SubClassOf DRON 00021991,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "3.33"^^double))) and (BFO 0000071 some CHEBI 5195)).
DRON 00044961 is Class.
DRON 00044961 SubClassOf DRON 00026599,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "600.0"^^double))) and (BFO 0000071 some CHEBI 42797)).
DRON 00044974 is Class.
DRON 00044974 SubClassOf DRON 00027984.
DRON 00044981 is Class.
DRON 00044981 SubClassOf DRON 00022009,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "1.4"^^double))) and (BFO 0000071 some DRON 01002946)).
DRON 00044989 is Class.
DRON 00044994 is Class.
DRON 00045020 is Class.
DRON 00045020 SubClassOf DRON 00025475.
DRON 00045021 is Class.
DRON 00045021 SubClassOf DRON 00027287,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "3.6"^^double))) and (BFO 0000071 some CHEBI 5523)).
DRON 00045022 is Class.
DRON 00045028 is Class.
DRON 00045031 is Class.
DRON 00045031 SubClassOf DRON 00023003,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "20.0"^^double))) and (BFO 0000071 some CHEBI 5551)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "5.0"^^double))) and (BFO 0000071 some CHEBI 8104)).
DRON 00045038 is Class.
DRON 00045039 is Class.
DRON 00045039 SubClassOf DRON 00022056,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "40.0"^^double))) and (BFO 0000071 some CHEBI 5551)).
DRON 00045049 is Class.
DRON 00045049 SubClassOf DRON 00030415.
DRON 00045052 is Class.
DRON 00045058 is Class.
DRON 00045060 is Class.
DRON 00045060 SubClassOf DRON 00022058,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "600.0"^^double))) and (BFO 0000071 some CHEBI 5551)).
DRON 00045071 is Class.
DRON 00045071 SubClassOf DRON 00022064,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000022) and (OBI 0001937 value "10.0"^^double))) and (BFO 0000071 some CHEBI 5557)).
DRON 00045082 is Class.
DRON 00045082 SubClassOf DRON 00024143.
DRON 00045083 is Class.
DRON 00045083 SubClassOf DRON 00024607.
DRON 00045087 is Class.
DRON 00045087 SubClassOf DRON 00024607.
DRON 00045093 is Class.
DRON 00045093 SubClassOf DRON 00024398.
DRON 00045094 is Class.
DRON 00045094 SubClassOf DRON 00024398.
DRON 00045095 is Class.
DRON 00045095 SubClassOf DRON 00024398.
DRON 00045096 is Class.
DRON 00045096 SubClassOf DRON 00031150.
DRON 00045097 is Class.
DRON 00045097 SubClassOf DRON 00031150.
DRON 00045098 is Class.
DRON 00045098 SubClassOf DRON 00031150.
DRON 00045127 is Class.
DRON 00045131 is Class.
DRON 00045131 SubClassOf DRON 00026258,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "30.0"^^double))) and (BFO 0000071 some CHEBI 6456)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000053 some.
has proper part some is (PATO 0000125 and (IAO 0000039 value UO 0000176) and (OBI 0001937 value "5.0"^^double))) and (BFO 0000071 some CHEBI 17650)).
DRON 00045132 is Class.
DRON 00045132 SubClassOf DRON 00022651.
DRON 00045135 is Class.
DRON 00045136 is Class.
DRON 00045142 is Class.
DRON 00045142 SubClassOf DRON 00022651.
DRON 00045143 is Class.
DRON 00045143 SubClassOf DRON 00022820.
DRON 00045147 is Class.
DRON 00045147 SubClassOf DRON 00023829.
DRON 00045148 is Class.
DRON 00045148 SubClassOf DRON 00024870.
DRON 00045149 is Class.
DRON 00045152 is Class.
DRON 00045152 SubClassOf DRON 00024870.
DRON 00045154 is Class.
DRON 00045154 SubClassOf DRON 00020591.
DRON 00045159 is Class.
DRON 00045160 is Class.
DRON 00045160 SubClassOf DRON 00025273.
DRON 00045170 is Class.
DRON 00045181 is Class.
DRON 00045181 SubClassOf DRON 00020625.
DRON 00045184 is Class.
DRON 00045184 SubClassOf DRON 00027023.
DRON 00045188 is Class.
DRON 00045188 SubClassOf DRON 00027055.
DRON 00045189 is Class.
DRON 00045189 SubClassOf DRON 00027081.
DRON 00045190 is Class.
DRON 00045190 SubClassOf DRON 00027019.
DRON 00045191 is Class.
DRON 00045191 SubClassOf DRON 00027062.
DRON 00045192 is Class.
