BFO 0000050 is ObjectProperty.
HAO 0002451 SubClassOf BFO 0000050 some HAO 0000101.
HAO 0002463 is Class.
HAO 0002463 SubClassOf HAO 0002272,.
HAO 0002463 SubClassOf BFO 0000050 some HAO 0000604.
HAO 0002489 is Class.
HAO 0002489 SubClassOf HAO 0000648,.
HAO 0002489 SubClassOf BFO 0000050 some HAO 0001414.
HAO 0002498 is Class.
HAO 0002498 SubClassOf HAO 0000909.
HAO 0002500 is Class.
HAO 0002500 SubClassOf HAO 0000909.
HAO 0002501 is Class.
HAO 0002501 SubClassOf HAO 0000909.
HAO 0002505 is Class.
HAO 0002505 SubClassOf HAO 0000909.
HAO 0002506 is Class.
HAO 0002506 SubClassOf HAO 0000909.
HAO 0002534 is Class.
HAO 0002534 SubClassOf HAO 0000909.
HAO 0002543 is Class.
HAO 0002544 is Class.
Thing, is www.w3.org/2002/07/#.
 attached to some HAO 0000327, is HAO#.
 attached to some HAO 0002543 is HAO#.
HAO 0002579 is Class.
HAO 0002579 SubClassOf HAO 0000709.
HAO 0002589 is Class.
HAO 0002589 SubClassOf HAO 0000893,.
HAO 0002589 SubClassOf BFO 0000050 some HAO 0001004.
www.w3.org/2002/07/# is Class.
fig 10174.svg is Individual.
fig 10174.svg Types HAO 0001148.
fig 10774.svg is Individual.
fig 10774.svg Types HAO 0000137.
fig 11201.svg is Individual.
fig 11201.svg Types HAO 0000994.
fig 11207.svg is Individual.
fig 11207.svg Types HAO 0001128.
fig 11208.svg is Individual.
fig 11208.svg Types HAO 0001127.
fig 11209.svg is Individual.
fig 11209.svg Types HAO 0001126.
fig 11212.svg is Individual.
fig 11212.svg Types HAO 0001130.
fig 11215.svg is Individual.
fig 11215.svg Types HAO 0001137.
fig 11216.svg is Individual.
fig 11216.svg Types HAO 0001138.
fig 11219.svg is Individual.
fig 11219.svg Types HAO 0001129.
fig 11220.svg is Individual.
fig 11220.svg Types HAO 0001136.
fig 11302.svg is Individual.
fig 11302.svg Types HAO 0001143.
fig 11303.svg is Individual.
fig 11303.svg Types HAO 0001135.
fig 11304.svg is Individual.
fig 11304.svg Types HAO 0001144.
fig 11305.svg is Individual.
fig 11305.svg Types HAO 0001145.
fig 11389.svg is Individual.
fig 11389.svg Types HAO 0001134.
fig 12511.svg is Individual.
fig 12511.svg Types HAO 0000287.
fig 12882.svg is Individual.
fig 12882.svg Types HAO 0001147.
fig 12886.svg is Individual.
fig 12886.svg Types HAO 0001151.
fig 12887.svg is Individual.
fig 12887.svg Types HAO 0001152.
fig 12888.svg is Individual.
fig 12888.svg Types HAO 0001153.
fig 12889.svg is Individual.
fig 12889.svg Types HAO 0001468.
fig 17758.svg is Individual.
fig 17758.svg Types HAO 0001776.
fig 23228.svg is Individual.
fig 23228.svg Types HAO 0001870.
fig 23229.svg is Individual.
fig 23229.svg Types HAO 0001870.
fig 23230.svg is Individual.
fig 23230.svg Types HAO 0001870.
fig 23231.svg is Individual.
fig 23231.svg Types HAO 0001870.
fig 23232.svg is Individual.
fig 23232.svg Types HAO 0001870.
fig 23383.svg is Individual.
fig 23383.svg Types HAO 0001870.
fig 23402.svg is Individual.
fig 23402.svg Types HAO 0001870.
fig 23744.svg is Individual.
fig 23744.svg Types HAO 0001870.
fig 25790.svg is Individual.
fig 25790.svg Types HAO 0001870.
fig 25793.svg is Individual.
fig 25793.svg Types HAO 0001870.
fig 25809.svg is Individual.
fig 25809.svg Types HAO 0001870.
fig 25810.svg is Individual.
fig 25810.svg Types HAO 0001870.
fig 25814.svg is Individual.
fig 25814.svg Types HAO 0001870.
fig 26184.svg is Individual.
fig 26184.svg Types HAO 0001870.
fig 26188.svg is Individual.
fig 26188.svg Types HAO 0001870.
fig 26197.svg is Individual.
fig 26197.svg Types HAO 0001870.
fig 26198.svg is Individual.
fig 26198.svg Types HAO 0001870.
fig 27140.svg is Individual.
fig 27140.svg Types HAO 0000937.
fig 28398.svg is Individual.
fig 28398.svg Types HAO 0001147.
fig 28400.svg is Individual.
fig 28400.svg Types HAO 0001150.
fig 28624.svg is Individual.
fig 28624.svg Types HAO 0001468.
fig 29126.svg is Individual.
fig 29126.svg Types HAO 0000994.
fig 29139.svg is Individual.
fig 29139.svg Types HAO 0000994.
fig 29151.svg is Individual.
fig 29151.svg Types HAO 0000994.
fig 29371.svg is Individual.
fig 29371.svg Types HAO 0000994.
fig 29372.svg is Individual.
fig 29372.svg Types HAO 0000994.
fig 38794.svg is Individual.
fig 38794.svg Types HAO 0001673.
fig 9935.svg is Individual.
fig 9935.svg Types HAO 0001130.
fig 9940.svg is Individual.
fig 9940.svg Types HAO 0001134.
fig 9948.svg is Individual.
fig 9948.svg Types HAO 0001883.
