www.w3.org/2000/01/-schema# is AnnotationProperty.
string is Datatype.
TEMP# is ObjectProperty.
TEMP# is ObjectProperty.
broader some MAT 0000021, is TEMP#.
broader some MAT 0000024 is TEMP#.
MAT 0000073 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000021 is TEMP#.
MAT 0000074 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000391 is TEMP#.
MAT 0000075 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000021 is TEMP#.
MAT 0000076 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000075 is TEMP#.
MAT 0000077 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000021 is TEMP#.
MAT 0000078 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000021 is TEMP#.
MAT 0000079 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000021 is TEMP#.
MAT 0000080 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000021, is TEMP#.
broader some MAT 0000022 is TEMP#.
MAT 0000081 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000021 is TEMP#.
MAT 0000082 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000021 is TEMP#.
MAT 0000083 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000022 is TEMP#.
MAT 0000084 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000022 is TEMP#.
MAT 0000085 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000022 is TEMP#.
MAT 0000086 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000023, is TEMP#.
broader some MAT 0000031 is TEMP#.
MAT 0000087 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000023 is TEMP#.
MAT 0000090 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000023 is TEMP#.
MAT 0000091 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000090 is TEMP#.
MAT 0000092 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000090 is TEMP#.
MAT 0000093 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000090 is TEMP#.
MAT 0000094 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000293 is TEMP#.
MAT 0000095 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000023 is TEMP#.
MAT 0000096 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000015, is TEMP#.
broader some MAT 0000024 is TEMP#.
MAT 0000097 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000024 is TEMP#.
MAT 0000098 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000457 is TEMP#.
MAT 0000099 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000338 is TEMP#.
MAT 0000100 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000338 is TEMP#.
MAT 0000101 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000338 is TEMP#.
MAT 0000102 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000338 is TEMP#.
MAT 0000105 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000098 is TEMP#.
MAT 0000106 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000098 is TEMP#.
MAT 0000107 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000098 is TEMP#.
MAT 0000108 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000105 is TEMP#.
MAT 0000109 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000105 is TEMP#.
MAT 0000110 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000107 is TEMP#.
MAT 0000111 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000107 is TEMP#.
MAT 0000112 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000105 is TEMP#.
MAT 0000113 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000098, is TEMP#.
broader some MAT 0000457 is TEMP#.
MAT 0000114 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000105 is TEMP#.
MAT 0000115 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000107 is TEMP#.
MAT 0000116 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000105 is TEMP#.
MAT 0000117 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000019, is TEMP#.
broader some MAT 0000027 is TEMP#.
MAT 0000118 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000027 is TEMP#.
MAT 0000119 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000027 is TEMP#.
MAT 0000120 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000027 is TEMP#.
MAT 0000121 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000027 is TEMP#.
MAT 0000122 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000027 is TEMP#.
MAT 0000123 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000027 is TEMP#.
MAT 0000124 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000028 is TEMP#.
MAT 0000125 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000028 is TEMP#.
MAT 0000126 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000028 is TEMP#.
MAT 0000127 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000028 is TEMP#.
MAT 0000128 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000028 is TEMP#.
MAT 0000129 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000029 is TEMP#.
MAT 0000130 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000029 is TEMP#.
MAT 0000131 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000029 is TEMP#.
MAT 0000132 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000029 is TEMP#.
MAT 0000133 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000030 is TEMP#.
MAT 0000134 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000030 is TEMP#.
MAT 0000135 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000030 is TEMP#.
MAT 0000137 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000030 is TEMP#.
MAT 0000138 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000017, is TEMP#.
broader some MAT 0000031 is TEMP#.
MAT 0000139 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000017, is TEMP#.
broader some MAT 0000030, is TEMP#.
broader some MAT 0000031 is TEMP#.
MAT 0000140 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000017, is TEMP#.
broader some MAT 0000031 is TEMP#.
MAT 0000141 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000140 is TEMP#.
MAT 0000142 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000140 is TEMP#.
MAT 0000143 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000140 is TEMP#.
MAT 0000144 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000138 is TEMP#.
MAT 0000145 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000138 is TEMP#.
MAT 0000146 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000138 is TEMP#.
MAT 0000147 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000138 is TEMP#.
MAT 0000148 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000032, is TEMP#.
broader only MAT 0000410 is TEMP#.
MAT 0000149 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000017, is TEMP#.
broader some MAT 0000032 is TEMP#.
MAT 0000150 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000032, is TEMP#.
broader some MAT 0000033 is TEMP#.
MAT 0000151 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000032, is TEMP#.
broader some MAT 0000090 is TEMP#.
MAT 0000152 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000031, is TEMP#.
broader some MAT 0000033 is TEMP#.
MAT 0000153 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000033 is TEMP#.
MAT 0000154 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000033 is TEMP#.
MAT 0000155 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000033 is TEMP#.
MAT 0000156 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000033 is TEMP#.
MAT 0000158 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000033 is TEMP#.
MAT 0000159 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000033 is TEMP#.
MAT 0000160 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000033 is TEMP#.
MAT 0000161 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000038 is TEMP#.
MAT 0000162 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000019, is TEMP#.
broader some MAT 0000343 is TEMP#.
MAT 0000163 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000031, is TEMP#.
broader some MAT 0000033 is TEMP#.
MAT 0000165 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000305 is TEMP#.
MAT 0000168 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000028 is TEMP#.
MAT 0000169 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000028 is TEMP#.
MAT 0000170 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000029 is TEMP#.
MAT 0000171 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000029 is TEMP#.
MAT 0000173 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000304 is TEMP#.
MAT 0000174 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000304 is TEMP#.
MAT 0000175 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000304 is TEMP#.
MAT 0000176 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000019 is TEMP#.
MAT 0000177 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000304 is TEMP#.
MAT 0000179 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000019 is TEMP#.
MAT 0000180 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000021 is TEMP#.
MAT 0000181 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000032 is TEMP#.
MAT 0000182 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000032 is TEMP#.
MAT 0000183 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000457 is TEMP#.
MAT 0000185 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000019 is TEMP#.
MAT 0000186 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000029 is TEMP#.
MAT 0000187 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000018, is TEMP#.
broader some MAT 0000030 is TEMP#.
MAT 0000188 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000032 is TEMP#.
MAT 0000189 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000032 is TEMP#.
MAT 0000190 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000371 is TEMP#.
MAT 0000191 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000190 is TEMP#.
MAT 0000192 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000191 is TEMP#.
MAT 0000193 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000190 is TEMP#.
MAT 0000194 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000371 is TEMP#.
MAT 0000195 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000194 is TEMP#.
MAT 0000196 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000194 is TEMP#.
MAT 0000197 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000022 is TEMP#.
MAT 0000198 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000015 is TEMP#.
MAT 0000199 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000015 is TEMP#.
MAT 0000200 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000098, is TEMP#.
broader some MAT 0000343 is TEMP#.
MAT 0000202 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000023 is TEMP#.
MAT 0000203 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000023 is TEMP#.
MAT 0000204 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000163 is TEMP#.
MAT 0000205 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000163 is TEMP#.
MAT 0000206 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000163 is TEMP#.
MAT 0000207 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000026 is TEMP#.
MAT 0000208 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000030 is TEMP#.
MAT 0000209 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000031 is TEMP#.
MAT 0000210 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000021 is TEMP#.
MAT 0000211 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000021 is TEMP#.
MAT 0000212 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000021 is TEMP#.
MAT 0000213 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000004 is TEMP#.
MAT 0000214 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000004 is TEMP#.
MAT 0000215 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000004 is TEMP#.
MAT 0000216 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000004, is TEMP#.
broader some MAT 0000514 is TEMP#.
MAT 0000217 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000004 is TEMP#.
MAT 0000218 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000004 is TEMP#.
MAT 0000219 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000005, is TEMP#.
broader some MAT 0000366 is TEMP#.
MAT 0000220 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000005, is TEMP#.
broader some MAT 0000006 is TEMP#.
MAT 0000221 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000005, is TEMP#.
broader some MAT 0000006 is TEMP#.
MAT 0000222 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000005, is TEMP#.
broader some MAT 0000366 is TEMP#.
MAT 0000223 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000006, is TEMP#.
broader some MAT 0000009 is TEMP#.
MAT 0000224 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000006, is TEMP#.
broader some MAT 0000009 is TEMP#.
MAT 0000225 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000006, is TEMP#.
broader some MAT 0000009 is TEMP#.
MAT 0000226 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000008 is TEMP#.
MAT 0000227 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000008 is TEMP#.
MAT 0000228 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000008 is TEMP#.
MAT 0000229 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000009 is TEMP#.
MAT 0000230 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000009 is TEMP#.
MAT 0000231 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000009 is TEMP#.
MAT 0000232 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000009 is TEMP#.
MAT 0000233 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000009 is TEMP#.
MAT 0000234 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000003, is TEMP#.
broader some MAT 0000009 is TEMP#.
MAT 0000235 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000009 is TEMP#.
MAT 0000237 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000009 is TEMP#.
MAT 0000238 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000009 is TEMP#.
MAT 0000239 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000009 is TEMP#.
MAT 0000242 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000033 is TEMP#.
MAT 0000243 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000019 is TEMP#.
MAT 0000244 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000019 is TEMP#.
MAT 0000248 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000004 is TEMP#.
MAT 0000249 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000031, is TEMP#.
broader some MAT 0000033 is TEMP#.
MAT 0000250 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000304 is TEMP#.
MAT 0000255 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000304 is TEMP#.
MAT 0000256 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000019 is TEMP#.
MAT 0000257 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000033 is TEMP#.
MAT 0000271 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000033 is TEMP#.
MAT 0000272 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000019 is TEMP#.
MAT 0000273 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000019 is TEMP#.
MAT 0000275 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000017, is TEMP#.
broader some MAT 0000031 is TEMP#.
MAT 0000276 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000004, is TEMP#.
broader some MAT 0000009, is TEMP#.
broader some MAT 0000234 is TEMP#.
MAT 0000277 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000032 is TEMP#.
MAT 0000278 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000032 is TEMP#.
MAT 0000279 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000061 is TEMP#.
MAT 0000280 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000061 is TEMP#.
MAT 0000281 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000019 is TEMP#.
MAT 0000282 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000047 is TEMP#.
MAT 0000283 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000140 is TEMP#.
MAT 0000284 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000033 is TEMP#.
MAT 0000285 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000090 is TEMP#.
MAT 0000286 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000107 is TEMP#.
MAT 0000287 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000046 is TEMP#.
MAT 0000288 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000046 is TEMP#.
MAT 0000289 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000105 is TEMP#.
MAT 0000290 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000061 is TEMP#.
MAT 0000291 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000049 is TEMP#.
MAT 0000292 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000028 is TEMP#.
MAT 0000293 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000001 is TEMP#.
MAT 0000294 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000293 is TEMP#.
MAT 0000295 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000293 is TEMP#.
MAT 0000296 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000293 is TEMP#.
MAT 0000297 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000293 is TEMP#.
MAT 0000298 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000293 is TEMP#.
MAT 0000299 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000032 is TEMP#.
MAT 0000301 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000032 is TEMP#.
MAT 0000302 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000025 is TEMP#.
MAT 0000303 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000025 is TEMP#.
MAT 0000304 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000019 is TEMP#.
MAT 0000305 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000001 is TEMP#.
MAT 0000306 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000002 is TEMP#.
MAT 0000307 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000002 is TEMP#.
MAT 0000308 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000191 is TEMP#.
MAT 0000309 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000191 is TEMP#.
MAT 0000311 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000526 is TEMP#.
MAT 0000312 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000526 is TEMP#.
MAT 0000313 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000526 is TEMP#.
MAT 0000314 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000526 is TEMP#.
MAT 0000315 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000020 is TEMP#.
MAT 0000316 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000233 is TEMP#.
MAT 0000317 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000233 is TEMP#.
MAT 0000318 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000019, is TEMP#.
broader some MAT 0000020 is TEMP#.
MAT 0000319 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000028 is TEMP#.
MAT 0000320 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000002 is TEMP#.
MAT 0000321 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000002 is TEMP#.
MAT 0000322 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000002 is TEMP#.
MAT 0000323 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000002 is TEMP#.
MAT 0000324 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000002 is TEMP#.
MAT 0000325 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000002 is TEMP#.
MAT 0000326 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000002 is TEMP#.
MAT 0000327 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000002 is TEMP#.
MAT 0000328 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000002 is TEMP#.
MAT 0000329 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000002 is TEMP#.
MAT 0000330 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000002 is TEMP#.
MAT 0000331 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000002 is TEMP#.
MAT 0000332 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000014 is TEMP#.
MAT 0000333 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000014 is TEMP#.
MAT 0000334 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000019 is TEMP#.
MAT 0000335 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000020 is TEMP#.
MAT 0000336 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000098 is TEMP#.
MAT 0000337 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000098 is TEMP#.
MAT 0000338 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000026 is TEMP#.
MAT 0000339 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000026 is TEMP#.
MAT 0000340 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000017 is TEMP#.
MAT 0000341 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000026 is TEMP#.
MAT 0000342 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000026 is TEMP#.
MAT 0000343 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000026 is TEMP#.
MAT 0000344 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000343 is TEMP#.
MAT 0000345 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000234, is TEMP#.
broader some MAT 0000362 is TEMP#.
MAT 0000346 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000234 is TEMP#.
MAT 0000347 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000003 is TEMP#.
MAT 0000348 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000347 is TEMP#.
MAT 0000349 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000347 is TEMP#.
MAT 0000350 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000347 is TEMP#.
MAT 0000351 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000003 is TEMP#.
MAT 0000352 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000005 is TEMP#.
MAT 0000353 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000005 is TEMP#.
MAT 0000354 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000231 is TEMP#.
MAT 0000355 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000231 is TEMP#.
MAT 0000356 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000231 is TEMP#.
MAT 0000357 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000005 is TEMP#.
MAT 0000358 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000005, is TEMP#.
broader some MAT 0000366 is TEMP#.
MAT 0000359 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000008 is TEMP#.
MAT 0000360 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000009 is TEMP#.
MAT 0000362 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000003 is TEMP#.
MAT 0000363 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000009, is TEMP#.
broader some MAT 0000362 is TEMP#.
MAT 0000364 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000009, is TEMP#.
broader some MAT 0000362 is TEMP#.
MAT 0000365 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000363 is TEMP#.
MAT 0000366 is Class.
Thing, is www.w3.org/2002/07/#.
broader some MAT 0000003 is TEMP#.
