R(hadUsage,is,ObjectProperty)
R(SleepDiary,SubClassOf,DataCollectionInstrument)
R(SleepHeartHealthStudySleepHabitsQuestionnaire,is,Class)
R(SleepHeartHealthStudySleepHabitsQuestionnaire,SubClassOf,SleepQuestionnaire)
R(SleepHeartHealthStudySleepQuestionnaire,is,Class)
R(SleepHeartHealthStudySleepQuestionnaire,SubClassOf,SleepQuestionnaire)
R(SleepQuestionnaire,is,Class)
R(SleepQuestionnaire,SubClassOf,Questionnaire)
R(SocialStatusQuestionnaire,is,Class)
R(SocialStatusQuestionnaire,SubClassOf,Questionnaire)
R(SpanishEnglishVerbalLearningTest,is,Class)
R(SpanishEnglishVerbalLearningTest,SubClassOf,NeurocognitiveTest)
R(Sphygmomanometer,is,Class)
R(Sphygmomanometer,SubClassOf,DataCollectionInstrument)
R(SpielbergerState-TraitAnxietyInventory,is,Class)
R(SpielbergerState-TraitAnxietyInventory,SubClassOf,MentalHealthQuestionnaire)
R(Spirometer,is,Class)
R(Spirometer,SubClassOf,DataCollectionInstrument)
R(Stadiometer,is,Class)
R(Stadiometer,SubClassOf,DataCollectionInstrument)
R(StudyInstrument,is,Class)
R(StudyInstrument,SubClassOf,Agent)
R(Thermistor,is,Class)
R(Thermistor,SubClassOf,DataCollectionInstrument)
R(ThoracicInductanceRespiratoryPlethysmography,is,Class)
R(ThoracicInductanceRespiratoryPlethysmography,SubClassOf,Inductance)
R(ThreeLeadElectrocardiograph,is,Class)
R(ThreeLeadElectrocardiograph,SubClassOf,Electrocardiograph)
R(TwelveLeadElectrocardiograph,is,Class)
R(TwelveLeadElectrocardiograph,SubClassOf,Electrocardiograph)
R(WomensHealthInitiativeInsomniaRatingScale,is,Class)
R(WomensHealthInitiativeInsomniaRatingScale,SubClassOf,SleepQuestionnaire)
R(WristActigraph,is,Class)
R(WristActigraph,SubClassOf,Actigraph)
R(XRay,is,Class)
R(XRay,SubClassOf,Radiograph)
R(www.w3.org/2002/07/#,is,Class)
R(Agent,is,Class)
R(Thing,is,www.w3.org/2002/07/#)
R(Thing,DisjointWith,InstantaneousEvent)
R(InstantaneousEvent,is,Class)
R(InstantaneousEvent,DisjointWith,Agent)
