www.w3.org/2000/01/-schema# is Datatype
Z11_1 SubClassOf Z11
Z11_1 DisjointWith Z11_9
Z11_1 DisjointWith Z11_8
Z11_1 DisjointWith Z11_6
Z11_1 DisjointWith Z11_5
Z11_1 DisjointWith Z11_4
Z11_1 DisjointWith Z11_3
Z11_1 DisjointWith Z11_2
Z11_1 DisjointWith Z11_0
Z11_2 is Class
Z11_2 SubClassOf Z11
Z11_2 DisjointWith Z11_9
Z11_2 DisjointWith Z11_8
Z11_2 DisjointWith Z11_6
Z11_2 DisjointWith Z11_5
Z11_2 DisjointWith Z11_4
Z11_2 DisjointWith Z11_3
Z11_2 DisjointWith Z11_1
Z11_2 DisjointWith Z11_0
Z11_3 is Class
Z11_3 SubClassOf Z11
Z11_3 DisjointWith Z11_9
Z11_3 DisjointWith Z11_8
Z11_3 DisjointWith Z11_6
Z11_3 DisjointWith Z11_5
Z11_3 DisjointWith Z11_4
Z11_3 DisjointWith Z11_2
Z11_3 DisjointWith Z11_1
Z11_3 DisjointWith Z11_0
Z11_4 is Class
Z11_4 SubClassOf Z11
Z11_4 DisjointWith Z11_9
Z11_4 DisjointWith Z11_8
Z11_4 DisjointWith Z11_6
Z11_4 DisjointWith Z11_5
Z11_4 DisjointWith Z11_3
Z11_4 DisjointWith Z11_2
Z11_4 DisjointWith Z11_1
Z11_4 DisjointWith Z11_0
Z11_5 is Class
Z11_5 SubClassOf Z11
Z11_5 DisjointWith Z11_9
Z11_5 DisjointWith Z11_8
Z11_5 DisjointWith Z11_6
Z11_5 DisjointWith Z11_4
Z11_5 DisjointWith Z11_3
Z11_5 DisjointWith Z11_2
Z11_5 DisjointWith Z11_1
Z11_5 DisjointWith Z11_0
Z11_6 is Class
Z11_6 SubClassOf Z11
Z11_6 DisjointWith Z11_9
Z11_6 DisjointWith Z11_8
Z11_6 DisjointWith Z11_5
Z11_6 DisjointWith Z11_4
Z11_6 DisjointWith Z11_3
Z11_6 DisjointWith Z11_2
Z11_6 DisjointWith Z11_1
Z11_6 DisjointWith Z11_0
Z11_8 is Class
Z11_8 SubClassOf Z11
Z11_8 DisjointWith Z11_9
Z11_8 DisjointWith Z11_6
Z11_8 DisjointWith Z11_5
Z11_8 DisjointWith Z11_4
Z11_8 DisjointWith Z11_3
Z11_8 DisjointWith Z11_2
Z11_8 DisjointWith Z11_1
Z11_8 DisjointWith Z11_0
Z11_9 is Class
Z11_9 SubClassOf Z11
Z11_9 DisjointWith Z11_8
Z11_9 DisjointWith Z11_6
Z11_9 DisjointWith Z11_5
Z11_9 DisjointWith Z11_4
Z11_9 DisjointWith Z11_3
Z11_9 DisjointWith Z11_2
Z11_9 DisjointWith Z11_1
Z11_9 DisjointWith Z11_0
Z12 is Class
Z12_0 is Class
Z12_0 SubClassOf Z12
Z12_0 DisjointWith Z12_9
Z12_0 DisjointWith Z12_8
Z12_0 DisjointWith Z12_6
Z12_0 DisjointWith Z12_5
Z12_0 DisjointWith Z12_4
Z12_0 DisjointWith Z12_3
Z12_0 DisjointWith Z12_2
Z12_0 DisjointWith Z12_1
Z12_1 is Class
Z12_1 SubClassOf Z12
Z12_1 DisjointWith Z12_9
Z12_1 DisjointWith Z12_8
Z12_1 DisjointWith Z12_6
Z12_1 DisjointWith Z12_5
Z12_1 DisjointWith Z12_4
Z12_1 DisjointWith Z12_3
Z12_1 DisjointWith Z12_2
Z12_1 DisjointWith Z12_0
Z12_2 is Class
Z12_2 SubClassOf Z12
Z12_2 DisjointWith Z12_9
Z12_2 DisjointWith Z12_8
Z12_2 DisjointWith Z12_6
Z12_2 DisjointWith Z12_5
Z12_2 DisjointWith Z12_4
Z12_2 DisjointWith Z12_3
Z12_2 DisjointWith Z12_1
Z12_2 DisjointWith Z12_0
Z12_3 is Class
Z12_3 SubClassOf Z12
Z12_3 DisjointWith Z12_9
Z12_3 DisjointWith Z12_8
Z12_3 DisjointWith Z12_6
Z12_3 DisjointWith Z12_5
Z12_3 DisjointWith Z12_4
Z12_3 DisjointWith Z12_2
Z12_3 DisjointWith Z12_1
Z12_3 DisjointWith Z12_0
Z12_4 is Class
Z12_4 SubClassOf Z12
Z12_4 DisjointWith Z12_9
Z12_4 DisjointWith Z12_8
Z12_4 DisjointWith Z12_6
Z12_4 DisjointWith Z12_5
Z12_4 DisjointWith Z12_3
Z12_4 DisjointWith Z12_2
Z12_4 DisjointWith Z12_1
Z12_4 DisjointWith Z12_0
Z12_5 is Class
Z12_5 SubClassOf Z12
Z12_5 DisjointWith Z12_9
Z12_5 DisjointWith Z12_8
Z12_5 DisjointWith Z12_6
Z12_5 DisjointWith Z12_4
Z12_5 DisjointWith Z12_3
Z12_5 DisjointWith Z12_2
Z12_5 DisjointWith Z12_1
Z12_5 DisjointWith Z12_0
Z12_6 is Class
Z12_6 SubClassOf Z12
Z12_6 DisjointWith Z12_9
Z12_6 DisjointWith Z12_8
Z12_6 DisjointWith Z12_5
Z12_6 DisjointWith Z12_4
Z12_6 DisjointWith Z12_3
Z12_6 DisjointWith Z12_2
Z12_6 DisjointWith Z12_1
Z12_6 DisjointWith Z12_0
Z12_8 is Class
Z12_8 SubClassOf Z12
Z12_8 DisjointWith Z12_9
Z12_8 DisjointWith Z12_6
Z12_8 DisjointWith Z12_5
Z12_8 DisjointWith Z12_4
Z12_8 DisjointWith Z12_3
Z12_8 DisjointWith Z12_2
Z12_8 DisjointWith Z12_1
Z12_8 DisjointWith Z12_0
Z12_9 is Class
Z12_9 SubClassOf Z12
Z12_9 DisjointWith Z12_8
Z12_9 DisjointWith Z12_6
Z12_9 DisjointWith Z12_5
Z12_9 DisjointWith Z12_4
Z12_9 DisjointWith Z12_3
Z12_9 DisjointWith Z12_2
Z12_9 DisjointWith Z12_1
Z12_9 DisjointWith Z12_0
Z13 is Class
Z13_0 is Class
Z13_0 SubClassOf Z13
Z13_0 DisjointWith Z13_9
Z13_0 DisjointWith Z13_8
Z13_0 DisjointWith Z13_7
Z13_0 DisjointWith Z13_6
Z13_0 DisjointWith Z13_5
Z13_0 DisjointWith Z13_4
Z13_0 DisjointWith Z13_3
Z13_0 DisjointWith Z13_2
Z13_0 DisjointWith Z13_1
Z13_1 is Class
Z13_1 SubClassOf Z13
Z13_1 DisjointWith Z13_9
Z13_1 DisjointWith Z13_8
Z13_1 DisjointWith Z13_7
Z13_1 DisjointWith Z13_6
Z13_1 DisjointWith Z13_5
Z13_1 DisjointWith Z13_4
Z13_1 DisjointWith Z13_3
Z13_1 DisjointWith Z13_2
Z13_1 DisjointWith Z13_0
Z13_2 is Class
Z13_2 SubClassOf Z13
Z13_2 DisjointWith Z13_9
Z13_2 DisjointWith Z13_8
Z13_2 DisjointWith Z13_7
Z13_2 DisjointWith Z13_6
Z13_2 DisjointWith Z13_5
Z13_2 DisjointWith Z13_4
Z13_2 DisjointWith Z13_3
Z13_2 DisjointWith Z13_1
Z13_2 DisjointWith Z13_0
Z13_3 is Class
Z13_3 SubClassOf Z13
Z13_3 DisjointWith Z13_9
Z13_3 DisjointWith Z13_8
Z13_3 DisjointWith Z13_7
Z13_3 DisjointWith Z13_6
Z13_3 DisjointWith Z13_5
Z13_3 DisjointWith Z13_4
Z13_3 DisjointWith Z13_2
Z13_3 DisjointWith Z13_1
Z13_3 DisjointWith Z13_0
Z13_4 is Class
Z13_4 SubClassOf Z13
Z13_4 DisjointWith Z13_9
Z13_4 DisjointWith Z13_8
Z13_4 DisjointWith Z13_7
Z13_4 DisjointWith Z13_6
Z13_4 DisjointWith Z13_5
Z13_4 DisjointWith Z13_3
Z13_4 DisjointWith Z13_2
Z13_4 DisjointWith Z13_1
Z13_4 DisjointWith Z13_0
Z13_5 is Class
Z13_5 SubClassOf Z13
Z13_5 DisjointWith Z13_9
Z13_5 DisjointWith Z13_8
Z13_5 DisjointWith Z13_7
Z13_5 DisjointWith Z13_6
Z13_5 DisjointWith Z13_4
Z13_5 DisjointWith Z13_3
Z13_5 DisjointWith Z13_2
Z13_5 DisjointWith Z13_1
Z13_5 DisjointWith Z13_0
Z13_6 is Class
Z13_6 SubClassOf Z13
Z13_6 DisjointWith Z13_9
Z13_6 DisjointWith Z13_8
Z13_6 DisjointWith Z13_7
Z13_6 DisjointWith Z13_5
Z13_6 DisjointWith Z13_4
Z13_6 DisjointWith Z13_3
Z13_6 DisjointWith Z13_2
Z13_6 DisjointWith Z13_1
Z13_6 DisjointWith Z13_0
Z13_7 is Class
Z13_7 SubClassOf Z13
Z13_7 DisjointWith Z13_9
Z13_7 DisjointWith Z13_8
Z13_7 DisjointWith Z13_6
Z13_7 DisjointWith Z13_5
Z13_7 DisjointWith Z13_4
Z13_7 DisjointWith Z13_3
Z13_7 DisjointWith Z13_2
Z13_7 DisjointWith Z13_1
Z13_7 DisjointWith Z13_0
Z13_8 is Class
Z13_8 SubClassOf Z13
Z13_8 DisjointWith Z13_9
Z13_8 DisjointWith Z13_7
Z13_8 DisjointWith Z13_6
Z13_8 DisjointWith Z13_5
Z13_8 DisjointWith Z13_4
Z13_8 DisjointWith Z13_3
Z13_8 DisjointWith Z13_2
Z13_8 DisjointWith Z13_1
Z13_8 DisjointWith Z13_0
Z13_9 is Class
Z13_9 SubClassOf Z13
Z13_9 DisjointWith Z13_8
Z13_9 DisjointWith Z13_7
Z13_9 DisjointWith Z13_6
Z13_9 DisjointWith Z13_5
Z13_9 DisjointWith Z13_4
Z13_9 DisjointWith Z13_3
Z13_9 DisjointWith Z13_2
Z13_9 DisjointWith Z13_1
Z13_9 DisjointWith Z13_0
Z20 is Class
Z20_0 is Class
Z20_0 SubClassOf Z20
Z20_0 DisjointWith Z20_9
Z20_0 DisjointWith Z20_8
Z20_0 DisjointWith Z20_7
Z20_0 DisjointWith Z20_6
Z20_0 DisjointWith Z20_5
Z20_0 DisjointWith Z20_4
Z20_0 DisjointWith Z20_3
Z20_0 DisjointWith Z20_2
Z20_0 DisjointWith Z20_1
Z20_1 is Class
Z20_1 SubClassOf Z20
Z20_1 DisjointWith Z20_9
Z20_1 DisjointWith Z20_8
Z20_1 DisjointWith Z20_7
Z20_1 DisjointWith Z20_6
Z20_1 DisjointWith Z20_5
Z20_1 DisjointWith Z20_4
Z20_1 DisjointWith Z20_3
Z20_1 DisjointWith Z20_2
Z20_1 DisjointWith Z20_0
Z20_2 is Class
Z20_2 SubClassOf Z20
Z20_2 DisjointWith Z20_9
Z20_2 DisjointWith Z20_8
Z20_2 DisjointWith Z20_7
Z20_2 DisjointWith Z20_6
Z20_2 DisjointWith Z20_5
Z20_2 DisjointWith Z20_4
Z20_2 DisjointWith Z20_3
Z20_2 DisjointWith Z20_1
Z20_2 DisjointWith Z20_0
Z20_3 is Class
Z20_3 SubClassOf Z20
Z20_3 DisjointWith Z20_9
Z20_3 DisjointWith Z20_8
Z20_3 DisjointWith Z20_7
Z20_3 DisjointWith Z20_6
Z20_3 DisjointWith Z20_5
Z20_3 DisjointWith Z20_4
Z20_3 DisjointWith Z20_2
Z20_3 DisjointWith Z20_1
Z20_3 DisjointWith Z20_0
Z20_4 is Class
Z20_4 SubClassOf Z20
Z20_4 DisjointWith Z20_9
Z20_4 DisjointWith Z20_8
Z20_4 DisjointWith Z20_7
Z20_4 DisjointWith Z20_6
Z20_4 DisjointWith Z20_5
Z20_4 DisjointWith Z20_3
Z20_4 DisjointWith Z20_2
Z20_4 DisjointWith Z20_1
Z20_4 DisjointWith Z20_0
Z20_5 is Class
Z20_5 SubClassOf Z20
Z20_5 DisjointWith Z20_9
Z20_5 DisjointWith Z20_8
Z20_5 DisjointWith Z20_7
Z20_5 DisjointWith Z20_6
Z20_5 DisjointWith Z20_4
Z20_5 DisjointWith Z20_3
Z20_5 DisjointWith Z20_2
Z20_5 DisjointWith Z20_1
Z20_5 DisjointWith Z20_0
Z20_6 is Class
Z20_6 SubClassOf Z20
Z20_6 DisjointWith Z20_9
Z20_6 DisjointWith Z20_8
Z20_6 DisjointWith Z20_7
Z20_6 DisjointWith Z20_5
Z20_6 DisjointWith Z20_4
Z20_6 DisjointWith Z20_3
Z20_6 DisjointWith Z20_2
Z20_6 DisjointWith Z20_1
Z20_6 DisjointWith Z20_0
Z20_7 is Class
Z20_7 SubClassOf Z20
Z20_7 DisjointWith Z20_9
Z20_7 DisjointWith Z20_8
Z20_7 DisjointWith Z20_6
Z20_7 DisjointWith Z20_5
Z20_7 DisjointWith Z20_4
Z20_7 DisjointWith Z20_3
Z20_7 DisjointWith Z20_2
Z20_7 DisjointWith Z20_1
Z20_7 DisjointWith Z20_0
Z20_8 is Class
Z20_8 SubClassOf Z20
Z20_8 DisjointWith Z20_9
Z20_8 DisjointWith Z20_7
Z20_8 DisjointWith Z20_6
Z20_8 DisjointWith Z20_5
Z20_8 DisjointWith Z20_4
Z20_8 DisjointWith Z20_3
Z20_8 DisjointWith Z20_2
Z20_8 DisjointWith Z20_1
Z20_8 DisjointWith Z20_0
Z20_9 is Class
Z20_9 SubClassOf Z20
Z20_9 DisjointWith Z20_8
Z20_9 DisjointWith Z20_7
Z20_9 DisjointWith Z20_6
Z20_9 DisjointWith Z20_5
Z20_9 DisjointWith Z20_4
Z20_9 DisjointWith Z20_3
Z20_9 DisjointWith Z20_2
Z20_9 DisjointWith Z20_1
Z20_9 DisjointWith Z20_0
Z20_Z29 is Class
Z20_Z29 SubClassOf Z00_Z99
Z22 is Class
Z22_0 is Class
Z22_0 SubClassOf Z22
Z22_0 DisjointWith Z22_9
Z22_0 DisjointWith Z22_8
Z22_0 DisjointWith Z22_6
Z22_0 DisjointWith Z22_5
Z22_0 DisjointWith Z22_4
Z22_0 DisjointWith Z22_3
Z22_0 DisjointWith Z22_2
Z22_0 DisjointWith Z22_1
Z22_1 is Class
Z22_1 SubClassOf Z22
Z22_1 DisjointWith Z22_9
Z22_1 DisjointWith Z22_8
Z22_1 DisjointWith Z22_6
Z22_1 DisjointWith Z22_5
Z22_1 DisjointWith Z22_4
Z22_1 DisjointWith Z22_3
Z22_1 DisjointWith Z22_2
Z22_1 DisjointWith Z22_0
Z22_2 is Class
Z22_2 SubClassOf Z22
Z22_2 DisjointWith Z22_9
Z22_2 DisjointWith Z22_8
Z22_2 DisjointWith Z22_6
Z22_2 DisjointWith Z22_5
Z22_2 DisjointWith Z22_4
Z22_2 DisjointWith Z22_3
Z22_2 DisjointWith Z22_1
Z22_2 DisjointWith Z22_0
Z22_3 is Class
Z22_3 SubClassOf Z22
Z22_3 DisjointWith Z22_9
Z22_3 DisjointWith Z22_8
Z22_3 DisjointWith Z22_6
Z22_3 DisjointWith Z22_5
Z22_3 DisjointWith Z22_4
Z22_3 DisjointWith Z22_2
Z22_3 DisjointWith Z22_1
Z22_3 DisjointWith Z22_0
Z22_4 is Class
Z22_4 SubClassOf Z22
Z22_4 DisjointWith Z22_9
Z22_4 DisjointWith Z22_8
Z22_4 DisjointWith Z22_6
Z22_4 DisjointWith Z22_5
Z22_4 DisjointWith Z22_3
Z22_4 DisjointWith Z22_2
Z22_4 DisjointWith Z22_1
Z22_4 DisjointWith Z22_0
Z22_5 is Class
Z22_5 SubClassOf Z22
Z22_5 DisjointWith Z22_9
Z22_5 DisjointWith Z22_8
Z22_5 DisjointWith Z22_6
Z22_5 DisjointWith Z22_4
Z22_5 DisjointWith Z22_3
Z22_5 DisjointWith Z22_2
Z22_5 DisjointWith Z22_1
Z22_5 DisjointWith Z22_0
Z22_6 is Class
Z22_6 SubClassOf Z22
Z22_6 DisjointWith Z22_9
Z22_6 DisjointWith Z22_8
Z22_6 DisjointWith Z22_5
Z22_6 DisjointWith Z22_4
Z22_6 DisjointWith Z22_3
Z22_6 DisjointWith Z22_2
Z22_6 DisjointWith Z22_1
Z22_6 DisjointWith Z22_0
Z22_8 is Class
Z22_8 SubClassOf Z22
Z22_8 DisjointWith Z22_9
Z22_8 DisjointWith Z22_6
Z22_8 DisjointWith Z22_5
Z22_8 DisjointWith Z22_4
Z22_8 DisjointWith Z22_3
Z22_8 DisjointWith Z22_2
Z22_8 DisjointWith Z22_1
Z22_8 DisjointWith Z22_0
Z22_9 is Class
Z22_9 SubClassOf Z22
Z22_9 DisjointWith Z22_8
Z22_9 DisjointWith Z22_6
Z22_9 DisjointWith Z22_5
Z22_9 DisjointWith Z22_4
Z22_9 DisjointWith Z22_3
Z22_9 DisjointWith Z22_2
Z22_9 DisjointWith Z22_1
Z22_9 DisjointWith Z22_0
Z23 is Class
Z23_0 is Class
Z23_0 SubClassOf Z23
Z23_0 DisjointWith Z23_8
Z23_0 DisjointWith Z23_7
Z23_0 DisjointWith Z23_6
Z23_0 DisjointWith Z23_5
Z23_0 DisjointWith Z23_4
Z23_0 DisjointWith Z23_3
Z23_0 DisjointWith Z23_2
Z23_0 DisjointWith Z23_1
Z23_1 is Class
Z23_1 SubClassOf Z23
Z23_1 DisjointWith Z23_8
Z23_1 DisjointWith Z23_7
Z23_1 DisjointWith Z23_6
Z23_1 DisjointWith Z23_5
Z23_1 DisjointWith Z23_4
Z23_1 DisjointWith Z23_3
Z23_1 DisjointWith Z23_2
Z23_1 DisjointWith Z23_0
Z23_2 is Class
Z23_2 SubClassOf Z23
Z23_2 DisjointWith Z23_8
Z23_2 DisjointWith Z23_7
Z23_2 DisjointWith Z23_6
Z23_2 DisjointWith Z23_5
Z23_2 DisjointWith Z23_4
Z23_2 DisjointWith Z23_3
Z23_2 DisjointWith Z23_1
Z23_2 DisjointWith Z23_0
Z23_3 is Class
Z23_3 SubClassOf Z23
Z23_3 DisjointWith Z23_8
Z23_3 DisjointWith Z23_7
Z23_3 DisjointWith Z23_6
Z23_3 DisjointWith Z23_5
Z23_3 DisjointWith Z23_4
Z23_3 DisjointWith Z23_2
Z23_3 DisjointWith Z23_1
Z23_3 DisjointWith Z23_0
Z23_4 is Class
Z23_4 SubClassOf Z23
Z23_4 DisjointWith Z23_8
Z23_4 DisjointWith Z23_7
Z23_4 DisjointWith Z23_6
Z23_4 DisjointWith Z23_5
Z23_4 DisjointWith Z23_3
Z23_4 DisjointWith Z23_2
Z23_4 DisjointWith Z23_1
Z23_4 DisjointWith Z23_0
Z23_5 is Class
Z23_5 SubClassOf Z23
Z23_5 DisjointWith Z23_8
Z23_5 DisjointWith Z23_7
Z23_5 DisjointWith Z23_6
Z23_5 DisjointWith Z23_4
Z23_5 DisjointWith Z23_3
Z23_5 DisjointWith Z23_2
Z23_5 DisjointWith Z23_1
Z23_5 DisjointWith Z23_0
Z23_6 is Class
Z23_6 SubClassOf Z23
Z23_6 DisjointWith Z23_8
Z23_6 DisjointWith Z23_7
Z23_6 DisjointWith Z23_5
Z23_6 DisjointWith Z23_4
Z23_6 DisjointWith Z23_3
Z23_6 DisjointWith Z23_2
Z23_6 DisjointWith Z23_1
Z23_6 DisjointWith Z23_0
Z23_7 is Class
Z23_7 SubClassOf Z23
Z23_7 DisjointWith Z23_8
Z23_7 DisjointWith Z23_6
Z23_7 DisjointWith Z23_5
Z23_7 DisjointWith Z23_4
Z23_7 DisjointWith Z23_3
Z23_7 DisjointWith Z23_2
Z23_7 DisjointWith Z23_1
Z23_7 DisjointWith Z23_0
Z23_8 is Class
Z23_8 SubClassOf Z23
Z23_8 DisjointWith Z23_7
Z23_8 DisjointWith Z23_6
Z23_8 DisjointWith Z23_5
Z23_8 DisjointWith Z23_4
Z23_8 DisjointWith Z23_3
Z23_8 DisjointWith Z23_2
Z23_8 DisjointWith Z23_1
Z23_8 DisjointWith Z23_0
Z24 is Class
Z24_0 is Class
Z24_0 SubClassOf Z24
Z24_0 DisjointWith Z24_6
Z24_0 DisjointWith Z24_5
Z24_0 DisjointWith Z24_4
Z24_0 DisjointWith Z24_3
Z24_0 DisjointWith Z24_2
Z24_0 DisjointWith Z24_1
Z24_1 is Class
Z24_1 SubClassOf Z24
Z24_1 DisjointWith Z24_6
Z24_1 DisjointWith Z24_5
Z24_1 DisjointWith Z24_4
Z24_1 DisjointWith Z24_3
Z24_1 DisjointWith Z24_2
Z24_1 DisjointWith Z24_0
Z24_2 is Class
Z24_2 SubClassOf Z24
Z24_2 DisjointWith Z24_6
Z24_2 DisjointWith Z24_5
Z24_2 DisjointWith Z24_4
Z24_2 DisjointWith Z24_3
Z24_2 DisjointWith Z24_1
Z24_2 DisjointWith Z24_0
Z24_3 is Class
Z24_3 SubClassOf Z24
Z24_3 DisjointWith Z24_6
Z24_3 DisjointWith Z24_5
Z24_3 DisjointWith Z24_4
Z24_3 DisjointWith Z24_2
Z24_3 DisjointWith Z24_1
Z24_3 DisjointWith Z24_0
Z24_4 is Class
Z24_4 SubClassOf Z24
Z24_4 DisjointWith Z24_6
Z24_4 DisjointWith Z24_5
Z24_4 DisjointWith Z24_3
Z24_4 DisjointWith Z24_2
Z24_4 DisjointWith Z24_1
Z24_4 DisjointWith Z24_0
Z24_5 is Class
Z24_5 SubClassOf Z24
Z24_5 DisjointWith Z24_6
Z24_5 DisjointWith Z24_4
Z24_5 DisjointWith Z24_3
Z24_5 DisjointWith Z24_2
Z24_5 DisjointWith Z24_1
Z24_5 DisjointWith Z24_0
Z24_6 is Class
Z24_6 SubClassOf Z24
Z24_6 DisjointWith Z24_5
Z24_6 DisjointWith Z24_4
Z24_6 DisjointWith Z24_3
Z24_6 DisjointWith Z24_2
Z24_6 DisjointWith Z24_1
Z24_6 DisjointWith Z24_0
Z25 is Class
Z25_0 is Class
Z25_0 SubClassOf Z25
Z25_0 DisjointWith Z25_8
Z25_0 DisjointWith Z25_1
Z25_1 is Class
Z25_1 SubClassOf Z25
Z25_1 DisjointWith Z25_8
Z25_1 DisjointWith Z25_0
Z25_8 is Class
Z25_8 SubClassOf Z25
Z25_8 DisjointWith Z25_1
Z25_8 DisjointWith Z25_0
Z26 is Class
Z26_0 is Class
Z26_0 SubClassOf Z26
Z26_0 DisjointWith Z26_9
Z26_0 DisjointWith Z26_8
Z26_8 is Class
Z26_8 SubClassOf Z26
Z26_8 DisjointWith Z26_9
Z26_8 DisjointWith Z26_0
Z26_9 is Class
Z26_9 SubClassOf Z26
Z26_9 DisjointWith Z26_8
Z26_9 DisjointWith Z26_0
Z27 is Class
Z27_0 is Class
Z27_0 SubClassOf Z27
Z27_0 DisjointWith Z27_9
Z27_0 DisjointWith Z27_8
Z27_0 DisjointWith Z27_4
Z27_0 DisjointWith Z27_3
Z27_0 DisjointWith Z27_2
Z27_0 DisjointWith Z27_1
Z27_1 is Class
Z27_1 SubClassOf Z27
Z27_1 DisjointWith Z27_9
Z27_1 DisjointWith Z27_8
Z27_1 DisjointWith Z27_4
Z27_1 DisjointWith Z27_3
Z27_1 DisjointWith Z27_2
Z27_1 DisjointWith Z27_0
Z27_2 is Class
Z27_2 SubClassOf Z27
Z27_2 DisjointWith Z27_9
Z27_2 DisjointWith Z27_8
Z27_2 DisjointWith Z27_4
Z27_2 DisjointWith Z27_3
Z27_2 DisjointWith Z27_1
Z27_2 DisjointWith Z27_0
Z27_3 is Class
Z27_3 SubClassOf Z27
Z27_3 DisjointWith Z27_9
Z27_3 DisjointWith Z27_8
Z27_3 DisjointWith Z27_4
Z27_3 DisjointWith Z27_2
Z27_3 DisjointWith Z27_1
Z27_3 DisjointWith Z27_0
Z27_4 is Class
Z27_4 SubClassOf Z27
Z27_4 DisjointWith Z27_9
Z27_4 DisjointWith Z27_8
Z27_4 DisjointWith Z27_3
Z27_4 DisjointWith Z27_2
Z27_4 DisjointWith Z27_1
Z27_4 DisjointWith Z27_0
Z27_8 is Class
Z27_8 SubClassOf Z27
Z27_8 DisjointWith Z27_9
Z27_8 DisjointWith Z27_4
Z27_8 DisjointWith Z27_3
Z27_8 DisjointWith Z27_2
Z27_8 DisjointWith Z27_1
Z27_8 DisjointWith Z27_0
Z27_9 is Class
Z27_9 SubClassOf Z27
Z27_9 DisjointWith Z27_8
Z27_9 DisjointWith Z27_4
Z27_9 DisjointWith Z27_3
Z27_9 DisjointWith Z27_2
Z27_9 DisjointWith Z27_1
Z27_9 DisjointWith Z27_0
Z28 is Class
Z28_0 is Class
Z28_0 SubClassOf Z28
Z28_0 DisjointWith Z28_9
Z28_0 DisjointWith Z28_8
Z28_0 DisjointWith Z28_2
Z28_0 DisjointWith Z28_1
Z28_1 is Class
Z28_1 SubClassOf Z28
Z28_1 DisjointWith Z28_9
Z28_1 DisjointWith Z28_8
Z28_1 DisjointWith Z28_2
Z28_1 DisjointWith Z28_0
Z28_2 is Class
Z28_2 SubClassOf Z28
Z28_2 DisjointWith Z28_9
Z28_2 DisjointWith Z28_8
Z28_2 DisjointWith Z28_1
Z28_2 DisjointWith Z28_0
Z28_8 is Class
Z28_8 SubClassOf Z28
Z28_8 DisjointWith Z28_9
Z28_8 DisjointWith Z28_2
Z28_8 DisjointWith Z28_1
Z28_8 DisjointWith Z28_0
Z28_9 is Class
Z28_9 SubClassOf Z28
Z28_9 DisjointWith Z28_8
Z28_9 DisjointWith Z28_2
Z28_9 DisjointWith Z28_1
Z28_9 DisjointWith Z28_0
Z29 is Class
Z29_0 is Class
Z29_0 SubClassOf Z29
Z29_0 DisjointWith Z29_9
Z29_0 DisjointWith Z29_8
Z29_0 DisjointWith Z29_2
Z29_0 DisjointWith Z29_1
Z29_1 is Class
Z29_1 SubClassOf Z29
Z29_1 DisjointWith Z29_9
Z29_1 DisjointWith Z29_8
Z29_1 DisjointWith Z29_2
Z29_1 DisjointWith Z29_0
Z29_2 is Class
Z29_2 SubClassOf Z29
Z29_2 DisjointWith Z29_9
Z29_2 DisjointWith Z29_8
Z29_2 DisjointWith Z29_1
Z29_2 DisjointWith Z29_0
Z29_8 is Class
Z29_8 SubClassOf Z29
Z29_8 DisjointWith Z29_9
Z29_8 DisjointWith Z29_2
Z29_8 DisjointWith Z29_1
Z29_8 DisjointWith Z29_0
Z29_9 is Class
Z29_9 SubClassOf Z29
Z29_9 DisjointWith Z29_8
Z29_9 DisjointWith Z29_2
Z29_9 DisjointWith Z29_1
Z29_9 DisjointWith Z29_0
Z30 is Class
Z30_0 is Class
Z30_0 SubClassOf Z30
Z30_0 DisjointWith Z30_9
Z30_0 DisjointWith Z30_8
Z30_0 DisjointWith Z30_5
Z30_0 DisjointWith Z30_4
Z30_0 DisjointWith Z30_3
Z30_0 DisjointWith Z30_2
Z30_0 DisjointWith Z30_1
Z30_1 is Class
Z30_1 SubClassOf Z30
Z30_1 DisjointWith Z30_9
Z30_1 DisjointWith Z30_8
Z30_1 DisjointWith Z30_5
Z30_1 DisjointWith Z30_4
Z30_1 DisjointWith Z30_3
Z30_1 DisjointWith Z30_2
Z30_1 DisjointWith Z30_0
Z30_2 is Class
Z30_2 SubClassOf Z30
Z30_2 DisjointWith Z30_9
Z30_2 DisjointWith Z30_8
Z30_2 DisjointWith Z30_5
Z30_2 DisjointWith Z30_4
Z30_2 DisjointWith Z30_3
Z30_2 DisjointWith Z30_1
Z30_2 DisjointWith Z30_0
Z30_3 is Class
Z30_3 SubClassOf Z30
Z30_3 DisjointWith Z30_9
Z30_3 DisjointWith Z30_8
Z30_3 DisjointWith Z30_5
Z30_3 DisjointWith Z30_4
Z30_3 DisjointWith Z30_2
Z30_3 DisjointWith Z30_1
Z30_3 DisjointWith Z30_0
Z30_4 is Class
Z30_4 SubClassOf Z30
Z30_4 DisjointWith Z30_9
Z30_4 DisjointWith Z30_8
Z30_4 DisjointWith Z30_5
Z30_4 DisjointWith Z30_3
Z30_4 DisjointWith Z30_2
Z30_4 DisjointWith Z30_1
Z30_4 DisjointWith Z30_0
Z30_5 is Class
Z30_5 SubClassOf Z30
Z30_5 DisjointWith Z30_9
Z30_5 DisjointWith Z30_8
Z30_5 DisjointWith Z30_4
Z30_5 DisjointWith Z30_3
Z30_5 DisjointWith Z30_2
Z30_5 DisjointWith Z30_1
Z30_5 DisjointWith Z30_0
