is(double,Datatype) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"500.0"^^double)))_and_(BFO_0000071_some_CHEBI_46195))) = 1.0
is(DRON_00038110,Class) = 1.0
SubClassOf(DRON_00038110,DRON_00022734,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"0.035"^^double)))_and_(BFO_0000071_some_CHEBI_4903)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"0.25"^^double)))_and_(BFO_0000071_some_CHEBI_50815))) = 1.0
is(DRON_00038113,Class) = 1.0
SubClassOf(DRON_00038113,DRON_00027908) = 1.0
is(DRON_00038119,Class) = 1.0
is(DRON_00038122,Class) = 1.0
is(DRON_00038134,Class) = 1.0
SubClassOf(DRON_00038134,DRON_00021080,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"317.0"^^double)))_and_(BFO_0000071_some_CHEBI_3311)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"64.0"^^double)))_and_(BFO_0000071_some_CHEBI_35149))) = 1.0
is(DRON_00038144,Class) = 1.0
SubClassOf(DRON_00038144,DRON_00020467) = 1.0
is(DRON_00038145,Class) = 1.0
SubClassOf(DRON_00038145,DRON_00021453,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"1.5"^^double)))_and_(BFO_0000071_some_CHEBI_17439))) = 1.0
is(DRON_00038157,Class) = 1.0
SubClassOf(DRON_00038157,DRON_00025747) = 1.0
is(DRON_00038162,Class) = 1.0
SubClassOf(DRON_00038162,DRON_00026527) = 1.0
is(DRON_00038174,Class) = 1.0
SubClassOf(DRON_00038174,DRON_00020513) = 1.0
is(DRON_00038187,Class) = 1.0
SubClassOf(DRON_00038187,DRON_00026073) = 1.0
is(DRON_00038194,Class) = 1.0
is(DRON_00038197,Class) = 1.0
is(DRON_00038202,Class) = 1.0
is(DRON_00038222,Class) = 1.0
is(DRON_00038238,Class) = 1.0
SubClassOf(DRON_00038238,DRON_00024569,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"3.0"^^double)))_and_(BFO_0000071_some_CHEBI_32114)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"65.0"^^double)))_and_(BFO_0000071_some_CHEBI_27732)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"75.0"^^double)))_and_(BFO_0000071_some_CHEBI_16914))) = 1.0
is(DRON_00038244,Class) = 1.0
is(DRON_00038245,Class) = 1.0
SubClassOf(DRON_00038245,DRON_00020482,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"50.0"^^double)))_and_(BFO_0000071_some_CHEBI_135047)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"650.0"^^double)))_and_(BFO_0000071_some_CHEBI_46195))) = 1.0
is(DRON_00038258,Class) = 1.0
is(DRON_00038283,Class) = 1.0
SubClassOf(DRON_00038283,DRON_00024584,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"10.0"^^double)))_and_(BFO_0000071_some_CHEBI_8093)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"5.0"^^double)))_and_(BFO_0000071_some_CHEBI_52010)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"50.0"^^double)))_and_(BFO_0000071_some_CHEBI_94484))) = 1.0
is(DRON_00038292,Class) = 1.0
SubClassOf(DRON_00038292,DRON_00025367) = 1.0
is(DRON_00038295,Class) = 1.0
SubClassOf(DRON_00038295,DRON_00025977) = 1.0
is(DRON_00038304,Class) = 1.0
SubClassOf(DRON_00038304,DRON_00026089) = 1.0
is(DRON_00038305,Class) = 1.0
SubClassOf(DRON_00038305,DRON_00020421) = 1.0
is(DRON_00038313,Class) = 1.0
is(DRON_00038324,Class) = 1.0
SubClassOf(DRON_00038324,DRON_00027601) = 1.0
is(DRON_00038333,Class) = 1.0
SubClassOf(DRON_00038333,DRON_00021910,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"240.0"^^double)))_and_(BFO_0000071_some_CHEBI_31608))) = 1.0
is(DRON_00038339,Class) = 1.0
SubClassOf(DRON_00038339,DRON_00020554,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"300.0"^^double)))_and_(BFO_0000071_some_CHEBI_22652)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"50.0"^^double)))_and_(BFO_0000071_some_CHEBI_28527))) = 1.0
is(DRON_00038358,Class) = 1.0
is(DRON_00038362,Class) = 1.0
is(DRON_00038367,Class) = 1.0
is(DRON_00038374,Class) = 1.0
SubClassOf(DRON_00038374,DRON_00026308) = 1.0
is(DRON_00038385,Class) = 1.0
is(DRON_00038393,Class) = 1.0
is(DRON_00038410,Class) = 1.0
SubClassOf(DRON_00038410,DRON_00023131) = 1.0
is(DRON_00038413,Class) = 1.0
is(DRON_00038443,Class) = 1.0
is(DRON_00038454,Class) = 1.0
SubClassOf(DRON_00038454,DRON_00023215) = 1.0
is(DRON_00038455,Class) = 1.0
SubClassOf(DRON_00038455,DRON_00022958) = 1.0
is(DRON_00038462,Class) = 1.0
SubClassOf(DRON_00038462,DRON_00023082,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"135.0"^^double)))_and_(BFO_0000071_some_CHEBI_8346)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"25.0"^^double)))_and_(BFO_0000071_some_CHEBI_17154))) = 1.0
is(DRON_00038478,Class) = 1.0
SubClassOf(DRON_00038478,DRON_00021267,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"20.0"^^double)))_and_(BFO_0000071_some_CHEBI_8104)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"4.0"^^double)))_and_(BFO_0000071_some_CHEBI_52010))) = 1.0
is(DRON_00038483,Class) = 1.0
SubClassOf(DRON_00038483,DRON_00021272) = 1.0
is(DRON_00038490,Class) = 1.0
SubClassOf(DRON_00038490,DRON_00023000) = 1.0
is(DRON_00038504,Class) = 1.0
SubClassOf(DRON_00038504,DRON_00021553) = 1.0
is(DRON_00038510,Class) = 1.0
SubClassOf(DRON_00038510,DRON_00022098) = 1.0
is(DRON_00038512,Class) = 1.0
is(DRON_00038527,Class) = 1.0
SubClassOf(DRON_00038527,DRON_00023209) = 1.0
is(DRON_00038564,Class) = 1.0
SubClassOf(DRON_00038564,DRON_00020744) = 1.0
is(DRON_00038566,Class) = 1.0
SubClassOf(DRON_00038566,DRON_00020512,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"300.0"^^double)))_and_(BFO_0000071_some_CHEBI_33130))) = 1.0
is(DRON_00038607,Class) = 1.0
SubClassOf(DRON_00038607,DRON_00030442) = 1.0
is(DRON_00038610,Class) = 1.0
SubClassOf(DRON_00038610,DRON_00022514) = 1.0
is(DRON_00038612,Class) = 1.0
SubClassOf(DRON_00038612,DRON_00023943) = 1.0
is(DRON_00038648,Class) = 1.0
is(DRON_00038649,Class) = 1.0
is(DRON_00038653,Class) = 1.0
SubClassOf(DRON_00038653,DRON_00020692,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"250.0"^^double)))_and_(BFO_0000071_some_CHEBI_32114)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"250.0"^^double)))_and_(BFO_0000071_some_CHEBI_46195))) = 1.0
is(DRON_00038668,Class) = 1.0
SubClassOf(DRON_00038668,DRON_00020675,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"12.0"^^double)))_and_(BFO_0000071_some_CHEBI_16714)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"120.0"^^double)))_and_(BFO_0000071_some_CHEBI_46195))) = 1.0
is(DRON_00038671,Class) = 1.0
SubClassOf(DRON_00038671,DRON_00020585,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"230.0"^^double)))_and_(BFO_0000071_some_CHEBI_46195)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"5.0"^^double)))_and_(BFO_0000071_some_CHEBI_5779))) = 1.0
is(DRON_00038674,Class) = 1.0
SubClassOf(DRON_00038674,DRON_00022154,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"50.0"^^double)))_and_(BFO_0000071_some_CHEBI_49662))) = 1.0
is(DRON_00038686,Class) = 1.0
SubClassOf(DRON_00038686,DRON_00023085,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"60.0"^^double)))_and_(BFO_0000071_some_CHEBI_30753))) = 1.0
is(DRON_00038690,Class) = 1.0
SubClassOf(DRON_00038690,DRON_00020837) = 1.0
is(DRON_00038691,Class) = 1.0
SubClassOf(DRON_00038691,DRON_00020837) = 1.0
is(DRON_00038704,Class) = 1.0
SubClassOf(DRON_00038704,DRON_00020967,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"100.0"^^double)))_and_(BFO_0000071_some_DRON_00018133))) = 1.0
is(DRON_00038723,Class) = 1.0
SubClassOf(DRON_00038723,DRON_00022345,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"500.0"^^double)))_and_(BFO_0000071_some_DRON_00017617))) = 1.0
is(DRON_00038726,Class) = 1.0
SubClassOf(DRON_00038726,DRON_00023107) = 1.0
is(DRON_00038763,Class) = 1.0
SubClassOf(DRON_00038763,DRON_00025662) = 1.0
is(DRON_00038766,Class) = 1.0
SubClassOf(DRON_00038766,DRON_00023206,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"500.0"^^double)))_and_(BFO_0000071_some_CHEBI_36080))) = 1.0
is(DRON_00038767,Class) = 1.0
SubClassOf(DRON_00038767,DRON_00023207,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"230.0"^^double)))_and_(BFO_0000071_some_CHEBI_36080))) = 1.0
is(DRON_00038770,Class) = 1.0
SubClassOf(DRON_00038770,DRON_00030930,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"42.0"^^double)))_and_(BFO_0000071_some_CHEBI_30245))) = 1.0
is(DRON_00038797,Class) = 1.0
SubClassOf(DRON_00038797,DRON_00021902,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"144.0"^^double)))_and_(BFO_0000071_some_DRON_00012636))) = 1.0
is(DRON_00038802,Class) = 1.0
SubClassOf(DRON_00038802,DRON_00021917,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"325.0"^^double)))_and_(BFO_0000071_some_CHEBI_75832))) = 1.0
is(DRON_00038807,Class) = 1.0
is(DRON_00038813,Class) = 1.0
SubClassOf(DRON_00038813,DRON_00021537) = 1.0
is(DRON_00038842,Class) = 1.0
SubClassOf(DRON_00038842,DRON_00026264) = 1.0
is(DRON_00038860,Class) = 1.0
SubClassOf(DRON_00038860,DRON_00025384) = 1.0
is(DRON_00038889,Class) = 1.0
is(DRON_00038891,Class) = 1.0
SubClassOf(DRON_00038891,DRON_00026083) = 1.0
is(DRON_00038897,Class) = 1.0
SubClassOf(DRON_00038897,DRON_00026124) = 1.0
is(DRON_00038920,Class) = 1.0
is(DRON_00038960,Class) = 1.0
is(DRON_00038962,Class) = 1.0
SubClassOf(DRON_00038962,DRON_00025963) = 1.0
is(DRON_00038984,Class) = 1.0
SubClassOf(DRON_00038984,DRON_00021981) = 1.0
is(DRON_00038992,Class) = 1.0
is(DRON_00039004,Class) = 1.0
SubClassOf(DRON_00039004,DRON_00020373,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"300.0"^^double)))_and_(BFO_0000071_some_DRON_00016889)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"60.0"^^double)))_and_(BFO_0000071_some_CHEBI_9147))) = 1.0
is(DRON_00039029,Class) = 1.0
SubClassOf(DRON_00039029,DRON_00023003) = 1.0
is(DRON_00039044,Class) = 1.0
SubClassOf(DRON_00039044,DRON_00025824) = 1.0
is(DRON_00039045,Class) = 1.0
SubClassOf(DRON_00039045,DRON_00023381) = 1.0
is(DRON_00039054,Class) = 1.0
is(DRON_00039104,Class) = 1.0
SubClassOf(DRON_00039104,DRON_00031139,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"20.0"^^double)))_and_(BFO_0000071_some_CHEBI_6060))) = 1.0
is(DRON_00039106,Class) = 1.0
SubClassOf(DRON_00039106,DRON_00023200,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"120.0"^^double)))_and_(BFO_0000071_some_CHEBI_8499))) = 1.0
is(DRON_00039110,Class) = 1.0
SubClassOf(DRON_00039110,DRON_00023659,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"50.0"^^double)))_and_(BFO_0000071_some_CHEBI_9671))) = 1.0
is(DRON_00039134,Class) = 1.0
SubClassOf(DRON_00039134,DRON_00020975) = 1.0
is(DRON_00039144,Class) = 1.0
SubClassOf(DRON_00039144,DRON_00022347,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"50.0"^^double)))_and_(BFO_0000071_some_CHEBI_31794))) = 1.0
is(DRON_00039154,Class) = 1.0
is(DRON_00039157,Class) = 1.0
SubClassOf(DRON_00039157,DRON_00021598,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"30.0"^^double)))_and_(BFO_0000071_some_CHEBI_4514))) = 1.0
is(DRON_00039201,Class) = 1.0
SubClassOf(DRON_00039201,DRON_00023573) = 1.0
is(DRON_00039222,Class) = 1.0
SubClassOf(DRON_00039222,DRON_00024547,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"17.0"^^double)))_and_(BFO_0000071_some_CHEBI_27306))) = 1.0
is(DRON_00039247,Class) = 1.0
SubClassOf(DRON_00039247,DRON_00020837) = 1.0
is(DRON_00039251,Class) = 1.0
SubClassOf(DRON_00039251,DRON_00023758) = 1.0
is(DRON_00039252,Class) = 1.0
SubClassOf(DRON_00039252,DRON_00023758) = 1.0
is(DRON_00039284,Class) = 1.0
SubClassOf(DRON_00039284,DRON_00021076,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"875.0"^^double)))_and_(BFO_0000071_some_CHEBI_3311))) = 1.0
is(DRON_00039304,Class) = 1.0
SubClassOf(DRON_00039304,DRON_00025662) = 1.0
is(DRON_00039314,Class) = 1.0
SubClassOf(DRON_00039314,DRON_00021452,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"0.03"^^double)))_and_(BFO_0000071_some_CHEBI_17439))) = 1.0
is(DRON_00039316,Class) = 1.0
SubClassOf(DRON_00039316,DRON_00021448,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"0.25"^^double)))_and_(BFO_0000071_some_CHEBI_17439))) = 1.0
is(DRON_00039321,Class) = 1.0
SubClassOf(DRON_00039321,DRON_00031045) = 1.0
is(DRON_00039322,Class) = 1.0
SubClassOf(DRON_00039322,DRON_00031034) = 1.0
is(DRON_00039330,Class) = 1.0
SubClassOf(DRON_00039330,DRON_00021907,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000028)_and_(BFO_0000053_some) = 1.0
is(has_proper_part_some,(PATO_0000125_and_(IAO_0000039_value_UO_0000022)_and_(OBI_0001937_value_"55.0"^^double)))_and_(BFO_0000071_some_CHEBI_31607))) = 1.0
is(DRON_00039339,Class) = 1.0
is(DRON_00039351,Class) = 1.0
SubClassOf(DRON_00039351,DRON_00026153) = 1.0
is(DRON_00039365,Class) = 1.0
SubClassOf(DRON_00039365,DRON_00020331) = 1.0
is(DRON_00039399,Class) = 1.0
is(DRON_00039404,Class) = 1.0
SubClassOf(DRON_00039404,DRON_00026190) = 1.0
is(DRON_00039410,Class) = 1.0
SubClassOf(DRON_00039410,DRON_00027157,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
