is(double,Datatype) = 1.0
is(DRON_00069598,Class) = 1.0
SubClassOf(DRON_00069598,DRON_00039177) = 1.0
is(DRON_00069599,Class) = 1.0
SubClassOf(DRON_00069599,DRON_00052434) = 1.0
is(DRON_00069630,Class) = 1.0
SubClassOf(DRON_00069630,DRON_00058751) = 1.0
is(DRON_00069639,Class) = 1.0
SubClassOf(DRON_00069639,DRON_00044942,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_132106)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_17987)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_31835)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_32063)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_32234)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_46726)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_5291)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_61468)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_85146)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_88542)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_DRON_00020263)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_DRON_00723226)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_DRON_00723503)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_DRON_01002945))) = 1.0
is(DRON_00069647,Class) = 1.0
SubClassOf(DRON_00069647,DRON_00034667) = 1.0
is(DRON_00069727,Class) = 1.0
SubClassOf(DRON_00069727,DRON_00045557,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_15409)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_17151)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_17754)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_29377)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_30187)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_30618)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_30911)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_31794)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_32139)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_32159)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_32234)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_53426)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_53700)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_DRON_00012174)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_DRON_00018261)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_DRON_00018290)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_DRON_00019232)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_DRON_00019727)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_DRON_00020263)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_DRON_00723360)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_DRON_00723392)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_DRON_00723683))) = 1.0
is(DRON_00069751,Class) = 1.0
SubClassOf(DRON_00069751,DRON_00043898) = 1.0
is(DRON_00069771,Class) = 1.0
SubClassOf(DRON_00069771,DRON_00053817) = 1.0
is(DRON_00069781,Class) = 1.0
SubClassOf(DRON_00069781,DRON_00036441) = 1.0
is(DRON_00069807,Class) = 1.0
SubClassOf(DRON_00069807,DRON_00035175) = 1.0
is(DRON_00069818,Class) = 1.0
SubClassOf(DRON_00069818,DRON_00044485) = 1.0
is(DRON_00069822,Class) = 1.0
SubClassOf(DRON_00069822,DRON_00036928) = 1.0
is(DRON_00069872,Class) = 1.0
SubClassOf(DRON_00069872,DRON_00034764) = 1.0
is(DRON_00069925,Class) = 1.0
SubClassOf(DRON_00069925,DRON_00046169) = 1.0
is(DRON_00069948,Class) = 1.0
SubClassOf(DRON_00069948,DRON_00058968) = 1.0
is(DRON_00069966,Class) = 1.0
SubClassOf(DRON_00069966,DRON_00035571) = 1.0
is(DRON_00069969,Class) = 1.0
SubClassOf(DRON_00069969,DRON_00045170) = 1.0
is(DRON_00070048,Class) = 1.0
SubClassOf(DRON_00070048,DRON_00035810) = 1.0
is(DRON_00070053,Class) = 1.0
SubClassOf(DRON_00070053,DRON_00054782) = 1.0
is(DRON_00070060,Class) = 1.0
SubClassOf(DRON_00070060,DRON_00046087) = 1.0
is(DRON_00070105,Class) = 1.0
SubClassOf(DRON_00070105,DRON_00034922) = 1.0
is(DRON_00070146,Class) = 1.0
SubClassOf(DRON_00070146,DRON_00053829) = 1.0
is(DRON_00070163,Class) = 1.0
SubClassOf(DRON_00070163,DRON_00058718) = 1.0
is(DRON_00070191,Class) = 1.0
SubClassOf(DRON_00070191,DRON_00065699) = 1.0
is(DRON_00070221,Class) = 1.0
SubClassOf(DRON_00070221,DRON_00054808) = 1.0
is(DRON_00070236,Class) = 1.0
SubClassOf(DRON_00070236,DRON_00036480) = 1.0
is(DRON_00070385,Class) = 1.0
SubClassOf(DRON_00070385,DRON_00043824,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_17716)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_30563)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_DRON_00020263))) = 1.0
is(DRON_00070400,Class) = 1.0
SubClassOf(DRON_00070400,DRON_00059520) = 1.0
is(DRON_00070404,Class) = 1.0
SubClassOf(DRON_00070404,DRON_00053844) = 1.0
is(DRON_00070429,Class) = 1.0
SubClassOf(DRON_00070429,DRON_00058952) = 1.0
is(DRON_00070446,Class) = 1.0
SubClassOf(DRON_00070446,DRON_00046909) = 1.0
is(DRON_00070449,Class) = 1.0
SubClassOf(DRON_00070449,DRON_00044225) = 1.0
is(DRON_00070473,Class) = 1.0
SubClassOf(DRON_00070473,DRON_00035198) = 1.0
is(DRON_00070482,Class) = 1.0
SubClassOf(DRON_00070482,DRON_00046024) = 1.0
is(DRON_00070486,Class) = 1.0
SubClassOf(DRON_00070486,DRON_00045170) = 1.0
is(DRON_00070495,Class) = 1.0
SubClassOf(DRON_00070495,DRON_00046098) = 1.0
is(DRON_00070500,Class) = 1.0
SubClassOf(DRON_00070500,DRON_00053810) = 1.0
is(DRON_00070502,Class) = 1.0
SubClassOf(DRON_00070502,DRON_00052867) = 1.0
is(DRON_00070506,Class) = 1.0
SubClassOf(DRON_00070506,DRON_00059464) = 1.0
is(DRON_00070508,Class) = 1.0
SubClassOf(DRON_00070508,DRON_00057913) = 1.0
is(DRON_00070510,Class) = 1.0
SubClassOf(DRON_00070510,DRON_00044784,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_15377)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_29864)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_32145))) = 1.0
is(DRON_00070511,Class) = 1.0
SubClassOf(DRON_00070511,DRON_00036808) = 1.0
is(DRON_00070512,Class) = 1.0
SubClassOf(DRON_00070512,DRON_00060028) = 1.0
is(DRON_00070513,Class) = 1.0
SubClassOf(DRON_00070513,DRON_00060014) = 1.0
is(DRON_00070514,Class) = 1.0
SubClassOf(DRON_00070514,DRON_00060017) = 1.0
is(DRON_00070517,Class) = 1.0
SubClassOf(DRON_00070517,DRON_00047932) = 1.0
is(DRON_00070519,Class) = 1.0
SubClassOf(DRON_00070519,DRON_00035213) = 1.0
is(DRON_00070522,Class) = 1.0
SubClassOf(DRON_00070522,DRON_00035330) = 1.0
is(DRON_00070524,Class) = 1.0
SubClassOf(DRON_00070524,DRON_00036573,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_17716)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_30618)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_32234)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_46793)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_53248)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_DRON_00013829))) = 1.0
is(DRON_00070527,Class) = 1.0
SubClassOf(DRON_00070527,DRON_00038252) = 1.0
is(DRON_00070528,Class) = 1.0
SubClassOf(DRON_00070528,DRON_00038413) = 1.0
is(DRON_00070531,Class) = 1.0
SubClassOf(DRON_00070531,DRON_00045260) = 1.0
is(DRON_00070534,Class) = 1.0
SubClassOf(DRON_00070534,DRON_00035215,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_15377)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_30618)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_32234)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_46793)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_53426)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_62968)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_DRON_00020263)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_DRON_00723360)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_DRON_00723688))) = 1.0
is(DRON_00070537,Class) = 1.0
SubClassOf(DRON_00070537,DRON_00039579) = 1.0
is(DRON_00070539,Class) = 1.0
SubClassOf(DRON_00070539,DRON_00044830) = 1.0
is(DRON_00070540,Class) = 1.0
SubClassOf(DRON_00070540,DRON_00057673) = 1.0
is(DRON_00070541,Class) = 1.0
SubClassOf(DRON_00070541,DRON_00061788) = 1.0
is(DRON_00070543,Class) = 1.0
SubClassOf(DRON_00070543,DRON_00035216) = 1.0
is(DRON_00070544,Class) = 1.0
SubClassOf(DRON_00070544,DRON_00061365) = 1.0
is(DRON_00070547,Class) = 1.0
SubClassOf(DRON_00070547,DRON_00059123) = 1.0
is(DRON_00070548,Class) = 1.0
SubClassOf(DRON_00070548,DRON_00059520) = 1.0
is(DRON_00070552,Class) = 1.0
SubClassOf(DRON_00070552,DRON_00040783) = 1.0
is(DRON_00070553,Class) = 1.0
SubClassOf(DRON_00070553,DRON_00035521) = 1.0
is(DRON_00070557,Class) = 1.0
SubClassOf(DRON_00070557,DRON_00059520) = 1.0
is(DRON_00070560,Class) = 1.0
SubClassOf(DRON_00070560,DRON_00040881) = 1.0
is(DRON_00070566,Class) = 1.0
SubClassOf(DRON_00070566,DRON_00035219) = 1.0
is(DRON_00070567,Class) = 1.0
SubClassOf(DRON_00070567,DRON_00035220) = 1.0
is(DRON_00070568,Class) = 1.0
SubClassOf(DRON_00070568,DRON_00057790) = 1.0
is(DRON_00070570,Class) = 1.0
SubClassOf(DRON_00070570,DRON_00034547) = 1.0
is(DRON_00070572,Class) = 1.0
SubClassOf(DRON_00070572,DRON_00045170) = 1.0
is(DRON_00070573,Class) = 1.0
SubClassOf(DRON_00070573,DRON_00040884) = 1.0
is(DRON_00070574,Class) = 1.0
SubClassOf(DRON_00070574,DRON_00060192) = 1.0
is(DRON_00070576,Class) = 1.0
SubClassOf(DRON_00070576,DRON_00047482) = 1.0
is(DRON_00070577,Class) = 1.0
SubClassOf(DRON_00070577,DRON_00045194) = 1.0
is(DRON_00070578,Class) = 1.0
SubClassOf(DRON_00070578,DRON_00036749) = 1.0
is(DRON_00070583,Class) = 1.0
SubClassOf(DRON_00070583,DRON_00038204) = 1.0
is(DRON_00070584,Class) = 1.0
SubClassOf(DRON_00070584,DRON_00036975) = 1.0
is(DRON_00070585,Class) = 1.0
SubClassOf(DRON_00070585,DRON_00035385) = 1.0
is(DRON_00070586,Class) = 1.0
SubClassOf(DRON_00070586,DRON_00044384) = 1.0
is(DRON_00070587,Class) = 1.0
SubClassOf(DRON_00070587,DRON_00044386) = 1.0
is(DRON_00070589,Class) = 1.0
SubClassOf(DRON_00070589,DRON_00046675) = 1.0
is(DRON_00070591,Class) = 1.0
SubClassOf(DRON_00070591,DRON_00036969) = 1.0
is(DRON_00070593,Class) = 1.0
SubClassOf(DRON_00070593,DRON_00036971) = 1.0
is(DRON_00070594,Class) = 1.0
SubClassOf(DRON_00070594,DRON_00036641) = 1.0
is(DRON_00070596,Class) = 1.0
SubClassOf(DRON_00070596,DRON_00046488) = 1.0
is(DRON_00070599,Class) = 1.0
SubClassOf(DRON_00070599,DRON_00038413) = 1.0
is(DRON_00070602,Class) = 1.0
SubClassOf(DRON_00070602,DRON_00034930) = 1.0
is(DRON_00070617,Class) = 1.0
SubClassOf(DRON_00070617,DRON_00059520) = 1.0
is(DRON_00070636,Class) = 1.0
SubClassOf(DRON_00070636,DRON_00060019) = 1.0
is(DRON_00070638,Class) = 1.0
SubClassOf(DRON_00070638,DRON_00053851) = 1.0
is(DRON_00070655,Class) = 1.0
SubClassOf(DRON_00070655,DRON_00046498) = 1.0
is(DRON_00070669,Class) = 1.0
SubClassOf(DRON_00070669,DRON_00035868) = 1.0
is(DRON_00070675,Class) = 1.0
SubClassOf(DRON_00070675,DRON_00053854) = 1.0
is(DRON_00070701,Class) = 1.0
SubClassOf(DRON_00070701,DRON_00045170) = 1.0
is(DRON_00070723,Class) = 1.0
SubClassOf(DRON_00070723,DRON_00037059) = 1.0
is(DRON_00070724,Class) = 1.0
SubClassOf(DRON_00070724,DRON_00051064) = 1.0
is(DRON_00070725,Class) = 1.0
SubClassOf(DRON_00070725,DRON_00044992,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_15377))) = 1.0
is(DRON_00070730,Class) = 1.0
SubClassOf(DRON_00070730,DRON_00039094) = 1.0
is(DRON_00070732,Class) = 1.0
SubClassOf(DRON_00070732,DRON_00045178) = 1.0
is(DRON_00070755,Class) = 1.0
SubClassOf(DRON_00070755,DRON_00053858) = 1.0
is(DRON_00070776,Class) = 1.0
SubClassOf(DRON_00070776,DRON_00059464) = 1.0
is(DRON_00070785,Class) = 1.0
SubClassOf(DRON_00070785,DRON_00060719) = 1.0
is(DRON_00070847,Class) = 1.0
SubClassOf(DRON_00070847,DRON_00046112) = 1.0
is(DRON_00070879,Class) = 1.0
SubClassOf(DRON_00070879,DRON_00036441) = 1.0
is(DRON_00070908,Class) = 1.0
SubClassOf(DRON_00070908,DRON_00035282) = 1.0
is(DRON_00070939,Class) = 1.0
SubClassOf(DRON_00070939,DRON_00057664) = 1.0
is(DRON_00070950,Class) = 1.0
SubClassOf(DRON_00070950,DRON_00054533) = 1.0
is(DRON_00070965,Class) = 1.0
SubClassOf(DRON_00070965,DRON_00035705) = 1.0
is(DRON_00071016,Class) = 1.0
SubClassOf(DRON_00071016,DRON_00036959) = 1.0
is(DRON_00071017,Class) = 1.0
SubClassOf(DRON_00071017,DRON_00036959) = 1.0
is(DRON_00071018,Class) = 1.0
SubClassOf(DRON_00071018,DRON_00036959) = 1.0
is(DRON_00071024,Class) = 1.0
SubClassOf(DRON_00071024,DRON_00047740) = 1.0
is(DRON_00071039,Class) = 1.0
SubClassOf(DRON_00071039,DRON_00034388) = 1.0
is(DRON_00071058,Class) = 1.0
SubClassOf(DRON_00071058,DRON_00040708) = 1.0
is(DRON_00071069,Class) = 1.0
SubClassOf(DRON_00071069,DRON_00036938) = 1.0
is(DRON_00071087,Class) = 1.0
SubClassOf(DRON_00071087,DRON_00044712) = 1.0
is(DRON_00071088,Class) = 1.0
SubClassOf(DRON_00071088,DRON_00044712) = 1.0
is(DRON_00071115,Class) = 1.0
SubClassOf(DRON_00071115,DRON_00046488) = 1.0
is(DRON_00071173,Class) = 1.0
SubClassOf(DRON_00071173,DRON_00035825) = 1.0
is(DRON_00071176,Class) = 1.0
SubClassOf(DRON_00071176,DRON_00045170) = 1.0
is(DRON_00071177,Class) = 1.0
SubClassOf(DRON_00071177,DRON_00045170) = 1.0
is(DRON_00071178,Class) = 1.0
SubClassOf(DRON_00071178,DRON_00045170) = 1.0
is(DRON_00071179,Class) = 1.0
SubClassOf(DRON_00071179,DRON_00045170) = 1.0
is(DRON_00071180,Class) = 1.0
SubClassOf(DRON_00071180,DRON_00045170) = 1.0
is(DRON_00071181,Class) = 1.0
SubClassOf(DRON_00071181,DRON_00045170) = 1.0
is(DRON_00071182,Class) = 1.0
SubClassOf(DRON_00071182,DRON_00045170) = 1.0
is(DRON_00071183,Class) = 1.0
SubClassOf(DRON_00071183,DRON_00045170) = 1.0
is(DRON_00071184,Class) = 1.0
SubClassOf(DRON_00071184,DRON_00045170) = 1.0
is(DRON_00071185,Class) = 1.0
SubClassOf(DRON_00071185,DRON_00045170) = 1.0
is(DRON_00071186,Class) = 1.0
SubClassOf(DRON_00071186,DRON_00045170) = 1.0
is(DRON_00071187,Class) = 1.0
SubClassOf(DRON_00071187,DRON_00045170) = 1.0
is(DRON_00071188,Class) = 1.0
SubClassOf(DRON_00071188,DRON_00045170) = 1.0
is(DRON_00071189,Class) = 1.0
SubClassOf(DRON_00071189,DRON_00045170) = 1.0
is(DRON_00071190,Class) = 1.0
SubClassOf(DRON_00071190,DRON_00045170) = 1.0
is(DRON_00071199,Class) = 1.0
SubClassOf(DRON_00071199,DRON_00035617) = 1.0
is(DRON_00071254,Class) = 1.0
SubClassOf(DRON_00071254,DRON_00034579) = 1.0
is(DRON_00071318,Class) = 1.0
SubClassOf(DRON_00071318,DRON_00059075) = 1.0
is(DRON_00071358,Class) = 1.0
SubClassOf(DRON_00071358,DRON_00047490) = 1.0
is(DRON_00071385,Class) = 1.0
SubClassOf(DRON_00071385,DRON_00034631) = 1.0
is(DRON_00071387,Class) = 1.0
SubClassOf(DRON_00071387,DRON_00035328) = 1.0
is(DRON_00071400,Class) = 1.0
SubClassOf(DRON_00071400,DRON_00043892) = 1.0
is(DRON_00071407,Class) = 1.0
SubClassOf(DRON_00071407,DRON_00058819) = 1.0
is(DRON_00071415,Class) = 1.0
SubClassOf(DRON_00071415,DRON_00035540) = 1.0
is(DRON_00071432,Class) = 1.0
SubClassOf(DRON_00071432,DRON_00038383) = 1.0
is(DRON_00071434,Class) = 1.0
SubClassOf(DRON_00071434,DRON_00036441) = 1.0
is(DRON_00071445,Class) = 1.0
SubClassOf(DRON_00071445,DRON_00045569,) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_17716)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_28017)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_32178)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_32234)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_5291)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_CHEBI_53700)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
is(has_proper_part_some,(OBI_0000576_and_(BFO_0000053_some_DRON_00000029)_and_(BFO_0000071_some_DRON_00020263)),) = 1.0
is(has_proper_part_some,www.obofoundry.org/ro/ro.#) = 1.0
