is(www.w3.org/2000/01/-schema#,Datatype) = 1.0
is(GSSO_009786,Class) = 1.0
is(GSSO_009888,Class) = 1.0
is(GSSO_009905,Class) = 1.0
is(GSSO_009906,Class) = 1.0
is(GSSO_010078,Class) = 1.0
is(GSSO_010080,Class) = 1.0
is(GSSO_010111,Class) = 1.0
is(GSSO_010149,Class) = 1.0
is(GSSO_010264,Class) = 1.0
SubClassOf(GSSO_010264,GSSO_003269) = 1.0
is(GSSO_010265,Class) = 1.0
SubClassOf(GSSO_010265,GSSO_003271) = 1.0
is(GSSO_010305,Class) = 1.0
is(GSSO_010306,Class) = 1.0
is(GSSO_010307,Class) = 1.0
is(GSSO_010311,Class) = 1.0
is(GSSO_010312,Class) = 1.0
is(GSSO_010317,Class) = 1.0
is(GSSO_010325,Class) = 1.0
is(GSSO_010326,Class) = 1.0
is(GSSO_010327,Class) = 1.0
is(GSSO_010348,Class) = 1.0
is(GSSO_010350,Class) = 1.0
is(GSSO_010353,Class) = 1.0
is(GSSO_010357,Class) = 1.0
is(GSSO_010404,Class) = 1.0
is(GSSO_010405,Class) = 1.0
is(GSSO_010440,Class) = 1.0
is(GSSO_010443,Class) = 1.0
is(GSSO_010446,Class) = 1.0
is(GSSO_010453,Class) = 1.0
is(GSSO_010454,Class) = 1.0
is(GSSO_010455,Class) = 1.0
is(GSSO_010456,Class) = 1.0
is(GSSO_010457,Class) = 1.0
is(GSSO_010459,Class) = 1.0
is(GSSO_010478,Class) = 1.0
is(GSSO_010479,Class) = 1.0
is(GSSO_010480,Class) = 1.0
SubClassOf(GSSO_010480,GSSO_000992) = 1.0
is(GSSO_010484,Class) = 1.0
SubClassOf(GSSO_010484,GSSO_000952) = 1.0
is(GSSO_010487,Class) = 1.0
is(GSSO_010519,Class) = 1.0
is(GSSO_010581,Class) = 1.0
is(GSSO_010620,Class) = 1.0
is(GSSO_010628,Class) = 1.0
is(GSSO_010630,Class) = 1.0
is(GSSO_010909,Class) = 1.0
is(GSSO_010933,Class) = 1.0
is(GSSO_010937,Class) = 1.0
is(GSSO_010938,Class) = 1.0
is(GSSO_010995,Class) = 1.0
is(GSSO_011007,Class) = 1.0
is(GSSO_011090,Class) = 1.0
is(GSSO_011092,Class) = 1.0
is(GSSO_011095,Class) = 1.0
is(GSSO_011099,Class) = 1.0
is(GSSO_011100,Class) = 1.0
is(GSSO_011102,Class) = 1.0
SubClassOf(GSSO_011102,GSSO_000995) = 1.0
is(GSSO_011112,Class) = 1.0
is(GSSO_011169,Class) = 1.0
is(GSSO_011321,Class) = 1.0
SubClassOf(GSSO_011321,SIO_000855) = 1.0
is(GSSO_011322,Class) = 1.0
is(GSSO_011323,Class) = 1.0
is(GSSO_011329,Class) = 1.0
is(GSSO_011330,Class) = 1.0
is(GSSO_011332,Class) = 1.0
is(GSSO_011456,Class) = 1.0
is(GSSO_011568,Class) = 1.0
is(GSSO_011573,Class) = 1.0
is(GSSO_011638,Class) = 1.0
is(GSSO_011667,Class) = 1.0
is(GSSO_011670,Class) = 1.0
is(GSSO_011675,Class) = 1.0
is(GSSO_011676,Class) = 1.0
is(GSSO_011678,Class) = 1.0
is(GSSO_011679,Class) = 1.0
is(GSSO_011697,Class) = 1.0
is(GSSO_011868,Class) = 1.0
is(GSSO_011899,Class) = 1.0
is(GSSO_011900,Class) = 1.0
is(GSSO_011901,Class) = 1.0
SubClassOf(GSSO_011901,GSSO_011900) = 1.0
is(GSSO_011904,Class) = 1.0
is(GSSO_011906,Class) = 1.0
is(GSSO_011907,Class) = 1.0
SubClassOf(GSSO_011907,GSSO_011906) = 1.0
is(GSSO_011911,Class) = 1.0
is(GSSO_011912,Class) = 1.0
is(GSSO_011914,Class) = 1.0
is(GSSO_011915,Class) = 1.0
is(GSSO_011919,Class) = 1.0
is(GSSO_011930,Class) = 1.0
is(GSSO_011975,Class) = 1.0
is(GSSO_011976,Class) = 1.0
is(GSSO_011998,Class) = 1.0
is(GSSO_011999,Class) = 1.0
is(GSSO_012074,Class) = 1.0
is(GSSO_012097,Class) = 1.0
is(GSSO_012099,Class) = 1.0
is(GSSO_012109,Class) = 1.0
is(GSSO_012110,Class) = 1.0
SubClassOf(GSSO_012110,GSSO_012109) = 1.0
is(GSSO_012124,Class) = 1.0
is(GSSO_012141,Class) = 1.0
SubClassOf(GSSO_012141,GSSO_000972) = 1.0
is(GSSO_012142,Class) = 1.0
SubClassOf(GSSO_012142,GSSO_012141) = 1.0
is(GSSO_012143,Class) = 1.0
SubClassOf(GSSO_012143,GSSO_012141) = 1.0
is(GSSO_012144,Class) = 1.0
SubClassOf(GSSO_012144,GSSO_012141) = 1.0
is(GSSO_012414,Class) = 1.0
is(GSSO_012579,Class) = 1.0
is(GSSO_012580,Class) = 1.0
is(GSSO_012581,Class) = 1.0
is(GSSO_012613,Class) = 1.0
is(GSSO_012625,Class) = 1.0
SubClassOf(GSSO_012625,GSSO_001154) = 1.0
is(GSSO_012680,Class) = 1.0
is(GSSO_012699,Class) = 1.0
is(GSSO_012806,Class) = 1.0
is(GSSO_012842,Class) = 1.0
is(GSSO_012843,Class) = 1.0
is(GSSO_012899,Class) = 1.0
is(GSSO_012935,Class) = 1.0
is(IAO_0000102,Class) = 1.0
is(MFOEM_000005,Class) = 1.0
is(MFOEM_000006,Class) = 1.0
is(MFOEM_000223,Class) = 1.0
equiv(MFOEM_000223,Urge) = 1.0
is(MFOMD_0000004,Class) = 1.0
is(MFOMD_0000020,Class) = 1.0
SubClassOf(MFOMD_0000020,DOID_5419) = 1.0
is(MFOMD_0000021,Class) = 1.0
SubClassOf(MFOMD_0000021,DOID_5419) = 1.0
is(MFOMD_0000022,Class) = 1.0
SubClassOf(MFOMD_0000022,DOID_5419) = 1.0
is(MFOMD_0000023,Class) = 1.0
SubClassOf(MFOMD_0000023,DOID_5419) = 1.0
is(MFOMD_0000046,Class) = 1.0
is(MFOMD_0000081,Class) = 1.0
SubClassOf(MFOMD_0000081,DOID_1876) = 1.0
is(MFOMD_0000082,Class) = 1.0
SubClassOf(MFOMD_0000082,DOID_1876) = 1.0
is(MFOMD_0000083,Class) = 1.0
SubClassOf(MFOMD_0000083,DOID_1876) = 1.0
is(MFOMD_0000084,Class) = 1.0
SubClassOf(MFOMD_0000084,DOID_1876) = 1.0
is(MFOMD_0000095,Class) = 1.0
SubClassOf(MFOMD_0000095,DOID_2468) = 1.0
is(MFOMD_0000096,Class) = 1.0
SubClassOf(MFOMD_0000096,DOID_2468) = 1.0
is(MFOMD_0000097,Class) = 1.0
SubClassOf(MFOMD_0000097,DOID_2468) = 1.0
is(MFOMD_0000107,Class) = 1.0
is(MFOMD_0000109,Class) = 1.0
is(MFOMD_0000195,Class) = 1.0
SubClassOf(MFOMD_0000195,DOID_1876) = 1.0
is(MFOMD_0000197,Class) = 1.0
SubClassOf(MFOMD_0000197,DOID_2030) = 1.0
is(NBO_0020137,Class) = 1.0
SubClassOf(NBO_0020137,NBO_0020292) = 1.0
is(NBO_0020292,Class) = 1.0
is(NCIT_C16452,Class) = 1.0
is(NCIT_C16840,Class) = 1.0
is(NCIT_C25506,Class) = 1.0
is(NCIT_C38025,Class) = 1.0
SubClassOf(NCIT_C38025,D014705) = 1.0
is(SYMP_0000030,Class) = 1.0
is(SYMP_0000412,Class) = 1.0
is(SYMP_0000530,Class) = 1.0
is(SYMP_0000576,Class) = 1.0
is(SYMP_0000582,Class) = 1.0
is(SYMP_0000607,Class) = 1.0
DisjointWith(SYMP_0000607,RO_0002452_some_SYMP_0000576) = 1.0
is(SYMP_0000610,Class) = 1.0
is(SYMP_0019153,Class) = 1.0
is(SIO_000815,Class) = 1.0
is(SIO_000855,Class) = 1.0
is(SIO_000860,Class) = 1.0
is(SIO_000865,Class) = 1.0
is(SIO_000951,Class) = 1.0
is(SIO_001353,Class) = 1.0
SubClassOf(SIO_001353,BFO_0000030) = 1.0
is(//cydathria.com,Class) = 1.0
is(//www.symposion.com/ijt/,Class) = 1.0
is(//www.symposion.com/ijt/,Class) = 1.0
is(//www.symposion.com/ijt/,Class) = 1.0
is(//www.symposion.com/ijt/,Class) = 1.0
is(//www.symposion.com/ijt/,Class) = 1.0
is(//www.symposion.com/ijt/,Class) = 1.0
is(//www.symposion.com/ijt/,Class) = 1.0
is(//cydathria.com/ms_donna/transequal/,Class) = 1.0
is(//www.hrw.org/sites/default/files/reports/,Class) = 1.0
is(//homosaurus.org/,Class) = 1.0
is(//knowyourmeme.com/memes/,Class) = 1.0
is(//fenwayhealth.org/documents/the-fenway-institute/handouts/,Class) = 1.0
is(//www.pflag.org/,Class) = 1.0
is(//www.ihs.gov/telebehavioral/includes/themes/newihstheme/display_objects/documents/slides/lgbt/,Class) = 1.0
is(//www.ncai.org/policy-research-center/initiatives/,Class) = 1.0
is(//rationalwiki.org/wiki/,Class) = 1.0
is(//groups.google.com/forum/message/raw?msg=alt.transgendered/XnSVJnxLWcI/,Class) = 1.0
is(//groups.google.com/forum/message/raw?msg=soc.support.transgendered/GbxctMNUnyw/,Class) = 1.0
is(//groups.google.com/forum/message/raw?msg=alt.transgendered/acBONWZqmhs/,Class) = 1.0
is(//groups.google.com/forum/message/raw?msg=soc.support.transgendered/uQOv7egWih0/,Class) = 1.0
is(//www.stonewallpinellas.org/wp-content/uploads/2010/11/,Class) = 1.0
is(//www.alleghenycountypa.gov/Human-Services/Resources/Immigrants-Refugees/Services-for-Immigrants-and-Internationals/,Class) = 1.0
is(//faculty.wcas.northwestern.edu/~ward/,Class) = 1.0
is(//www.nasonline.org/about-nas/history/archives/collections/crps-1920-1965.htmlhttps,Class) = 1.0
is(//www.vice.com/en_ca/article/xd59pa/,Class) = 1.0
is(//www.dailyxtra.com/,Class) = 1.0
is(//theweek.com/articles/552648/,Class) = 1.0
is(//www.english.illinois.edu/-people-/faculty/debaron/essays/,Class) = 1.0
is(//www.lgbthealtheducation.org/wp-content/uploads/,Class) = 1.0
is(//www.hrc.org/resources/,Class) = 1.0
is(//lesbianhandbook.net/,Class) = 1.0
is(//ktci.education/,Class) = 1.0
is(//cydathria.com/ms_donna/transequal/,Class) = 1.0
is(//alt.support.intergendered.narkive.com/4npal3xz/,Class) = 1.0
is(//intercontinentalcry.org/wp-content/uploads/2013/03/,Class) = 1.0
is(//www.out.com/transgender/2019/11/03/,Class) = 1.0
is(//slate.com/human-interest/2016/07/,Class) = 1.0
is(//nonbinary.miraheze.org/wiki/,Class) = 1.0
is(//scahome.org/publications/proceedings/,Class) = 1.0
is(//nonbinary.wiki/wiki/,Class) = 1.0
is(//www.healthline.com/health/pregnancy/,Class) = 1.0
is(//www.cedarvilleout.org/docs/,Class) = 1.0
is(//www.faqs.org/faqs/polyamory/faq/,Class) = 1.0
is(//www.vice.com/en/article/7x53vg/,Class) = 1.0
is(//www.ama-assn.org/system/files/,Class) = 1.0
is(//rationalwiki.org/wiki/,Class) = 1.0
is(DbXref,Class) = 1.0
SubClassOf(DbXref,IAO_0000102) = 1.0
is(Definition,Class) = 1.0
SubClassOf(Definition,IAO_0000102) = 1.0
is(Subset,Class) = 1.0
equiv(Subset,{IAO_0000224}) = 1.0
SubClassOf(Subset,IAO_0000102) = 1.0
is(SynonymType,Class) = 1.0
SubClassOf(SynonymType,IAO_0000102) = 1.0
is(copaganda-police-propaganda-protests-meaning,Class) = 1.0
is(lesbian-slang-terms-definitions,Class) = 1.0
is(Aggressive_Intrusive_Image,Class) = 1.0
SubClassOf(Aggressive_Intrusive_Image,Intrusive_Image) = 1.0
is(Aggressive_Thought,Class) = 1.0
SubClassOf(Aggressive_Thought,D013850) = 1.0
is(Aggressive_Urge,Class) = 1.0
SubClassOf(Aggressive_Urge,MFOEM_000223,) = 1.0
SubClassOf(Aggressive_Urge,Urge) = 1.0
is(Assessment_Criterion,Class) = 1.0
is(Body_Dysmorphic_Disorder,Class) = 1.0
SubClassOf(Body_Dysmorphic_Disorder,DOID_4737,) = 1.0
SubClassOf(Body_Dysmorphic_Disorder,Obsessive_Compulsive_and_Related_Disorder) = 1.0
is(Compulsion,Class) = 1.0
is(Compulsive_Behavior,Class) = 1.0
is(Contamination_Intrusive_Image,Class) = 1.0
SubClassOf(Contamination_Intrusive_Image,Intrusive_Image) = 1.0
is(Contamination_Intrusive_Urge,Class) = 1.0
SubClassOf(Contamination_Intrusive_Urge,Intrusive_Urge) = 1.0
is(Contamination_Urge,Class) = 1.0
SubClassOf(Contamination_Urge,MFOEM_000223,) = 1.0
SubClassOf(Contamination_Urge,Urge) = 1.0
is(Doubt_Intrusive_Image,Class) = 1.0
SubClassOf(Doubt_Intrusive_Image,Intrusive_Image) = 1.0
is(Doubt_Intrusive_Thoughts,Class) = 1.0
is(Doubt_Intrusive_Urge,Class) = 1.0
is(Doubt_Obsession,Class) = 1.0
equiv(Doubt_Obsession,Doubt_Intrusive_Image_or_Doubt_Intrusive_Thoughts_or_Doubt_Intrusive_Urge) = 1.0
SubClassOf(Doubt_Obsession,MFOMD_0000109,) = 1.0
SubClassOf(Doubt_Obsession,Obsession) = 1.0
DisjointWith(Doubt_Obsession,Doubt_Intrusive_Image_or_Doubt_Intrusive_Thoughts_or_Doubt_Intrusive_Urge) = 1.0
is(Doubt_Urge,Class) = 1.0
SubClassOf(Doubt_Urge,MFOEM_000223,) = 1.0
SubClassOf(Doubt_Urge,Urge) = 1.0
is(Enviromental_Factor,Class) = 1.0
is(Extreme_Control_Level,Class) = 1.0
is(Extreme_Distress_Level,Class) = 1.0
SubClassOf(Extreme_Distress_Level,Severity_Distress_Level) = 1.0
is(Extreme_Duration,Class) = 1.0
is(Extreme_Duration_Level,Class) = 1.0
SubClassOf(Extreme_Duration_Level,Severity_Duration_Level) = 1.0
is(Extreme_Interference_Level,Class) = 1.0
SubClassOf(Extreme_Interference_Level,Severity_Interference_Level) = 1.0
is(Extreme_Resistance_Level,Class) = 1.0
SubClassOf(Extreme_Resistance_Level,Severity_Resistance_Level) = 1.0
is(Hoarding_Disorder,Class) = 1.0
SubClassOf(Hoarding_Disorder,Obsessive_Compulsive_and_Related_Disorder) = 1.0
is(Hoarding_Intrusive_Image,Class) = 1.0
SubClassOf(Hoarding_Intrusive_Image,Intrusive_Image) = 1.0
is(Hoarding_Intrusive_Thoughts,Class) = 1.0
is(Hoarding_Intrusive_Urge,Class) = 1.0
SubClassOf(Hoarding_Intrusive_Urge,Intrusive_Urge) = 1.0
is(Hoarding_Obsession,Class) = 1.0
equiv(Hoarding_Obsession,Hoarding_Intrusive_Image_or_Hoarding_Intrusive_Thoughts_or_Hoarding_Intrusive_Urge) = 1.0
SubClassOf(Hoarding_Obsession,MFOMD_0000109,) = 1.0
SubClassOf(Hoarding_Obsession,Obsession) = 1.0
is(Hoarding_Urge,Class) = 1.0
SubClassOf(Hoarding_Urge,MFOEM_000223,) = 1.0
SubClassOf(Hoarding_Urge,Urge) = 1.0
is(Impulse,Class) = 1.0
is(Inflated_Responsibility,Class) = 1.0
SubClassOf(Inflated_Responsibility,Thought_Appraisal) = 1.0
is(Intolerance_of_Uncertainty,Class) = 1.0
SubClassOf(Intolerance_of_Uncertainty,Thought_Appraisal) = 1.0
is(Intrusive_Image,Class) = 1.0
is(Intrusive_Thoughts,Class) = 1.0
SubClassOf(Intrusive_Thoughts,D013850) = 1.0
is(Intrusive_Urge,Class) = 1.0
SubClassOf(Intrusive_Urge,Urge) = 1.0
is(Mental_Image,Class) = 1.0
SubClassOf(Mental_Image,D013850) = 1.0
is(Mild_Control,Class) = 1.0
is(Mild_Control_Level,Class) = 1.0
SubClassOf(Mild_Control_Level,Severity_Control_Level) = 1.0
is(Mild_Distress_Level,Class) = 1.0
SubClassOf(Mild_Distress_Level,Severity_Distress_Level) = 1.0
is(Mild_Duration_Level,Class) = 1.0
is(Mild_Interference,Class) = 1.0
is(Mild_Interference_Level,Class) = 1.0
SubClassOf(Mild_Interference_Level,Severity_Interference_Level) = 1.0
is(Mild_Resistance,Class) = 1.0
is(Mild_Resistance_Level,Class) = 1.0
SubClassOf(Mild_Resistance_Level,Severity_Resistance_Level) = 1.0
is(Moderate_Control,Class) = 1.0
is(Moderate_Control_Level,Class) = 1.0
is(Moderate_Distress_Level,Class) = 1.0
is(Moderate_Duration,Class) = 1.0
is(Moderate_Duration_Level,Class) = 1.0
SubClassOf(Moderate_Duration_Level,Severity_Duration_Level) = 1.0
is(Moderate_Interference,Class) = 1.0
is(Moderate_Interference_Level,Class) = 1.0
SubClassOf(Moderate_Interference_Level,Severity_Interference_Level) = 1.0
is(Moderate_Resistance,Class) = 1.0
is(Moderate_Resistance_Level,Class) = 1.0
SubClassOf(Moderate_Resistance_Level,Severity_Resistance_Level) = 1.0
is(Need_for_Control_of_Thoughts,Class) = 1.0
SubClassOf(Need_for_Control_of_Thoughts,Thought_Appraisal) = 1.0
is(No_Control,Class) = 1.0
SubClassOf(No_Control,Severity_Control_Level) = 1.0
is(No_Distress,Class) = 1.0
is(No_Duration,Class) = 1.0
is(No_Interference,Class) = 1.0
SubClassOf(No_Interference,Severity_Interference_Level) = 1.0
is(No_Resistance,Class) = 1.0
is(Obsession,Class) = 1.0
is(Obsessional_Thoughts,Class) = 1.0
SubClassOf(Obsessional_Thoughts,D013850) = 1.0
is(Obsessive_Compulsive_Disorder,Class) = 1.0
equiv(Obsessive_Compulsive_Disorder,DOID_10933,) = 1.0
equiv(Obsessive_Compulsive_Disorder,Compulsion_or_Obsession) = 1.0
SubClassOf(Obsessive_Compulsive_Disorder,DOID_2030,) = 1.0
SubClassOf(Obsessive_Compulsive_Disorder,Obsessive_Compulsive_and_Related_Disorder) = 1.0
is(Obsessive_Compulsive_and_Related_Disorder,Class) = 1.0
SubClassOf(Obsessive_Compulsive_and_Related_Disorder,DOID_1561) = 1.0
is(Occupational_Impairment,Class) = 1.0
is(Over-Importance_of_Thoughts,Class) = 1.0
SubClassOf(Over-Importance_of_Thoughts,Thought_Appraisal) = 1.0
is(Overestimation_of_Threat,Class) = 1.0
SubClassOf(Overestimation_of_Threat,Thought_Appraisal) = 1.0
is(Perfectionism,Class) = 1.0
SubClassOf(Perfectionism,Thought_Appraisal) = 1.0
is(Persistent_Thoughts,Class) = 1.0
SubClassOf(Persistent_Thoughts,D013850) = 1.0
is(Relationship_Impairment,Class) = 1.0
is(Religious_Intrusive_Image,Class) = 1.0
SubClassOf(Religious_Intrusive_Image,Intrusive_Image) = 1.0
is(Religious_Intrusive_Urge,Class) = 1.0
SubClassOf(Religious_Intrusive_Urge,Intrusive_Urge) = 1.0
is(Religious_Urge,Class) = 1.0
SubClassOf(Religious_Urge,Urge) = 1.0
is(Repeating_Rituals,Class) = 1.0
SubClassOf(Repeating_Rituals,GSSO_001875,) = 1.0
SubClassOf(Repeating_Rituals,MFOMD_0000107,) = 1.0
SubClassOf(Repeating_Rituals,Compulsion,) = 1.0
SubClassOf(Repeating_Rituals,Compulsive_Behavior) = 1.0
is(Severe_Control,Class) = 1.0
is(Severe_Control_Level,Class) = 1.0
SubClassOf(Severe_Control_Level,Severity_Control_Level) = 1.0
is(Severe_Distress,Class) = 1.0
is(Severe_Distress_Level,Class) = 1.0
is(Severe_Duration,Class) = 1.0
is(Severe_Duration_Level,Class) = 1.0
SubClassOf(Severe_Duration_Level,Severity_Duration_Level) = 1.0
is(Severe_Interference_Level,Class) = 1.0
SubClassOf(Severe_Interference_Level,Severity_Interference_Level) = 1.0
is(Severe_Resistance_Level,Class) = 1.0
SubClassOf(Severe_Resistance_Level,Severity_Resistance_Level) = 1.0
is(Severity_Control_Level,Class) = 1.0
is(Severity_Distress_Level,Class) = 1.0
is(Severity_Duration_Level,Class) = 1.0
is(Severity_Interference_Level,Class) = 1.0
is(Literal,hasInterferenceValue_some_www.w3.org/2000/01/-schema#) = 1.0
SubClassOf(Literal,Assessment_Criterion) = 1.0
is(Severity_Resistance_Level,Class) = 1.0
is(Sexual_Intrusive_Image,Class) = 1.0
SubClassOf(Sexual_Intrusive_Image,Intrusive_Image) = 1.0
is(Sexual_Intrusive_Thoughts,Class) = 1.0
is(Sexual_Intrusive_Urge,Class) = 1.0
SubClassOf(Sexual_Intrusive_Urge,Intrusive_Urge) = 1.0
is(Sexual_Obsession,Class) = 1.0
equiv(Sexual_Obsession,Sexual_Intrusive_Image_or_Sexual_Intrusive_Thoughts_or_Sexual_Intrusive_Urge) = 1.0
SubClassOf(Sexual_Obsession,MFOMD_0000109,) = 1.0
SubClassOf(Sexual_Obsession,Obsession) = 1.0
is(Sexual_Thought,Class) = 1.0
SubClassOf(Sexual_Thought,D013850) = 1.0
is(Sexual_Urge,Class) = 1.0
SubClassOf(Sexual_Urge,MFOEM_000223,) = 1.0
SubClassOf(Sexual_Urge,Urge) = 1.0
is(Skin_Pickling_Disorder,Class) = 1.0
SubClassOf(Skin_Pickling_Disorder,Obsessive_Compulsive_and_Related_Disorder) = 1.0
is(Social_Impairment,Class) = 1.0
is(Somatic_Intrusive_Image,Class) = 1.0
SubClassOf(Somatic_Intrusive_Image,Intrusive_Image) = 1.0
is(Somatic_Intrusive_Urge,Class) = 1.0
SubClassOf(Somatic_Intrusive_Urge,Intrusive_Urge) = 1.0
is(Somatic_Urge,Class) = 1.0
SubClassOf(Somatic_Urge,Urge) = 1.0
is(Symmetry_Intrusive_Image,Class) = 1.0
SubClassOf(Symmetry_Intrusive_Image,Intrusive_Image) = 1.0
is(Symmetry_Urge,Class) = 1.0
SubClassOf(Symmetry_Urge,Urge) = 1.0
is(Temperamental_Factor,Class) = 1.0
is(Thought,Class) = 1.0
equiv(Thought,D013850) = 1.0
is(Thought_Appraisal,Class) = 1.0
SubClassOf(Thought_Appraisal,MFOEM_000005) = 1.0
is(Thought_appraisal,Class) = 1.0
is(Trichotillomania,Class) = 1.0
equiv(Trichotillomania,DOID_0050587) = 1.0
SubClassOf(Trichotillomania,DOID_10937,) = 1.0
SubClassOf(Trichotillomania,Obsessive_Compulsive_and_Related_Disorder) = 1.0
is(Urge,Class) = 1.0
equiv(Urge,MFOEM_000223) = 1.0
SubClassOf(Urge,MFOEM_000006) = 1.0
is(www.w3.org/2002/07/#,Class) = 1.0
is(Q1419091,Class) = 1.0
is(Q2088139,Class) = 1.0
is(Q216792,Class) = 1.0
is(Q23785494,Class) = 1.0
is(Q42429948,Class) = 1.0
is(Q45127,Class) = 1.0
is(Q5030289,Class) = 1.0
is(Q5484714,Class) = 1.0
is(Q55695727,Class) = 1.0
is(Q56718274,Class) = 1.0
is(Q6169709,Class) = 1.0
is(Q6481100,Class) = 1.0
is(Q6530976,Class) = 1.0
is(Q7106558,Class) = 1.0
is(Q7116433,Class) = 1.0
is(Q7619375,Class) = 1.0
is(Q7834215,Class) = 1.0
is(Q7842364,Class) = 1.0
is(Q7971942,Class) = 1.0
is(Q7977193,Class) = 1.0
is(Q870953,Class) = 1.0
is(GSSO_001002,Individual) = 1.0
Types(GSSO_001002,GSSO_001001) = 1.0
is(GSSO_001003,Individual) = 1.0
Types(GSSO_001003,GSSO_001001) = 1.0
is(GSSO_003669,Individual) = 1.0
Types(GSSO_003669,GSSO_011321) = 1.0
is(GSSO_010462,Individual) = 1.0
Types(GSSO_010462,GSSO_010480) = 1.0
is(GSSO_010463,Individual) = 1.0
Types(GSSO_010463,GSSO_010484) = 1.0
is(GSSO_011322,Individual) = 1.0
Types(GSSO_011322,GSSO_011321) = 1.0
is(GSSO_011323,Individual) = 1.0
Types(GSSO_011323,GSSO_011321) = 1.0
is(GSSO_011324,Individual) = 1.0
Types(GSSO_011324,GSSO_011321) = 1.0
is(GSSO_011899,Individual) = 1.0
Types(GSSO_011899,GSSO_011901) = 1.0
is(GSSO_011904,Individual) = 1.0
Types(GSSO_011904,GSSO_011907) = 1.0
is(GSSO_011908,Individual) = 1.0
Types(GSSO_011908,GSSO_011907) = 1.0
is(GSSO_011909,Individual) = 1.0
Types(GSSO_011909,GSSO_011907) = 1.0
is(GSSO_011910,Individual) = 1.0
Types(GSSO_011910,GSSO_011907) = 1.0
is(GSSO_011911,Individual) = 1.0
Types(GSSO_011911,GSSO_011907) = 1.0
is(GSSO_011912,Individual) = 1.0
Types(GSSO_011912,GSSO_011907) = 1.0
is(IAO_0000224,Individual) = 1.0
Types(IAO_0000224,Subset) = 1.0
is(Extreme_Interference,Individual) = 1.0
Types(Extreme_Interference,Severity_Interference_Level) = 1.0
is(Mild_Interference,Individual) = 1.0
Types(Mild_Interference,Severity_Interference_Level) = 1.0
is(Moderate_Interference,Individual) = 1.0
Types(Moderate_Interference,Severity_Interference_Level) = 1.0
is(Severe_Interference,Individual) = 1.0
Types(Severe_Interference,Severity_Interference_Level) = 1.0
is(example-post,Individual) = 1.0
Types(example-post,Obsessive_Compulsive_Disorder) = 1.0
DisjointClasses(example-post,Extreme_Control_Level,Mild_Control_Level,Moderate_Control_Level,No_Control,Severe_Control_Level) = 1.0
DisjointClasses(example-post,Extreme_Distress_Level,Mild_Distress_Level,Moderate_Distress_Level,No_Distress,Severe_Distress_Level) = 1.0
DisjointClasses(example-post,Extreme_Duration_Level,Mild_Duration_Level,Moderate_Duration_Level,No_Duration,Severe_Duration_Level) = 1.0
DisjointClasses(example-post,Extreme_Interference_Level,Mild_Interference_Level,Moderate_Interference_Level,No_Interference,Severe_Interference_Level) = 1.0
DisjointClasses(example-post,Extreme_Resistance_Level,Mild_Resistance_Level,Moderate_Resistance_Level,No_Resistance,Severe_Resistance_Level) = 1.0
